dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23
0100005,Alabama,3,3,Albertville City,5824,2594000,5842,2792000,5956,3074000,5900,3382000,38510000,7605000,15581000,61696000,0,1036000,1036000,45971000,10327000,16391000,72689000,0,1255000,1255000,40744000,13132000,18810000,72686000,0,1185000,1185000,45637000,21096000,22193000,88926000,0,1106000,1106000,455,452,465,491
0100006,Alabama,3,3,Marshall County,5764,7033000,5758,7073000,5898,7877000,5951,8690000,40493000,9259000,14705000,64457000,0,1356000,1356000,42022000,13429000,14507000,69958000,10000,1155000,1165000,43630000,24404000,18369000,86403000,0,1583000,1583000,47224000,17968000,20449000,85641000,0,1415000,1415000,848,811,776,724
0100007,Alabama,3,3,Hoover City,14061,17263000,13640,19592000,13606,20242000,13557,22266000,79328000,8918000,103002000,191248000,0,2488000,2488000,81138000,12871000,103032000,197041000,0,2659000,2659000,83774000,18644000,110121000,212539000,0,2602000,2602000,88877000,11264000,122364000,222505000,0,2569000,2569000,1333,1241,1263,1319
0100008,Alabama,3,3,Madison City,11695,10565000,11804,11012000,12302,11620000,12473,13681000,74191000,7055000,53843000,135089000,0,1952000,1952000,81850000,16719000,65808000,164377000,0,2133000,2133000,81697000,14037000,77023000,172757000,0,2203000,2203000,98331000,11266000,91951000,201548000,0,2295000,2295000,1385,1287,1301,1317
0100011,Alabama,3,3,Leeds City,2076,1567000,2097,1617000,2169,1698000,2223,1814000,13082000,2474000,9492000,25048000,0,427000,427000,16157000,4404000,10091000,30652000,0,466000,466000,14696000,5158000,10864000,30718000,116000,487000,603000,17550000,3677000,11550000,32777000,73000,492000,565000,287,284,304,314
0100012,Alabama,3,3,Boaz City,2440,1720000,2431,1705000,2448,1881000,2471,1944000,16772000,2935000,7286000,26993000,0,492000,492000,17575000,4149000,7367000,29091000,0,479000,479000,17726000,6230000,8158000,32114000,0,568000,568000,22455000,4968000,11045000,38468000,0,533000,533000,200,184,192,223
0100013,Alabama,3,3,Trussville City,4823,4619000,4816,4650000,4941,5372000,5065,6192000,29655000,1556000,26574000,57785000,0,883000,883000,33229000,4173000,32505000,69907000,0,901000,901000,34667000,4946000,29739000,69352000,0,903000,903000,36713000,3398000,33391000,73502000,0,849000,849000,455,443,446,453
0100030,Alabama,3,3,Alexander City,3036,2666000,2948,2853000,2927,2698000,2899,2872000,19619000,3937000,10665000,34221000,253000,714000,967000,19707000,7904000,12116000,39727000,102000,697000,799000,20312000,9072000,12126000,41510000,0,839000,839000,22606000,9545000,16729000,48880000,0,662000,662000,468,395,-8,309
0100060,Alabama,3,3,Andalusia City,1839,1627000,1785,1855000,1862,2118000,1871,2291000,11486000,2659000,6341000,20486000,0,544000,544000,11709000,3582000,6787000,22078000,0,520000,520000,14635000,4582000,6963000,26180000,15000,520000,535000,13913000,5384000,7312000,26609000,0,499000,499000,279,276,301,306
0100090,Alabama,3,3,Anniston City,1887,1819000,1898,2065000,1908,2127000,1892,2005000,12803000,4748000,7740000,25291000,0,499000,499000,12199000,6800000,8058000,27057000,0,760000,760000,13680000,8744000,8849000,31273000,0,649000,649000,16224000,14367000,10548000,41139000,0,658000,658000,229,206,213,196
0100100,Alabama,3,3,Arab City,2696,2240000,2609,2274000,2645,2431000,2653,2587000,17425000,2582000,7158000,27165000,0,563000,563000,18653000,3620000,7333000,29606000,0,581000,581000,20533000,4021000,8655000,33209000,0,599000,599000,20673000,3849000,10618000,35140000,0,653000,653000,280,253,267,278
0100120,Alabama,3,2,Athens City,4505,2797000,4538,2855000,4788,3589000,4840,3837000,27781000,3958000,29028000,60767000,0,986000,986000,30150000,6489000,28104000,64743000,0,964000,964000,32462000,7934000,45162000,85558000,0,1105000,1105000,36600000,7321000,34296000,78217000,0,976000,976000,551,501,548,588
0100180,Alabama,3,3,Attalla City,1490,1595000,1470,1296000,1523,1358000,1538,1415000,10990000,2220000,2638000,15848000,0,465000,465000,13153000,3305000,2689000,19147000,0,465000,465000,11588000,3886000,3029000,18503000,0,419000,419000,12788000,3633000,3261000,19682000,0,436000,436000,177,173,180,201
0100185,Alabama,3,3,Saraland City,3233,2952000,3146,3073000,3261,3606000,3354,3904000,20496000,2520000,13735000,36751000,0,511000,511000,23790000,3869000,14461000,42120000,0,559000,559000,23535000,5452000,14778000,43765000,0,563000,563000,25120000,4238000,17519000,46877000,0,589000,589000,355,311,322,365
0100189,Alabama,3,3,Satsuma City,1592,1144000,1511,1332000,1520,1470000,1502,1594000,10051000,1351000,4370000,15772000,0,389000,389000,10688000,2120000,5095000,17903000,0,454000,454000,11058000,2313000,4822000,18193000,0,305000,305000,12330000,2467000,5700000,20497000,0,417000,417000,177,163,194,206
0100190,Alabama,3,3,Alabaster City,6293,6613000,6187,6790000,6354,7501000,6425,7796000,40712000,5536000,31275000,77523000,42000,1151000,1193000,43008000,8147000,32592000,83747000,38000,1206000,1244000,48288000,9915000,39173000,97376000,155000,1149000,1304000,47965000,12361000,42150000,102476000,107000,1230000,1337000,670,655,679,727
0100194,Alabama,3,3,Pelham City,3383,2324000,3402,2646000,3520,3017000,3425,3093000,19789000,2835000,22277000,44901000,80000,714000,794000,22753000,4400000,23488000,50641000,138000,846000,984000,23486000,6059000,26789000,56334000,0,1023000,1023000,24883000,4200000,29665000,58748000,151000,760000,911000,334,317,372,399
0100195,Alabama,3,3,Pike Road City,2228,1469000,2478,1681000,2688,2092000,2695,2685000,12964000,1873000,5504000,20341000,82000,370000,452000,15889000,2476000,6590000,24955000,0,396000,396000,19595000,1749000,8392000,29736000,0,410000,410000,22404000,1469000,11137000,35010000,0,488000,488000,188,200,214,246
0100202,Alabama,3,3,Gulf Shores City,2221,1448000,2226,1499000,2338,1600000,2450,1808000,8202000,1976000,15631000,25809000,0,378000,378000,11205000,3564000,24609000,39378000,0,503000,503000,9240000,4240000,24785000,38265000,0,479000,479000,12235000,3319000,29522000,45076000,0,476000,476000,223,199,218,233
0100210,Alabama,3,3,Auburn City,8930,9632000,8971,9729000,9395,10921000,9492,12572000,51909000,5413000,79411000,136733000,0,1513000,1513000,56220000,10270000,78296000,144786000,10000,1634000,1644000,62862000,9925000,79121000,151908000,0,1664000,1664000,66307000,9683000,82246000,158236000,0,1798000,1798000,989,946,981,1084
0100240,Alabama,3,3,Autauga County,9120,7929000,8955,8108000,9008,9195000,9202,9858000,59070000,8903000,19198000,87171000,0,1981000,1981000,58793000,16308000,20897000,95998000,0,2288000,2288000,66132000,18710000,23857000,108699000,0,2154000,2154000,72335000,20576000,29546000,122457000,0,2200000,2200000,1067,1016,1017,1125
0100270,Alabama,3,3,Baldwin County,30602,35483000,29572,36477000,31812,38407000,31517,43227000,169918000,30065000,185754000,385737000,0,6295000,6295000,176455000,42447000,221697000,440599000,0,6692000,6692000,188997000,55636000,273317000,517950000,0,6718000,6718000,217222000,47940000,268654000,533816000,0,6883000,6883000,4670,4215,4476,4546
0100300,Alabama,3,3,Barbour County,703,800000,687,554000,737,892000,715,692000,5382000,1893000,2291000,9566000,0,286000,286000,4720000,3219000,2255000,10194000,0,232000,232000,4937000,5709000,2486000,13132000,0,290000,290000,6607000,9158000,2516000,18281000,0,265000,265000,87,-8,-8,87
0100360,Alabama,3,3,Bibb County,3243,3274000,3117,3551000,3076,3678000,3098,4100000,24028000,4996000,7043000,36067000,0,893000,893000,24078000,5523000,7848000,37449000,0,858000,858000,29347000,8528000,8699000,46574000,0,1030000,1030000,26379000,10850000,9443000,46672000,0,889000,889000,458,430,395,398
0100390,Alabama,3,3,Birmingham City,22726,22769000,21597,22157000,21328,23477000,21130,27824000,138469000,48147000,120168000,306784000,0,5122000,5122000,140113000,53353000,113190000,306656000,0,6933000,6933000,152290000,83478000,118906000,354674000,0,8877000,8877000,150830000,114771000,133961000,399562000,0,6732000,6732000,2814,2669,2446,2351
0100420,Alabama,3,3,Blount County,7653,6274000,7756,6797000,7659,7110000,7798,7405000,53544000,7261000,15810000,76615000,0,1695000,1695000,56614000,12444000,15653000,84711000,0,1787000,1787000,63060000,17782000,19737000,100579000,0,1759000,1759000,61785000,18117000,21739000,101641000,0,1861000,1861000,991,979,1045,1134
0100450,Alabama,3,3,Brewton City,1163,710000,1192,715000,1212,1021000,1224,979000,7751000,1424000,6055000,15230000,0,261000,261000,8070000,2029000,6380000,16479000,0,279000,279000,10110000,3985000,6568000,20663000,0,289000,289000,9912000,2783000,6917000,19612000,0,289000,289000,132,121,117,128
0100510,Alabama,3,3,Butler County,2952,2576000,2959,2755000,2927,2797000,2900,2969000,20103000,5472000,6818000,32393000,0,974000,974000,20152000,8301000,7286000,35739000,0,905000,905000,21563000,10007000,9691000,41261000,0,877000,877000,26049000,13076000,10276000,49401000,0,828000,828000,348,328,322,346
0100540,Alabama,3,3,Calhoun County,8495,8928000,8104,8722000,8118,9095000,8050,9359000,58182000,9277000,22983000,90442000,0,2335000,2335000,58377000,12619000,23108000,94104000,0,2232000,2232000,63598000,17784000,25496000,106878000,0,2394000,2394000,66052000,21309000,28631000,115992000,0,2159000,2159000,1225,1119,1167,1232
0100600,Alabama,3,3,Chambers County,3479,4237000,3386,4330000,3347,4551000,3158,4633000,23616000,5154000,9339000,38109000,0,849000,849000,23081000,6956000,9486000,39523000,0,931000,931000,23919000,9462000,10220000,43601000,0,879000,879000,25685000,11066000,11748000,48499000,0,872000,872000,622,600,556,507
0100630,Alabama,3,3,Cherokee County,3897,3660000,3833,3795000,3895,3952000,3886,4472000,27087000,5447000,12794000,45328000,0,1023000,1023000,26984000,8964000,12887000,48835000,0,979000,979000,28454000,9616000,14702000,52772000,0,1071000,1071000,36777000,9695000,16587000,63059000,0,1015000,1015000,518,494,497,499
0100660,Alabama,3,3,Chilton County,7831,5895000,7705,6324000,7723,7052000,7858,7430000,50658000,8833000,13644000,73135000,0,1814000,1814000,52060000,16970000,13925000,82955000,0,1967000,1967000,57672000,19844000,15971000,93487000,0,2024000,2024000,63893000,17509000,18162000,99564000,0,2080000,2080000,850,845,819,911
0100690,Alabama,3,3,Choctaw County,1242,1307000,1126,1268000,1067,1257000,1097,1382000,8084000,3021000,6251000,17356000,0,414000,414000,7717000,3995000,6810000,18522000,0,395000,395000,8171000,4322000,7352000,19845000,0,376000,376000,7690000,5994000,7891000,21575000,0,360000,360000,161,144,134,129
0100720,Alabama,3,3,Clarke County,2362,2213000,2271,2304000,2254,2853000,2171,2889000,17317000,4254000,6110000,27681000,0,698000,698000,16623000,7306000,6597000,30526000,0,716000,716000,18866000,12258000,8482000,39606000,0,754000,754000,18672000,11292000,8000000,37964000,0,705000,705000,290,271,283,292
0100750,Alabama,3,3,Clay County,1840,2012000,1804,2190000,1826,2108000,1784,2175000,13427000,2181000,4078000,19686000,13000,489000,502000,13731000,3199000,3389000,20319000,0,517000,517000,14117000,5148000,3616000,22881000,0,559000,559000,17882000,5786000,3859000,27527000,0,500000,500000,222,221,221,209
0100810,Alabama,3,3,Coffee County,2467,2189000,2541,2558000,2782,2755000,2846,3120000,17130000,2676000,5415000,25221000,0,482000,482000,17886000,5929000,5966000,29781000,0,624000,624000,20587000,6921000,6772000,34280000,0,624000,624000,25373000,7319000,8060000,40752000,0,814000,814000,273,270,309,332
0100840,Alabama,3,3,Colbert County,2720,3436000,2618,3504000,2658,3522000,2621,4084000,16777000,4375000,11560000,32712000,0,750000,750000,17484000,6552000,12138000,36174000,0,713000,713000,18079000,7108000,13665000,38852000,0,760000,760000,20148000,7646000,14583000,42377000,0,881000,881000,456,434,430,478
0100870,Alabama,3,3,Conecuh County,1955,1388000,1659,1647000,1513,1538000,1487,1602000,14154000,3023000,3788000,20965000,0,379000,379000,13555000,3619000,3591000,20765000,0,524000,524000,15854000,4343000,5401000,25598000,0,485000,485000,15323000,7181000,5173000,27677000,0,542000,542000,181,163,133,150
0100900,Alabama,3,3,Coosa County,794,904000,777,1107000,788,1316000,805,1314000,5550000,1555000,3284000,10389000,122000,283000,405000,5713000,1995000,3773000,11481000,162000,271000,433000,5618000,4663000,5301000,15582000,136000,306000,442000,8141000,2953000,3775000,14869000,147000,285000,432000,124,114,124,137
0100930,Alabama,3,3,Covington County,3056,2672000,2880,2773000,2982,3042000,3040,3206000,21687000,3479000,9176000,34342000,0,771000,771000,21153000,5582000,8961000,35696000,0,765000,765000,22782000,7565000,11028000,41375000,0,806000,806000,27729000,8172000,11677000,47578000,0,802000,802000,462,422,386,430
0101020,Alabama,3,3,Cullman County,9349,9515000,9312,9786000,9704,10399000,9846,11067000,64460000,13160000,28331000,105951000,0,2062000,2062000,65017000,16507000,44089000,125613000,0,2141000,2141000,73957000,26891000,33843000,134691000,0,2181000,2181000,84492000,19122000,47700000,151314000,0,2222000,2222000,1501,1417,1525,1534
0101050,Alabama,3,3,Dale County,3259,2007000,3208,1967000,3241,2047000,3270,2517000,24004000,3506000,8323000,35833000,0,745000,745000,24398000,6131000,8218000,38747000,0,785000,785000,27511000,5972000,9487000,42970000,0,789000,789000,28246000,6921000,10202000,45369000,0,803000,803000,273,272,-8,336
0101080,Alabama,3,3,Daleville City,1142,1177000,1138,1300000,1195,1374000,1154,1402000,7599000,1891000,2418000,11908000,0,314000,314000,8057000,3076000,2411000,13544000,0,329000,329000,9630000,4695000,2415000,16740000,0,324000,324000,9833000,3999000,3077000,16909000,0,356000,356000,139,137,-8,155
0101110,Alabama,3,3,Dallas County,2880,3481000,2701,3197000,2648,2970000,2488,3144000,24012000,7292000,6897000,38201000,0,995000,995000,23632000,9683000,5810000,39125000,0,1010000,1010000,23993000,11649000,6610000,42252000,0,815000,815000,25187000,22412000,7111000,54710000,0,798000,798000,446,394,365,349
0101140,Alabama,3,3,DeKalb County,8973,6760000,8525,6710000,8622,6855000,8717,8141000,62441000,12216000,17876000,92533000,0,2121000,2121000,75064000,17157000,17818000,110039000,0,2207000,2207000,66354000,23087000,20089000,109530000,0,2069000,2069000,78019000,31724000,22324000,132067000,0,1937000,1937000,1053,959,-9,989
0101170,Alabama,3,3,Decatur City,8842,11688000,8781,11297000,8679,11846000,8745,13667000,54152000,11507000,48995000,114654000,0,2101000,2101000,56340000,16614000,50971000,123925000,0,2120000,2120000,62380000,18642000,54306000,135328000,0,2115000,2115000,69935000,20490000,59845000,150270000,0,2178000,2178000,1212,1142,1135,1183
0101200,Alabama,3,3,Demopolis City,2236,1688000,2132,1732000,2106,1930000,2064,2096000,14489000,2348000,5426000,22263000,0,417000,417000,14714000,4399000,5807000,24920000,0,422000,422000,16033000,6217000,6382000,28632000,0,611000,611000,16684000,5032000,8406000,30122000,0,486000,486000,146,135,128,141
0101230,Alabama,3,3,Dothan City,8701,9256000,8031,9490000,8130,9677000,8021,10789000,56056000,13804000,37142000,107002000,0,2273000,2273000,54731000,22949000,27287000,104967000,0,2308000,2308000,63928000,32178000,26635000,122741000,0,1922000,1922000,59005000,29944000,27892000,116841000,0,2777000,2777000,1324,1206,1257,1309
0101290,Alabama,3,3,Elmore County,11557,13257000,11519,13284000,11919,14063000,11971,14935000,72392000,20377000,29448000,122217000,0,2304000,2304000,84697000,27897000,31134000,143728000,0,2346000,2346000,76561000,25990000,34635000,137186000,0,2795000,2795000,87583000,21787000,39490000,148860000,0,2947000,2947000,1540,1480,1506,1538
0101320,Alabama,3,3,Enterprise City,6839,5002000,6644,5073000,6589,5483000,6651,5416000,44102000,7459000,18545000,70106000,0,1599000,1599000,46504000,13917000,19720000,80141000,0,1472000,1472000,50135000,14471000,22129000,86735000,0,1522000,1522000,52030000,13638000,24015000,89683000,0,1326000,1326000,589,546,556,581
0101350,Alabama,3,3,Escambia County,4176,3580000,4121,3557000,4150,3552000,4208,3944000,28938000,6488000,12775000,48201000,0,1107000,1107000,28786000,9535000,14602000,52923000,10000,1057000,1067000,30266000,12881000,22252000,65399000,0,981000,981000,33590000,13560000,14839000,61989000,0,1075000,1075000,543,529,534,530
0101380,Alabama,3,3,Etowah County,8614,7217000,8504,7360000,8612,7932000,8702,8630000,59226000,9792000,19780000,88798000,0,2062000,2062000,60926000,17462000,17448000,95836000,0,1976000,1976000,69957000,20475000,18495000,108927000,0,2109000,2109000,68679000,18831000,22353000,109863000,0,2262000,2262000,1059,1053,1126,1230
0101410,Alabama,3,3,Eufaula City,5700,2362000,6428,2139000,6780,2581000,6289,2679000,33630000,5069000,6760000,45459000,0,1070000,1070000,37551000,11904000,7127000,56582000,0,1228000,1228000,44907000,13814000,7661000,66382000,0,1311000,1311000,47480000,12512000,8048000,68040000,0,1390000,1390000,795,895,806,860
0101470,Alabama,3,3,Fayette County,2230,2343000,2178,2390000,2157,2343000,2163,2357000,15702000,2822000,5376000,23900000,0,569000,569000,15713000,4439000,5742000,25894000,0,584000,584000,16592000,6107000,6251000,28950000,0,567000,567000,18480000,9404000,6812000,34696000,0,585000,585000,278,269,274,298
0101530,Alabama,3,3,Florence City,4484,4678000,4505,4941000,4584,5224000,4489,5753000,28992000,5544000,27817000,62353000,0,983000,983000,29651000,8773000,30020000,68444000,0,1081000,1081000,31282000,10030000,34651000,75963000,0,1073000,1073000,38555000,13817000,35895000,88267000,0,1152000,1152000,588,564,616,612
0101560,Alabama,3,3,Fort Payne City,3385,2165000,3482,2222000,3498,2573000,3515,2786000,22161000,4676000,7491000,34328000,98000,771000,869000,22919000,6110000,12003000,41032000,112000,717000,829000,24542000,8174000,8816000,41532000,0,910000,910000,27528000,8598000,14363000,50489000,0,828000,828000,225,239,253,277
0101590,Alabama,3,3,Franklin County,3674,3951000,3602,4054000,3618,4394000,3637,5067000,26886000,5726000,7737000,40349000,0,756000,756000,27575000,8195000,8789000,44559000,0,793000,793000,29993000,11108000,9773000,50874000,0,784000,784000,31454000,10633000,10955000,53042000,0,814000,814000,543,522,538,537
0101620,Alabama,3,3,Gadsden City,5098,5220000,4845,5376000,4858,5408000,4939,6283000,32606000,9349000,13167000,55122000,0,1355000,1355000,33588000,13827000,13476000,60891000,0,1389000,1389000,40081000,17709000,13276000,71066000,0,1476000,1476000,37649000,21077000,14520000,73246000,0,1245000,1245000,750,691,660,656
0101640,Alabama,3,3,Geneva City,1268,1195000,1261,1032000,1231,1186000,1252,1264000,8830000,1537000,3097000,13464000,0,321000,321000,9091000,2587000,3212000,14890000,0,272000,272000,9581000,3944000,3591000,17116000,0,302000,302000,11585000,4045000,4156000,19786000,0,385000,385000,141,138,137,158
0101660,Alabama,3,3,Geneva County,2717,2303000,2638,2262000,2760,2430000,2784,2932000,19211000,4320000,4758000,28289000,0,561000,561000,19507000,8190000,5306000,33003000,0,519000,519000,22682000,9997000,6446000,39125000,0,612000,612000,24543000,11437000,6796000,42776000,0,781000,781000,412,395,398,413
0101690,Alabama,3,3,Guntersville City,1853,1374000,1824,1490000,1890,1671000,1851,1767000,11946000,1584000,9386000,22916000,0,356000,356000,14506000,3796000,9946000,28248000,0,425000,425000,12341000,4674000,10922000,27937000,0,411000,411000,13944000,3336000,13500000,30780000,0,440000,440000,137,139,155,181
0101710,Alabama,3,3,Hale County,2473,1803000,2390,1902000,2344,2032000,2318,2135000,17634000,3595000,5217000,26446000,0,652000,652000,17269000,5780000,5604000,28653000,0,650000,650000,18034000,6520000,6235000,30789000,0,726000,726000,19262000,8535000,6718000,34515000,0,778000,778000,198,191,187,187
0101730,Alabama,3,3,Hartselle City,3519,3546000,3546,3701000,3625,4123000,3638,4519000,23496000,2587000,12647000,38730000,0,704000,704000,27130000,4899000,13586000,45615000,0,752000,752000,25864000,5167000,15046000,46077000,0,773000,773000,29983000,3733000,40687000,74403000,0,784000,784000,500,499,509,537
0101740,Alabama,3,3,Henry County,2528,2532000,2472,2561000,2488,2835000,2530,2946000,17208000,2944000,5330000,25482000,0,632000,632000,20141000,5061000,5694000,30896000,0,541000,541000,19387000,6308000,6618000,32313000,0,688000,688000,20617000,6859000,7040000,34516000,0,683000,683000,331,306,303,326
0101760,Alabama,3,3,Homewood City,4217,5727000,4200,5727000,4236,6613000,4371,7599000,22876000,3127000,63039000,89042000,0,822000,822000,25293000,4825000,37918000,68036000,0,815000,815000,23402000,5479000,41013000,69894000,0,838000,838000,27349000,4568000,46394000,78311000,0,896000,896000,316,276,280,309
0101770,Alabama,3,3,Houston County,6479,7022000,6338,6674000,6662,7142000,6883,8132000,39609000,6017000,16357000,61983000,0,1507000,1507000,40276000,13136000,17124000,70536000,0,1484000,1484000,45517000,13280000,19734000,78531000,0,1674000,1674000,54056000,15501000,23399000,92956000,0,1564000,1564000,819,747,787,855
0101800,Alabama,3,3,Huntsville City,23882,25850000,23514,25963000,23939,28921000,23776,30004000,131523000,24330000,146121000,301974000,0,5488000,5488000,137223000,65753000,144653000,347629000,0,5611000,5611000,143421000,65742000,165040000,374203000,0,8724000,8724000,164990000,60470000,200787000,426247000,0,8659000,8659000,3151,3000,2966,3039
0101830,Alabama,3,3,Jackson County,5188,4024000,5158,4216000,5136,4654000,5200,5258000,37082000,7311000,15821000,60214000,0,1307000,1307000,41250000,10707000,19551000,71508000,0,1349000,1349000,38832000,10069000,20858000,69759000,128000,1379000,1507000,44127000,17122000,22649000,83898000,208000,1266000,1474000,653,629,640,732
0101860,Alabama,3,3,Jacksonville City,1639,1784000,1654,1788000,1690,1851000,1752,2196000,10418000,1920000,4710000,17048000,0,340000,340000,10868000,2704000,5105000,18677000,0,318000,318000,12733000,4485000,5437000,22655000,0,335000,335000,14224000,3609000,6435000,24268000,53000,412000,465000,214,222,240,252
0101890,Alabama,3,3,Jasper City,2734,2445000,2605,2397000,2599,2546000,2770,2581000,17013000,2793000,10916000,30722000,0,635000,635000,17037000,4045000,11255000,32337000,0,671000,671000,17700000,5135000,12829000,35664000,0,639000,639000,18926000,7312000,12777000,39015000,0,617000,617000,375,354,343,380
0101920,Alabama,3,3,Jefferson County,36359,46853000,35336,46918000,35819,47090000,35951,49229000,233348000,40676000,122369000,396393000,0,10971000,10971000,240144000,70779000,131406000,442329000,0,11773000,11773000,249122000,84078000,132747000,465947000,0,10881000,10881000,271856000,88147000,155644000,515647000,0,11205000,11205000,5185,4862,4743,4877
0101950,Alabama,3,3,Lamar County,2292,1749000,2269,2091000,2212,2172000,2201,2399000,16032000,2461000,4610000,23103000,0,505000,505000,19361000,3998000,4622000,27981000,0,519000,519000,17780000,4070000,5617000,27467000,0,615000,615000,19702000,4572000,5838000,30112000,0,550000,550000,380,353,345,364
0101980,Alabama,3,3,Lanett City,953,912000,966,975000,970,1040000,963,1253000,6691000,1527000,2399000,10617000,0,267000,267000,7174000,2481000,2468000,12123000,0,275000,275000,8430000,4658000,4165000,17253000,0,293000,293000,8609000,4458000,2947000,16014000,0,293000,293000,122,115,124,119
0102010,Alabama,3,3,Lauderdale County,8160,7427000,8038,7826000,8175,7833000,8080,7751000,53846000,7270000,20765000,81881000,0,1764000,1764000,63111000,11030000,21563000,95704000,0,1911000,1911000,57462000,14263000,24984000,96709000,34000,1990000,2024000,63198000,15345000,28362000,106905000,0,1667000,1667000,1068,1023,1095,1131
0102040,Alabama,3,3,Lawrence County,4658,4487000,4712,4388000,4764,4569000,4698,5165000,33347000,7336000,11430000,52113000,0,1233000,1233000,34343000,9159000,11740000,55242000,0,1290000,1290000,37590000,12057000,16511000,66158000,0,1296000,1296000,43468000,15155000,16484000,75107000,0,1351000,1351000,767,760,806,820
0102070,Alabama,3,3,Lee County,9508,12082000,9310,12921000,9303,13816000,9312,14700000,62463000,8562000,33378000,104403000,0,2075000,2075000,62577000,16691000,36532000,115800000,0,2184000,2184000,65271000,18394000,40398000,124063000,0,2197000,2197000,75754000,21410000,44686000,141850000,0,2148000,2148000,1375,1325,1364,1394
0102100,Alabama,3,3,Limestone County,11042,9971000,13041,10329000,15506,11203000,15887,13239000,73213000,8993000,35792000,117998000,0,2390000,2390000,75917000,14914000,39665000,130496000,0,2178000,2178000,90050000,16920000,41426000,148396000,0,2650000,2650000,126807000,19026000,44015000,189848000,0,3278000,3278000,1273,1449,1762,1968
0102190,Alabama,3,3,Macon County,1862,1823000,1871,1747000,1845,1920000,1790,2129000,14526000,5233000,6335000,26094000,0,554000,554000,14786000,8259000,6931000,29976000,0,507000,507000,15801000,12135000,7809000,35745000,0,468000,468000,16642000,10080000,9104000,35826000,0,424000,424000,176,189,184,187
0102220,Alabama,3,3,Madison County,19478,19949000,19142,21027000,19873,21879000,20551,24356000,123349000,14323000,66048000,203720000,0,3658000,3658000,128132000,24140000,70177000,222449000,0,4197000,4197000,136252000,29451000,83904000,249607000,0,4209000,4209000,163144000,31595000,94076000,288815000,0,4086000,4086000,2404,2289,2343,2433
0102250,Alabama,3,3,Marengo County,1018,998000,960,976000,964,1081000,953,1179000,7849000,2619000,3040000,13508000,0,301000,301000,7626000,3022000,3191000,13839000,0,290000,290000,7935000,3682000,4004000,15621000,0,284000,284000,9266000,5782000,5020000,20068000,0,306000,306000,148,129,121,139
0102310,Alabama,3,3,Marion County,3280,2441000,3255,2573000,3373,2776000,3329,3136000,23180000,3990000,7489000,34659000,0,644000,644000,23283000,6446000,7775000,37504000,0,724000,724000,24385000,8517000,9061000,41963000,0,885000,885000,30175000,8187000,9419000,47781000,0,1027000,1027000,449,420,425,436
0102370,Alabama,3,3,Mobile County,53941,62084000,52460,63696000,52614,60002000,51979,63714000,333199000,92473000,166447000,592119000,199000,17071000,17270000,336259000,134689000,186567000,657515000,199000,17570000,17769000,361557000,183895000,194287000,739739000,199000,14077000,14276000,379723000,189331000,203335000,772389000,199000,14718000,14917000,8360,7621,7495,7768
0102430,Alabama,3,3,Montgomery County,28185,29593000,27399,28523000,27396,28299000,26821,29688000,178128000,45395000,65837000,289360000,0,7021000,7021000,180050000,86740000,72914000,339704000,0,7021000,7021000,202841000,98152000,72580000,373573000,0,7581000,7581000,212294000,133994000,81963000,428251000,0,7736000,7736000,2928,2729,2509,2496
0102480,Alabama,3,3,Morgan County,7616,8095000,7503,8224000,7582,8576000,7691,8669000,47576000,7447000,31860000,86883000,0,1652000,1652000,48968000,10271000,34996000,94235000,0,1753000,1753000,55210000,14426000,36656000,106292000,0,2113000,2113000,58372000,15630000,44501000,118503000,0,2141000,2141000,1057,1013,1009,1062
0102490,Alabama,3,3,Mountain Brook City,4367,7476000,4441,7791000,4340,8187000,4409,9565000,23008000,1731000,41476000,66215000,0,950000,950000,23670000,2285000,51807000,77762000,0,917000,917000,26990000,2680000,54175000,83845000,0,1052000,1052000,30770000,2240000,63676000,96686000,0,1069000,1069000,484,482,488,513
