dist_id,state,district,total_enroll,tcurelsc,current_sped_exp,state_sped_rev,federal_sped_rev,state_fed_sped_rev,state_rev_v92_adjusted,federal_rev_v92_adjusted,sped_enroll,sped_exp_pp,state_sped_rev_pp,federal_sped_rev_pp,state_fed_sped_rev_pp,sped_local_pp_obligation,state_sped_pct,federal_sped_pct,local_sped_pct,state_rev_no_sped,federal_rev_no_sped,current_exp_no_sped,state_no_sped_pct,federal_no_sped_pct,local_no_sped_pct,disproportionate,fy
5401380,West Virginia,TAYLOR COUNTY SCHOOLS,2414,27751000,3708000,79000,697000,776000,17008000,3075000,441,8408.163265306122,179.13832199546485,1580.4988662131518,1759.6371882086169,6648.526077097506,0.021305285868392664,0.18797195253505933,0.790722761596548,16929000,2378000,24043000,0.7041134633781142,0.0989061265233124,0.1969804100985734,TRUE,fy20
5401410,West Virginia,TUCKER COUNTY SCHOOLS,976,12468000,1599000,40000,1000,41000,8580000,1025000,141,11340.425531914894,283.68794326241135,7.092198581560283,290.78014184397165,11049.645390070922,0.025015634771732333,6.253908692933083e-4,0.9743589743589743,8540000,1024000,10869000,0.7857208574845892,0.09421289907075169,0.12006624344465912,TRUE,fy20
5401440,West Virginia,TYLER COUNTY SCHOOLS,1237,22609000,2867000,76000,405000,481000,5060000,2079000,260,11026.923076923076,292.3076923076923,1557.6923076923076,1850,9176.923076923076,0.026508545517963028,0.14126264387861875,0.8322288106034182,4984000,1674000,19742000,0.25245669131800225,0.08479384054300476,0.662749468138993,TRUE,fy20
5401470,West Virginia,UPSHUR COUNTY SCHOOLS,3825,43997000,4863000,78000,1064000,1142000,28110000,6348000,558,8715.053763440861,139.78494623655914,1906.810035842294,2046.594982078853,6668.458781362008,0.016039481801357187,0.2187949825210775,0.7651655356775653,28032000,5284000,39134000,0.7163080697092042,0.13502325343690907,0.14866867685388668,TRUE,fy20
5401500,West Virginia,WAYNE COUNTY SCHOOLS,6702,79091000,11512000,187000,1936000,2123000,54999000,6669000,1431,8044.723969252271,130.67784765897974,1352.900069881202,1483.5779175401817,6561.146051712089,0.01624391938846421,0.16817234190410008,0.8155837387074356,54812000,4733000,67579000,0.8110803652022078,0.07003654981577118,0.11888308498202099,TRUE,fy20
5401530,West Virginia,WEBSTER COUNTY SCHOOLS,1276,15661000,1311000,61000,456000,517000,11702000,3068000,213,6154.929577464789,286.38497652582157,2140.845070422535,2427.2300469483566,3727.6995305164323,0.04652936689549962,0.34782608695652173,0.6056445461479787,11641000,2612000,14350000,0.811219512195122,0.18202090592334494,0.0067595818815330555,TRUE,fy20
5401560,West Virginia,WETZEL COUNTY SCHOOLS,2459,44107000,6386000,148000,838000,986000,11863000,4771000,505,12645.544554455446,293.0693069306931,1659.4059405940593,1952.4752475247524,10693.069306930694,0.023175696836830566,0.13122455371124334,0.8455997494519262,11715000,3933000,37721000,0.31056970918056254,0.10426552848545903,0.5851647623339784,TRUE,fy20
5401590,West Virginia,WIRT COUNTY SCHOOLS,997,13214000,1311000,45000,65000,110000,9736000,1821000,185,7086.486486486487,243.24324324324326,351.35135135135135,594.5945945945946,6491.891891891892,0.034324942791762014,0.04958047292143402,0.916094584286804,9691000,1756000,11903000,0.8141644963454592,0.14752583382340587,0.03830966983113496,TRUE,fy20
5401620,West Virginia,WOOD COUNTY SCHOOLS,12238,146020000,26115000,77000,3668000,3745000,92869000,18838000,2259,11560.424966799468,34.08587870739265,1623.7273129703408,1657.8131916777336,9902.611775121735,0.002948497032356883,0.14045567681409152,0.8565958261535516,92792000,15170000,119905000,0.7738793211292273,0.1265168258204412,0.09960385305033151,TRUE,fy20
5401650,West Virginia,WYOMING COUNTY SCHOOLS,3852,45874000,6373000,174000,1161000,1335000,33156000,6901000,855,7453.801169590643,203.50877192982455,1357.8947368421052,1561.4035087719299,5892.397660818713,0.02730268319472776,0.1821747999372352,0.7905225168680371,32982000,5740000,39501000,0.834966203387256,0.14531277689172425,0.019721019721019722,TRUE,fy20
0100005,Alabama,Albertville City,5842,54703000,2792000,0,1255000,1255000,45971000,10327000,452,6176.991150442478,0,2776.548672566372,2776.548672566372,3400.4424778761063,0,0.44949856733524357,0.5505014326647564,45971000,9072000,51911000,0.885573385217006,0.17476064803220898,-0.06033403324921499,TRUE,fy21
0100006,Alabama,Marshall County,5758,64386000,7073000,10000,1155000,1165000,42022000,13429000,811,8721.331689272503,12.330456226880395,1424.1676942046856,1436.498150431566,7284.833538840938,0.0014138272303124558,0.16329704510108864,0.8352891276685989,42012000,12274000,57313000,0.7330274108840926,0.21415734650079388,0.0528152426151135,TRUE,fy21
0100007,Alabama,Hoover City,13640,165287000,19592000,0,2659000,2659000,81138000,12871000,1241,15787.26833199033,0,2142.62691377921,2142.62691377921,13644.64141821112,0,0.13571866067782767,0.8642813393221723,81138000,10212000,145695000,0.5569031195305261,0.07009162977452899,0.37300525069494495,TRUE,fy21
0100008,Alabama,Madison City,11804,125095000,11012000,0,2133000,2133000,81850000,16719000,1287,8556.332556332556,0,1657.3426573426573,1657.3426573426573,6898.989898989899,0,0.1936977842353796,0.8063022157646205,81850000,14586000,114083000,0.7174600948432281,0.12785428153186715,0.1546856236249047,TRUE,fy21
0100011,Alabama,Leeds City,2097,20835000,1617000,0,466000,466000,16157000,4404000,284,5693.661971830986,0,1640.8450704225352,1640.8450704225352,4052.8169014084506,0,0.2881880024737168,0.7118119975262832,16157000,3938000,19218000,0.8407222395670725,0.20491206160890832,-0.0456343011759808,TRUE,fy21
0100012,Alabama,Boaz City,2431,25713000,1705000,0,479000,479000,17575000,4149000,184,9266.304347826086,0,2603.2608695652175,2603.2608695652175,6663.043478260868,0,0.2809384164222874,0.7190615835777125,17575000,3670000,24008000,0.7320476507830723,0.1528657114295235,0.11508663778740419,TRUE,fy21
0100013,Alabama,Trussville City,4816,48332000,4650000,0,901000,901000,33229000,4173000,443,10496.613995485328,0,2033.8600451467269,2033.8600451467269,8462.753950338601,0,0.19376344086021505,0.806236559139785,33229000,3272000,43682000,0.7607023487935534,0.07490499519252782,0.16439265601391884,TRUE,fy21
0100030,Alabama,Alexander City,2948,31396000,2853000,102000,697000,799000,19707000,7904000,395,7222.784810126583,258.2278481012658,1764.5569620253164,2022.7848101265822,5200,0.035751840168243953,0.244304241149667,0.7199439186820891,19605000,7207000,28543000,0.6868584241320114,0.25249623375258384,0.06064534211540479,TRUE,fy21
0100060,Alabama,Andalusia City,1785,18111000,1855000,0,520000,520000,11709000,3582000,276,6721.014492753623,0,1884.0579710144928,1884.0579710144928,4836.95652173913,0,0.2803234501347709,0.7196765498652291,11709000,3062000,16256000,0.7202878937007874,0.18836122047244094,0.09135088582677167,TRUE,fy21
0100090,Alabama,Anniston City,1898,23902000,2065000,0,760000,760000,12199000,6800000,206,10024.271844660194,0,3689.3203883495144,3689.3203883495144,6334.9514563106795,0,0.36803874092009686,0.6319612590799031,12199000,6040000,21837000,0.5586390071896323,0.2765947703439117,0.16476622246645595,TRUE,fy21
0100100,Alabama,Arab City,2609,24779000,2274000,0,581000,581000,18653000,3620000,253,8988.142292490118,0,2296.4426877470355,2296.4426877470355,6691.699604743082,0,0.25549692172383465,0.7445030782761654,18653000,3039000,22505000,0.8288380359920018,0.1350366585203288,0.0361253054876694,TRUE,fy21
0100120,Alabama,Athens City,4538,44996000,2855000,0,964000,964000,30150000,6489000,501,5698.6027944111775,0,1924.1516966067863,1924.1516966067863,3774.451097804391,0,0.33765323992994745,0.6623467600700526,30150000,5525000,42141000,0.7154552573503239,0.13110747253268787,0.15343727011698824,TRUE,fy21
0100180,Alabama,Attalla City,1470,14707000,1296000,0,465000,465000,13153000,3305000,173,7491.329479768786,0,2687.8612716763005,2687.8612716763005,4803.468208092485,0,0.3587962962962963,0.6412037037037037,13153000,2840000,13411000,0.9807620609947059,0.21176646036835434,-0.1925285213630602,TRUE,fy21
0100185,Alabama,Saraland City,3146,33548000,3073000,0,559000,559000,23790000,3869000,311,9881.028938906753,0,1797.427652733119,1797.427652733119,8083.601286173634,0,0.18190693133745525,0.8180930686625447,23790000,3310000,30475000,0.7806398687448729,0.10861361771944217,0.11074651353568493,TRUE,fy21
0100189,Alabama,Satsuma City,1511,16358000,1332000,0,454000,454000,10688000,2120000,163,8171.7791411042945,0,2785.276073619632,2785.276073619632,5386.503067484662,0,0.3408408408408408,0.6591591591591592,10688000,1666000,15026000,0.7113004126181286,0.11087448422733928,0.17782510315453212,TRUE,fy21
0100190,Alabama,Alabaster City,6187,66296000,6790000,38000,1206000,1244000,43008000,8147000,655,10366.412213740457,58.01526717557252,1841.2213740458014,1899.2366412213742,8467.175572519083,0.005596465390279823,0.17761413843888071,0.8167893961708395,42970000,6941000,59506000,0.7221120559271333,0.11664369979497866,0.161244244277888,TRUE,fy21
0100194,Alabama,Pelham City,3402,34242000,2646000,138000,846000,984000,22753000,4400000,317,8347.003154574133,435.3312302839117,2668.769716088328,3104.10094637224,5242.902208201893,0.05215419501133787,0.3197278911564626,0.6281179138321995,22615000,3554000,31596000,0.715755158880871,0.11248259273325738,0.17176224838587156,TRUE,fy21
0100195,Alabama,Pike Road City,2478,21087000,1681000,0,396000,396000,15889000,2476000,200,8405,0,1980,1980,6425,0,0.23557406305770376,0.7644259369422962,15889000,2080000,19406000,0.8187673915283933,0.10718334535710605,0.07404926311450066,TRUE,fy21
0100202,Alabama,Gulf Shores City,2226,23337000,1499000,0,503000,503000,11205000,3564000,199,7532.663316582914,0,2527.638190954774,2527.638190954774,5005.025125628141,0,0.33555703802535025,0.6644429619746497,11205000,3061000,21838000,0.5130964374026925,0.14016851360014654,0.34673504899716096,TRUE,fy21
0100210,Alabama,Auburn City,8971,94500000,9729000,10000,1634000,1644000,56220000,10270000,946,10284.355179704016,10.570824524312897,1727.2727272727273,1737.8435517970402,8546.511627906977,0.0010278548668927947,0.16795148525028267,0.8310206598828245,56210000,8636000,84771000,0.6630805346167912,0.10187446178528034,0.2350450035979285,TRUE,fy21
0100240,Alabama,Autauga County,8955,81469000,8108000,0,2288000,2288000,58793000,16308000,1016,7980.314960629921,0,2251.968503937008,2251.968503937008,5728.346456692913,0,0.28219042920572274,0.7178095707942773,58793000,14020000,73361000,0.8014203732228296,0.19110971769741417,0.007469909079756282,TRUE,fy21
0100270,Alabama,Baldwin County,29572,351575000,36477000,0,6692000,6692000,176455000,42447000,4215,8654.092526690392,0,1587.6631079478054,1587.6631079478054,7066.429418742587,0,0.18345806946843216,0.8165419305315679,176455000,35755000,315098000,0.5600003808338992,0.11347263391071984,0.32652698525538093,TRUE,fy21
0100360,Alabama,Bibb County,3117,33332000,3551000,0,858000,858000,24078000,5523000,430,8258.139534883721,0,1995.3488372093022,1995.3488372093022,6262.790697674419,0,0.24162207828780624,0.7583779217121938,24078000,4665000,29781000,0.8085020650750478,0.15664349753198348,0.034854437392968673,TRUE,fy21
0100390,Alabama,Birmingham City,21597,265036000,22157000,0,6933000,6933000,140113000,53353000,2669,8301.611090295992,0,2597.6020981641063,2597.6020981641063,5704.008992131885,0,0.3129033713950445,0.6870966286049556,140113000,46420000,242879000,0.5768839627962895,0.19112397531281008,0.2319920618909004,TRUE,fy21
0100420,Alabama,Blount County,7756,69763000,6797000,0,1787000,1787000,56614000,12444000,979,6942.798774259449,0,1825.3319713993872,1825.3319713993872,5117.466802860062,0,0.26291010740032367,0.7370898925996763,56614000,10657000,62966000,0.8991201600863958,0.169250071467141,-0.06837023155353683,TRUE,fy21
0100450,Alabama,Brewton City,1192,12773000,715000,0,279000,279000,8070000,2029000,121,5909.090909090909,0,2305.785123966942,2305.785123966942,3603.305785123967,0,0.3902097902097902,0.6097902097902098,8070000,1750000,12058000,0.6692652181124564,0.14513186266379166,0.1856029192237519,TRUE,fy21
0100510,Alabama,Butler County,2959,29789000,2755000,0,905000,905000,20152000,8301000,328,8399.390243902439,0,2759.1463414634145,2759.1463414634145,5640.243902439024,0,0.32849364791288566,0.6715063520871143,20152000,7396000,27034000,0.7454316786269143,0.2735814159946734,-0.01901309462158768,TRUE,fy21
0100540,Alabama,Calhoun County,8104,86893000,8722000,0,2232000,2232000,58377000,12619000,1119,7794.459338695264,0,1994.6380697050938,1994.6380697050938,5799.82126899017,0,0.2559046090346251,0.7440953909653749,58377000,10387000,78171000,0.7467858924665157,0.13287536298627367,0.12033874454721061,TRUE,fy21
0100600,Alabama,Chambers County,3386,37430000,4330000,0,931000,931000,23081000,6956000,600,7216.666666666667,0,1551.6666666666667,1551.6666666666667,5665,0,0.21501154734411085,0.7849884526558891,23081000,6025000,33100000,0.6973111782477341,0.18202416918429004,0.12066465256797582,TRUE,fy21
0100630,Alabama,Cherokee County,3833,41835000,3795000,0,979000,979000,26984000,8964000,494,7682.186234817814,0,1981.7813765182186,1981.7813765182186,5700.404858299595,0,0.2579710144927536,0.7420289855072464,26984000,7985000,38040000,0.7093585699263932,0.2099106203995794,0.08073080967402738,TRUE,fy21
0100660,Alabama,Chilton County,7705,74315000,6324000,0,1967000,1967000,52060000,16970000,845,7484.0236686390535,0,2327.810650887574,2327.810650887574,5156.213017751479,0,0.3110373181530677,0.6889626818469323,52060000,15003000,67991000,0.7656895765616037,0.22066155814740185,0.013648865290994405,TRUE,fy21
0100690,Alabama,Choctaw County,1126,14810000,1268000,0,395000,395000,7717000,3995000,144,8805.555555555555,0,2743.0555555555557,2743.0555555555557,6062.499999999999,0,0.3115141955835962,0.6884858044164037,7717000,3600000,13542000,0.5698567419878895,0.2658396101019052,0.1643036479102053,TRUE,fy21
0100720,Alabama,Clarke County,2271,26286000,2304000,0,716000,716000,16623000,7306000,271,8501.845018450185,0,2642.066420664207,2642.066420664207,5859.7785977859785,0,0.3107638888888889,0.6892361111111112,16623000,6590000,23982000,0.693144858643983,0.2747894254023851,0.03206571595363189,TRUE,fy21
0100750,Alabama,Clay County,1804,18591000,2190000,0,517000,517000,13731000,3199000,221,9909.502262443439,0,2339.366515837104,2339.366515837104,7570.135746606335,0,0.23607305936073059,0.7639269406392695,13731000,2682000,16401000,0.8372050484726541,0.16352661423083958,-7.31662703493674e-4,TRUE,fy21
0100810,Alabama,Coffee County,2541,26680000,2558000,0,624000,624000,17886000,5929000,270,9474.074074074075,0,2311.1111111111113,2311.1111111111113,7162.9629629629635,0,0.2439405785770133,0.7560594214229868,17886000,5305000,24122000,0.7414808059033248,0.21992372108448718,0.03859547301218805,TRUE,fy21
0100840,Alabama,Colbert County,2618,33916000,3504000,0,713000,713000,17484000,6552000,434,8073.732718894009,0,1642.857142857143,1642.857142857143,6430.875576036866,0,0.20348173515981735,0.7965182648401826,17484000,5839000,30412000,0.5749046429041168,0.19199658029725108,0.2330987767986321,TRUE,fy21
0100870,Alabama,Conecuh County,1659,20795000,1647000,0,524000,524000,13555000,3619000,163,10104.294478527607,0,3214.723926380368,3214.723926380368,6889.570552147239,0,0.31815421979356406,0.6818457802064359,13555000,3095000,19148000,0.7079068310006267,0.16163567996657616,0.13045748903279716,TRUE,fy21
0100900,Alabama,Coosa County,777,9255000,1107000,162000,271000,433000,5713000,1995000,114,9710.526315789473,1421.0526315789473,2377.1929824561403,3798.245614035088,5912.2807017543855,0.14634146341463414,0.24480578139114725,0.6088527551942186,5551000,1724000,8148000,0.6812714776632303,0.21158566519391261,0.10714285714285712,TRUE,fy21
0100930,Alabama,Covington County,2880,30324000,2773000,0,765000,765000,21153000,5582000,422,6571.090047393365,0,1812.7962085308056,1812.7962085308056,4758.29383886256,0,0.27587450414713305,0.7241254958528669,21153000,4817000,27551000,0.7677761242786105,0.17483938876991761,0.05738448695147186,TRUE,fy21
0101020,Alabama,Cullman County,9312,95082000,9786000,0,2141000,2141000,65017000,16507000,1417,6906.139731827805,0,1510.938602681722,1510.938602681722,5395.201129146083,0,0.21878193337420807,0.781218066625792,65017000,14366000,85296000,0.7622514537610204,0.16842524854623897,0.069323297692740593,TRUE,fy21
0101050,Alabama,Dale County,3208,32707000,1967000,0,785000,785000,24398000,6131000,272,7231.617647058823,0,2886.029411764706,2886.029411764706,4345.588235294117,0,0.3990849008642603,0.6009150991357397,24398000,5346000,30740000,0.7936890045543266,0.17391021470396878,0.03240078074170466,TRUE,fy21
0101080,Alabama,Daleville City,1138,11519000,1300000,0,329000,329000,8057000,3076000,137,9489.05109489051,0,2401.4598540145985,2401.4598540145985,7087.591240875912,0,0.2530769230769231,0.7469230769230769,8057000,2747000,10219000,0.788433310500049,0.2688129954007241,-0.057246305900773065,TRUE,fy21
0101110,Alabama,Dallas County,2701,36725000,3197000,0,1010000,1010000,23632000,9683000,394,8114.213197969543,0,2563.451776649746,2563.451776649746,5550.761421319798,0,0.3159211761025962,0.6840788238974038,23632000,8673000,33528000,0.7048437127177285,0.2586793128131711,0.03647697446910042,TRUE,fy21
0101140,Alabama,DeKalb County,8525,94823000,6710000,0,2207000,2207000,75064000,17157000,959,6996.871741397289,0,2301.3555787278415,2301.3555787278415,4695.516162669448,0,0.32891207153502233,0.6710879284649777,75064000,14950000,88113000,0.851906075153496,0.16966849386583138,-0.021574569019327416,TRUE,fy21
0101170,Alabama,Decatur City,8781,107082000,11297000,0,2120000,2120000,56340000,16614000,1142,9892.294220665499,0,1856.3922942206655,1856.3922942206655,8035.901926444833,0,0.18766044082499778,0.8123395591750022,56340000,14494000,95785000,0.5881923056846061,0.1513180560630579,0.26048963825233595,TRUE,fy21
0101200,Alabama,Demopolis City,2132,20842000,1732000,0,422000,422000,14714000,4399000,135,12829.62962962963,0,3125.925925925926,3125.925925925926,9703.703703703704,0,0.24364896073903003,0.75635103926097,14714000,3977000,19110000,0.76996336996337,0.20811093668236524,0.021925693354264753,TRUE,fy21
0101230,Alabama,Dothan City,8031,93125000,9490000,0,2308000,2308000,54731000,22949000,1206,7868.988391376451,0,1913.7645107794363,1913.7645107794363,5955.223880597015,0,0.24320337197049527,0.7567966280295048,54731000,20641000,83635000,0.6544030609194715,0.2467985891074311,0.09879834997309736,TRUE,fy21
0101290,Alabama,Elmore County,11519,107946000,13284000,0,2346000,2346000,84697000,27897000,1480,8975.675675675675,0,1585.1351351351352,1585.1351351351352,7390.54054054054,0,0.17660343270099368,0.8233965672990063,84697000,25551000,94662000,0.8947307261625573,0.2699182354059707,-0.16464896156852804,TRUE,fy21
0101320,Alabama,Enterprise City,6644,63277000,5073000,0,1472000,1472000,46504000,13917000,546,9291.208791208792,0,2695.970695970696,2695.970695970696,6595.238095238095,0,0.2901636112753795,0.7098363887246205,46504000,12445000,58204000,0.7989828877740361,0.21381691979932652,-0.01279980757336266,TRUE,fy21
0101350,Alabama,Escambia County,4121,45774000,3557000,10000,1057000,1067000,28786000,9535000,529,6724.007561436673,18.90359168241966,1998.109640831758,2017.0132325141776,4706.994328922496,0.0028113578858588698,0.2971605285352825,0.7000281135788586,28776000,8478000,42217000,0.6816211478788166,0.2008195750527039,0.11755927706847955,TRUE,fy21
0101380,Alabama,Etowah County,8504,80748000,7360000,0,1976000,1976000,60926000,17462000,1053,6989.553656220323,0,1876.5432098765432,1876.5432098765432,5113.01044634378,0,0.2684782608695652,0.7315217391304347,60926000,15486000,73388000,0.8301902218346323,0.21101542486510055,-0.04120564669973287,TRUE,fy21
0101410,Alabama,Eufaula City,6428,30010000,2139000,0,1228000,1228000,37551000,11904000,895,2389.9441340782123,0,1372.0670391061453,1372.0670391061453,1017.877094972067,0,0.5741000467508182,0.42589995324918184,37551000,10676000,27871000,1.3473144128305408,0.38305048258046,-0.7303648954110007,TRUE,fy21
0101470,Alabama,Fayette County,2178,22623000,2390000,0,584000,584000,15713000,4439000,269,8884.758364312267,0,2171.0037174721188,2171.0037174721188,6713.754646840149,0,0.24435146443514644,0.7556485355648536,15713000,3855000,20233000,0.7766025799436564,0.19053032175159393,0.032867098304749626,TRUE,fy21
0101530,Alabama,Florence City,4505,55861000,4941000,0,1081000,1081000,29651000,8773000,564,8760.63829787234,0,1916.6666666666667,1916.6666666666667,6843.971631205673,0,0.21878162315320784,0.7812183768467922,29651000,7692000,50920000,0.5823055773762765,0.15106048703849176,0.26663393558523174,TRUE,fy21
0101560,Alabama,Fort Payne City,3482,34601000,2222000,112000,717000,829000,22919000,6110000,239,9297.071129707114,468.6192468619247,3000,3468.6192468619247,5828.451882845189,0.050405040504050404,0.32268226822682267,0.626912691269127,22807000,5393000,32379000,0.7043762932765064,0.1665585719138948,0.12906513480959877,TRUE,fy21
0101590,Alabama,Franklin County,3602,40754000,4054000,0,793000,793000,27575000,8195000,522,7766.283524904215,0,1519.1570881226053,1519.1570881226053,6247.126436781609,0,0.19560927479033055,0.8043907252096695,27575000,7402000,36700000,0.7513623978201635,0.20168937329700273,0.046948228882833815,TRUE,fy21
0101620,Alabama,Gadsden City,4845,55673000,5376000,0,1389000,1389000,33588000,13827000,691,7780.028943560058,0,2010.1302460202605,2010.1302460202605,5769.8986975397975,0,0.2583705357142857,0.7416294642857143,33588000,12438000,50297000,0.6677933077519534,0.2472910909199356,0.08491560132811096,TRUE,fy21
0101640,Alabama,Geneva City,1261,12975000,1032000,0,272000,272000,9091000,2587000,138,7478.260869565217,0,1971.0144927536232,1971.0144927536232,5507.246376811594,0,0.26356589147286824,0.7364341085271318,9091000,2315000,11943000,0.7611990287197522,0.193837394289542,0.0449635769907058,TRUE,fy21
0101660,Alabama,Geneva County,2638,26932000,2262000,0,519000,519000,19507000,8190000,395,5726.5822784810125,0,1313.9240506329113,1313.9240506329113,4412.658227848101,0,0.22944297082228116,0.7705570291777188,19507000,7671000,24670000,0.7907174706120794,0.3109444669639238,-0.10166193757600323,TRUE,fy21
0101690,Alabama,Guntersville City,1824,20294000,1490000,0,425000,425000,14506000,3796000,139,10719.424460431655,0,3057.5539568345325,3057.5539568345325,7661.870503597123,0,0.28523489932885904,0.714765100671141,14506000,3371000,18804000,0.7714316102956817,0.17927036800680707,0.049298021697511185,TRUE,fy21
0101710,Alabama,Hale County,2390,23767000,1902000,0,650000,650000,17269000,5780000,191,9958.115183246073,0,3403.1413612565443,3403.1413612565443,6554.973821989528,0,0.34174553101997895,0.658254468980021,17269000,5130000,21865000,0.7898010519094443,0.2346215412760119,-0.02442259318545617,TRUE,fy21
0101730,Alabama,Hartselle City,3546,38734000,3701000,0,752000,752000,27130000,4899000,499,7416.833667334669,0,1507.0140280561122,1507.0140280561122,5909.819639278558,0,0.2031883274790597,0.7968116725209403,27130000,4147000,35033000,0.7744126966003483,0.1183741044158365,0.10721319898381522,TRUE,fy21
0101740,Alabama,Henry County,2472,23555000,2561000,0,541000,541000,20141000,5061000,306,8369.281045751633,0,1767.9738562091504,1767.9738562091504,6601.307189542483,0,0.21124560718469348,0.7887543928153065,20141000,4520000,20994000,0.9593693436219872,0.21529960941221302,-0.17466895303420024,TRUE,fy21
0101760,Alabama,Homewood City,4200,54769000,5727000,0,815000,815000,25293000,4825000,276,20750,0,2952.8985507246375,2952.8985507246375,17797.101449275364,0,0.142308363890344,0.857691636109656,25293000,4010000,49042000,0.5157416092329025,0.0817666489947392,0.40249174177235836,TRUE,fy21
0101770,Alabama,Houston County,6338,62800000,6674000,0,1484000,1484000,40276000,13136000,747,8934.404283801874,0,1986.6131191432396,1986.6131191432396,6947.791164658634,0,0.22235540905004494,0.7776445909499551,40276000,11652000,56126000,0.7175996864198411,0.20760431885400707,0.07479599472615187,TRUE,fy21
0101800,Alabama,Huntsville City,23514,265159000,25963000,0,5611000,5611000,137223000,65753000,3000,8654.333333333334,0,1870.3333333333333,1870.3333333333333,6784.000000000001,0,0.21611524091977044,0.7838847590802296,137223000,60142000,239196000,0.5736843425475342,0.2514339704677336,0.17488168698473222,TRUE,fy21
0101830,Alabama,Jackson County,5158,57216000,4216000,0,1349000,1349000,41250000,10707000,629,6702.7027027027025,0,2144.6740858505564,2144.6740858505564,4558.028616852146,0,0.3199715370018975,0.6800284629981025,41250000,9358000,53000000,0.7783018867924528,0.17656603773584906,0.04513207547169812,TRUE,fy21
0101860,Alabama,Jacksonville City,1654,15989000,1788000,0,318000,318000,10868000,2704000,222,8054.054054054054,0,1432.4324324324325,1432.4324324324325,6621.621621621622,0,0.17785234899328858,0.8221476510067114,10868000,2386000,14201000,0.7652982184353214,0.16801633687768466,0.06668544468699392,TRUE,fy21
0101890,Alabama,Jasper City,2605,28564000,2397000,0,671000,671000,17037000,4045000,354,6771.186440677966,0,1895.4802259887006,1895.4802259887006,4875.706214689266,0,0.27993324989570295,0.720066750104297,17037000,3374000,26167000,0.6510872472962128,0.12894103259831086,0.21997172010547633,TRUE,fy21
0101920,Alabama,Jefferson County,35336,361734000,46918000,0,11773000,11773000,240144000,70779000,4862,9649.938296997121,0,2421.431509666804,2421.431509666804,7228.506787330318,0,0.2509271494948634,0.7490728505051366,240144000,59006000,314816000,0.7628074811953649,0.18743011791014433,0.04976240089449077,TRUE,fy21
0101950,Alabama,Lamar County,2269,22928000,2091000,0,519000,519000,19361000,3998000,353,5923.512747875354,0,1470.254957507082,1470.254957507082,4453.257790368272,0,0.24820659971305595,0.7517934002869441,19361000,3479000,20837000,0.9291644670537985,0.16696261457983394,-0.09612708163363246,TRUE,fy21
0101980,Alabama,Lanett City,966,10645000,975000,0,275000,275000,7174000,2481000,115,8478.260869565218,0,2391.304347826087,2391.304347826087,6086.956521739131,0,0.28205128205128205,0.717948717948718,7174000,2206000,9670000,0.7418821096173733,0.2281282316442606,0.029989658738366065,TRUE,fy21
0102010,Alabama,Lauderdale County,8038,82469000,7826000,0,1911000,1911000,63111000,11030000,1023,7650.048875855327,0,1868.0351906158357,1868.0351906158357,5782.013685239492,0,0.2441860465116279,0.7558139534883721,63111000,9119000,74643000,0.8455046019050682,0.12216818723791917,0.03232721085701268,TRUE,fy21
0102040,Alabama,Lawrence County,4712,51442000,4388000,0,1290000,1290000,34343000,9159000,760,5773.684210526316,0,1697.3684210526317,1697.3684210526317,4076.315789473684,0,0.29398359161349136,0.7060164083865086,34343000,7869000,47054000,0.729863561015004,0.1672333914226208,0.10290304756237514,TRUE,fy21
0102070,Alabama,Lee County,9310,97481000,12921000,0,2184000,2184000,62577000,16691000,1325,9751.698113207547,0,1648.301886792453,1648.301886792453,8103.396226415094,0,0.16902716508010215,0.8309728349198978,62577000,14507000,84560000,0.7400307473982971,0.17155865657521285,0.08841059602649004,TRUE,fy21
0102100,Alabama,Limestone County,13041,100568000,10329000,0,2178000,2178000,75917000,14914000,1449,7128.364389233954,0,1503.1055900621118,1503.1055900621118,5625.258799171843,0,0.2108626198083067,0.7891373801916933,75917000,12736000,90239000,0.8412881348419198,0.14113631578364122,0.017575549374439003,TRUE,fy21
0102190,Alabama,Macon County,1871,25374000,1747000,0,507000,507000,14786000,8259000,189,9243.386243386243,0,2682.5396825396824,2682.5396825396824,6560.846560846561,0,0.29021179164281624,0.7097882083571838,14786000,7752000,23627000,0.6258094552842087,0.328099208532611,0.04609133618318029,TRUE,fy21
0102220,Alabama,Madison County,19142,184183000,21027000,0,4197000,4197000,128132000,24140000,2289,9186.10747051114,0,1833.5517693315858,1833.5517693315858,7352.5557011795545,0,0.19960051362533884,0.8003994863746612,128132000,19943000,163156000,0.7853342813013312,0.12223270979921057,0.09243300889945823,TRUE,fy21
0102250,Alabama,Marengo County,960,13156000,976000,0,290000,290000,7626000,3022000,129,7565.891472868217,0,2248.062015503876,2248.062015503876,5317.829457364341,0,0.29713114754098363,0.7028688524590163,7626000,2732000,12180000,0.6261083743842365,0.22430213464696222,0.14958949096880128,TRUE,fy21
0102310,Alabama,Marion County,3255,33613000,2573000,0,724000,724000,23283000,6446000,420,6126.190476190476,0,1723.8095238095239,1723.8095238095239,4402.380952380952,0,0.2813835989117761,0.7186164010882239,23283000,5722000,31040000,0.7500966494845361,0.18434278350515465,0.06556056701030921,TRUE,fy21
