dist_id,state,district,schlev,agchrt,total_enroll,totalrev,tfedrev,tstrev,tlocrev,state_sped_rev,federal_sped_rev,state_fed_sped_rev,c11,u11,v92,state_rev_adjusted,local_rev_adjusted,state_local_rev_adjusted,state_local_federal_rev_adjusted,rev_state_pct,rev_local_pct,rev_federal_pct,v92_state,v92_local,v92_federal,state_rev_v92_adjusted,local_rev_v92_adjusted,federal_rev_v92_adjusted,state_local_federal_rev_v92_adjusted,year
100210,Alabama,Auburn City,3,3,8930,139830000,5413000,54090000,80327000,0,1513000,1513000,2181000,916000,0,51909000,79411000,131320000,136733000,0.37963768804897136,0.5807742095909546,0.03958810236007401,0,0,0,51909000,79411000,5413000,136733000,2020
100240,Alabama,Autauga County,3,3,9120,89891000,8903000,61540000,19448000,0,1981000,1981000,2470000,250000,0,59070000,19198000,78268000,87171000,0.6776336166844478,0.2202337933487054,0.10213258996684678,0,0,0,59070000,19198000,8903000,87171000,2020
100270,Alabama,Baldwin County,3,3,30602,394345000,30065000,177029000,187251000,0,6295000,6295000,7111000,1497000,0,169918000,185754000,355672000,385737000,0.44050220746259755,0.4815560861415939,0.07794170639580854,0,0,0,169918000,185754000,30065000,385737000,2020
100300,Alabama,Barbour County,3,3,703,9683000,1893000,5498000,2292000,0,286000,286000,116000,1000,0,5382000,2291000,7673000,9566000,0.562617604014217,0.239494041396613,0.19788835458916998,0,0,0,5382000,2291000,1893000,9566000,2020
100330,Alabama,Bessemer City,3,3,3524,43849000,7705000,22903000,13241000,0,888000,888000,905000,35000,0,21998000,13206000,35204000,42909000,0.512666340394789,0.3077676012025449,0.1795660584026661,0,0,0,21998000,13206000,7705000,42909000,2020
100360,Alabama,Bibb County,3,3,3243,37214000,4996000,24966000,7252000,0,893000,893000,938000,209000,0,24028000,7043000,31071000,36067000,0.6662045637286161,0.19527545956137188,0.13851997671001193,0,0,0,24028000,7043000,4996000,36067000,2020
100390,Alabama,Birmingham City,3,3,22726,312416000,48147000,144100000,120169000,0,5122000,5122000,5631000,1000,0,138469000,120168000,258637000,306784000,0.45135665484510273,0.3917023052049651,0.1569410399499322,0,0,0,138469000,120168000,48147000,306784000,2020
100420,Alabama,Blount County,3,3,7653,78998000,7261000,55759000,15978000,0,1695000,1695000,2215000,168000,0,53544000,15810000,69354000,76615000,0.6988709782679632,0.20635645761273902,0.09477256411929778,0,0,0,53544000,15810000,7261000,76615000,2020
100450,Alabama,Brewton City,3,3,1163,15569000,1424000,8077000,6068000,0,261000,261000,326000,13000,0,7751000,6055000,13806000,15230000,0.508929743926461,0.3975705843729481,0.09349967170059094,0,0,0,7751000,6055000,1424000,15230000,2020
100480,Alabama,Bullock County,3,3,1459,16488000,2782000,11006000,2700000,0,424000,424000,396000,5000,0,10610000,2695000,13305000,16087000,0.6595387580033567,0.16752657425250203,0.17293466774414123,0,0,0,10610000,2695000,2782000,16087000,2020
100510,Alabama,Butler County,3,3,2952,33275000,5472000,20871000,6932000,0,974000,974000,768000,114000,0,20103000,6818000,26921000,32393000,0.6205970425709258,0.21047757231500633,0.16892538511406785,0,0,0,20103000,6818000,5472000,32393000,2020
100540,Alabama,Calhoun County,3,3,8495,93175000,9277000,60605000,23293000,0,2335000,2335000,2423000,310000,0,58182000,22983000,81165000,90442000,0.6433073129740607,0.254118661683731,0.10257402534220826,0,0,0,58182000,22983000,9277000,90442000,2020
100600,Alabama,Chambers County,3,3,3479,39072000,5154000,24513000,9405000,0,849000,849000,897000,66000,0,23616000,9339000,32955000,38109000,0.6196961347713139,0.24506022199480437,0.13524364323388177,0,0,0,23616000,9339000,5154000,38109000,2020
100630,Alabama,Cherokee County,3,3,3897,46464000,5447000,28147000,12870000,0,1023000,1023000,1060000,76000,0,27087000,12794000,39881000,45328000,0.5975776561948465,0.28225379456406635,0.12016854924108719,0,0,0,27087000,12794000,5447000,45328000,2020
100660,Alabama,Chilton County,3,3,7831,75584000,8833000,52753000,13998000,0,1814000,1814000,2095000,354000,0,50658000,13644000,64302000,73135000,0.6926642510425924,0.18655910302864565,0.12077664592876187,0,0,0,50658000,13644000,8833000,73135000,2020
100690,Alabama,Choctaw County,3,3,1242,17607000,3021000,8332000,6254000,0,414000,414000,248000,3000,0,8084000,6251000,14335000,17356000,0.46577552431435815,0.3601636321733118,0.17406084351233003,0,0,0,8084000,6251000,3021000,17356000,2020
100720,Alabama,Clarke County,3,3,2362,28371000,4254000,17929000,6188000,0,698000,698000,612000,78000,0,17317000,6110000,23427000,27681000,0.6255915609985189,0.22072901990535024,0.15367941909613092,0,0,0,17317000,6110000,4254000,27681000,2020
100750,Alabama,Clay County,3,3,1840,20249000,2181000,13956000,4112000,13000,489000,502000,529000,34000,0,13427000,4078000,17505000,19686000,0.6820583155542009,0.20715229096820076,0.1107893934775983,0,0,0,13427000,4078000,2181000,19686000,2020
100780,Alabama,Cleburne County,3,3,2539,27076000,3101000,18892000,5083000,0,702000,702000,700000,170000,0,18192000,4913000,23105000,26206000,0.6941921697321224,0.18747615049988553,0.11833167976799207,0,0,0,18192000,4913000,3101000,26206000,2020
100810,Alabama,Coffee County,3,3,2467,26163000,2676000,17823000,5664000,0,482000,482000,693000,249000,0,17130000,5415000,22545000,25221000,0.6791959081717617,0.21470203401926966,0.10610205780896871,0,0,0,17130000,5415000,2676000,25221000,2020
100840,Alabama,Colbert County,3,3,2720,33361000,4375000,17352000,11634000,0,750000,750000,575000,74000,0,16777000,11560000,28337000,32712000,0.5128698948398142,0.3533871362191245,0.13374296894106139,0,0,0,16777000,11560000,4375000,32712000,2020
100870,Alabama,Conecuh County,3,3,1955,21546000,3023000,14678000,3845000,0,379000,379000,524000,57000,0,14154000,3788000,17942000,20965000,0.6751252086811352,0.1806820891962795,0.14419270212258525,0,0,0,14154000,3788000,3023000,20965000,2020
100900,Alabama,Coosa County,3,3,794,10569000,1555000,5719000,3295000,122000,283000,405000,169000,11000,0,5550000,3284000,8834000,10389000,0.5342188853595149,0.31610357108480125,0.14967754355568388,0,0,0,5550000,3284000,1555000,10389000,2020
100930,Alabama,Covington County,3,3,3056,35377000,3479000,22617000,9281000,0,771000,771000,930000,105000,0,21687000,9176000,30863000,34342000,0.6315007862093064,0.26719468871935237,0.10130452507134122,0,0,0,21687000,9176000,3479000,34342000,2020
100960,Alabama,Crenshaw County,3,3,2249,24870000,3658000,15813000,5399000,0,528000,528000,697000,42000,0,15116000,5357000,20473000,24131000,0.6264141560648129,0.22199660188139736,0.15158924205378974,0,0,0,15116000,5357000,3658000,24131000,2020
100990,Alabama,Cullman City,3,3,3157,38148000,4573000,18785000,14790000,0,685000,685000,810000,272000,0,17975000,14518000,32493000,37066000,0.4849457724059785,0.3916797064695408,0.12337452112448066,0,0,0,17975000,14518000,4573000,37066000,2020
101020,Alabama,Cullman County,3,3,9349,109101000,13160000,67080000,28861000,0,2062000,2062000,2620000,530000,0,64460000,28331000,92791000,105951000,0.6083944464894149,0.2673971930420666,0.12420836046851846,0,0,0,64460000,28331000,13160000,105951000,2020
101050,Alabama,Dale County,3,3,3259,36945000,3506000,24993000,8446000,0,745000,745000,989000,123000,0,24004000,8323000,32327000,35833000,0.6698853012586163,0.23227192811095917,0.09784277063042447,0,0,0,24004000,8323000,3506000,35833000,2020
101080,Alabama,Daleville City,3,3,1142,12224000,1891000,7906000,2427000,0,314000,314000,307000,9000,0,7599000,2418000,10017000,11908000,0.6381424252603292,0.20305676855895197,0.15880080618071885,0,0,0,7599000,2418000,1891000,11908000,2020
101110,Alabama,Dallas County,3,3,2880,39104000,7292000,24858000,6954000,0,995000,995000,846000,57000,0,24012000,6897000,30909000,38201000,0.6285699327242742,0.18054501191068298,0.1908850553650428,0,0,0,24012000,6897000,7292000,38201000,2020
101140,Alabama,DeKalb County,3,3,8973,95180000,12216000,64978000,17986000,0,2121000,2121000,2537000,110000,0,62441000,17876000,80317000,92533000,0.6747970994131823,0.19318513395221165,0.13201776663460604,0,0,0,62441000,17876000,12216000,92533000,2020
101170,Alabama,Decatur City,3,3,8842,116991000,11507000,56398000,49086000,0,2101000,2101000,2246000,91000,0,54152000,48995000,103147000,114654000,0.4723079875102482,0.4273291817119333,0.10036283077781848,0,0,0,54152000,48995000,11507000,114654000,2020
101200,Alabama,Demopolis City,3,3,2236,23032000,2348000,15141000,5543000,0,417000,417000,652000,117000,0,14489000,5426000,19915000,22263000,0.6508107622512689,0.2437227687193999,0.10546646902933118,0,0,0,14489000,5426000,2348000,22263000,2020
101230,Alabama,Dothan City,3,3,8701,109877000,13804000,58591000,37482000,0,2273000,2273000,2535000,340000,0,56056000,37142000,93198000,107002000,0.5238780583540494,0.3471150071961272,0.12900693444982336,0,0,0,56056000,37142000,13804000,107002000,2020
101260,Alabama,Elba City,3,3,624,7544000,977000,4813000,1754000,100000,189000,289000,177000,38000,0,4636000,1716000,6352000,7329000,0.6325556010369764,0.23413835448219403,0.13330604448082958,0,0,0,4636000,1716000,977000,7329000,2020
101290,Alabama,Elmore County,3,3,11557,125689000,20377000,75438000,29874000,0,2304000,2304000,3046000,426000,0,72392000,29448000,101840000,122217000,0.5923234901854898,0.2409484768894671,0.16672803292504315,0,0,0,72392000,29448000,20377000,122217000,2020
101320,Alabama,Enterprise City,3,3,6839,72559000,7459000,46053000,19047000,0,1599000,1599000,1951000,502000,0,44102000,18545000,62647000,70106000,0.6290759706729809,0.26452800045645164,0.10639602887056743,0,0,0,44102000,18545000,7459000,70106000,2020
101350,Alabama,Escambia County,3,3,4176,49415000,6488000,30039000,12888000,0,1107000,1107000,1101000,113000,0,28938000,12775000,41713000,48201000,0.6003609883612373,0.265035995103836,0.13460301653492665,0,0,0,28938000,12775000,6488000,48201000,2020
101380,Alabama,Etowah County,3,3,8614,91311000,9792000,61605000,19914000,0,2062000,2062000,2379000,134000,0,59226000,19780000,79006000,88798000,0.6669744814072389,0.2227527647019077,0.11027275389085339,0,0,0,59226000,19780000,9792000,88798000,2020
101410,Alabama,Eufaula City,3,3,5700,47208000,5069000,35246000,6893000,0,1070000,1070000,1616000,133000,0,33630000,6760000,40390000,45459000,0.7397875008249192,0.14870542686816693,0.11150707230691392,0,0,0,33630000,6760000,5069000,45459000,2020
101440,Alabama,Fairfield City,3,3,1639,19628000,3149000,12172000,4307000,0,383000,383000,480000,36000,0,11692000,4271000,15963000,19112000,0.6117622436165759,0.2234721640853914,0.16476559229803264,0,0,0,11692000,4271000,3149000,19112000,2020
101470,Alabama,Fayette County,3,3,2230,24580000,2822000,16337000,5421000,0,569000,569000,635000,45000,0,15702000,5376000,21078000,23900000,0.6569874476987447,0.22493723849372385,0.11807531380753138,0,0,0,15702000,5376000,2822000,23900000,2020
101530,Alabama,Florence City,3,3,4484,63738000,5544000,30080000,28114000,0,983000,983000,1088000,297000,0,28992000,27817000,56809000,62353000,0.4649655990890575,0.4461212772440781,0.08891312366686446,0,0,0,28992000,27817000,5544000,62353000,2020
101560,Alabama,Fort Payne City,3,3,3385,35264000,4676000,23067000,7521000,98000,771000,869000,906000,30000,0,22161000,7491000,29652000,34328000,0.6455663015614076,0.2182183640177115,0.1362153344208809,0,0,0,22161000,7491000,4676000,34328000,2020
101590,Alabama,Franklin County,3,3,3674,41485000,5726000,27930000,7829000,0,756000,756000,1044000,92000,0,26886000,7737000,34623000,40349000,0.666336216510942,0.1917519641131131,0.14191181937594488,0,0,0,26886000,7737000,5726000,40349000,2020
101620,Alabama,Gadsden City,3,3,5098,56661000,9349000,33993000,13319000,0,1355000,1355000,1387000,152000,0,32606000,13167000,45773000,55122000,0.5915242552882697,0.23887014259279415,0.1696056021189362,0,0,0,32606000,13167000,9349000,55122000,2020
101640,Alabama,Geneva City,3,3,1268,13878000,1537000,9204000,3137000,0,321000,321000,374000,40000,0,8830000,3097000,11927000,13464000,0.6558229352346999,0.23002079619726679,0.11415626856803328,0,0,0,8830000,3097000,1537000,13464000,2020
101660,Alabama,Geneva County,3,3,2717,29107000,4320000,19971000,4816000,0,561000,561000,760000,58000,0,19211000,4758000,23969000,28289000,0.6790978825691965,0.1681925836897734,0.15270953374103008,0,0,0,19211000,4758000,4320000,28289000,2020
101680,Alabama,Greene County,3,3,1012,16443000,3226000,7593000,5624000,0,332000,332000,230000,6000,0,7363000,5618000,12981000,16207000,0.4543098661072376,0.3466403405935707,0.1990497932991917,0,0,0,7363000,5618000,3226000,16207000,2020
101690,Alabama,Guntersville City,3,3,1853,23609000,1584000,12439000,9586000,0,356000,356000,493000,200000,0,11946000,9386000,21332000,22916000,0.5212951649502531,0.4095828242276139,0.06912201082213301,0,0,0,11946000,9386000,1584000,22916000,2020
101710,Alabama,Hale County,3,3,2473,27263000,3595000,18315000,5353000,0,652000,652000,681000,136000,0,17634000,5217000,22851000,26446000,0.6667927096725402,0.19726990849277773,0.135937381834682,0,0,0,17634000,5217000,3595000,26446000,2020
101720,Alabama,Haleyville City,3,3,1614,18373000,2698000,11311000,4364000,0,591000,591000,624000,50000,0,10687000,4314000,15001000,17699000,0.6038194248262614,0.24374258432679813,0.1524379908469405,0,0,0,10687000,4314000,2698000,17699000,2020
101730,Alabama,Hartselle City,3,3,3519,40229000,2587000,24493000,13149000,0,704000,704000,997000,502000,0,23496000,12647000,36143000,38730000,0.6066615027110767,0.3265427317325071,0.06679576555641621,0,0,0,23496000,12647000,2587000,38730000,2020
101740,Alabama,Henry County,3,3,2528,26246000,2944000,17896000,5406000,0,632000,632000,688000,76000,0,17208000,5330000,22538000,25482000,0.6753002119142925,0.209167255317479,0.11553253276822856,0,0,0,17208000,5330000,2944000,25482000,2020
101760,Alabama,Homewood City,3,3,4217,90285000,3127000,23875000,63283000,0,822000,822000,999000,244000,0,22876000,63039000,85915000,89042000,0.2569124682733991,0.7079692729273825,0.035118258799218344,0,0,0,22876000,63039000,3127000,89042000,2020
101770,Alabama,Houston County,3,3,6479,63845000,6017000,41269000,16559000,0,1507000,1507000,1660000,202000,0,39609000,16357000,55966000,61983000,0.6390300566284304,0.26389493893486926,0.09707500443670039,0,0,0,39609000,16357000,6017000,61983000,2020
101800,Alabama,Huntsville City,3,3,23882,309222000,24330000,137216000,147676000,0,5488000,5488000,5693000,1555000,0,131523000,146121000,277644000,301974000,0.43554411969242385,0.483886029923106,0.08056985038447019,0,0,0,131523000,146121000,24330000,301974000,2020
101830,Alabama,Jackson County,3,3,5188,61803000,7311000,38519000,15973000,0,1307000,1307000,1437000,152000,0,37082000,15821000,52903000,60214000,0.6158368485734215,0.26274620520144815,0.12141694622513037,0,0,0,37082000,15821000,7311000,60214000,2020
101860,Alabama,Jacksonville City,3,3,1639,17532000,1920000,10867000,4745000,0,340000,340000,449000,35000,0,10418000,4710000,15128000,17048000,0.6110980760206476,0.2762787423744721,0.11262318160488034,0,0,0,10418000,4710000,1920000,17048000,2020
101890,Alabama,Jasper City,3,3,2734,31549000,2793000,17758000,10998000,0,635000,635000,745000,82000,0,17013000,10916000,27929000,30722000,0.5537725408502051,0.35531540915304993,0.090912049996745,0,0,0,17013000,10916000,2793000,30722000,2020
101920,Alabama,Jefferson County,3,3,36359,407548000,40676000,243199000,123673000,0,10971000,10971000,9851000,1304000,0,233348000,122369000,355717000,396393000,0.5886784075399919,0.3087062586877165,0.10261533377229164,0,0,0,233348000,122369000,40676000,396393000,2020
101950,Alabama,Lamar County,3,3,2292,23963000,2461000,16806000,4696000,0,505000,505000,774000,86000,0,16032000,4610000,20642000,23103000,0.69393585248669,0.19954118512747263,0.10652296238583733,0,0,0,16032000,4610000,2461000,23103000,2020
101980,Alabama,Lanett City,3,3,953,10889000,1527000,6954000,2408000,0,267000,267000,263000,9000,0,6691000,2399000,9090000,10617000,0.6302156918150137,0.2259583686540454,0.14382593953094094,0,0,0,6691000,2399000,1527000,10617000,2020
102010,Alabama,Lauderdale County,3,3,8160,84495000,7270000,56103000,21122000,0,1764000,1764000,2257000,357000,0,53846000,20765000,74611000,81881000,0.6576128772242645,0.25359973620253784,0.0887873865731977,0,0,0,53846000,20765000,7270000,81881000,2020
102040,Alabama,Lawrence County,3,3,4658,53625000,7336000,34650000,11639000,0,1233000,1233000,1303000,209000,0,33347000,11430000,44777000,52113000,0.6398979141481013,0.21933106902308444,0.1407710168288143,0,0,0,33347000,11430000,7336000,52113000,2020
102070,Alabama,Lee County,3,3,9508,107705000,8562000,65082000,34061000,0,2075000,2075000,2619000,683000,0,62463000,33378000,95841000,104403000,0.5982874055343237,0.31970345679721845,0.0820091376684578,0,0,0,62463000,33378000,8562000,104403000,2020
102100,Alabama,Limestone County,3,3,11042,121299000,8993000,76244000,36062000,0,2390000,2390000,3031000,270000,0,73213000,35792000,109005000,117998000,0.6204596688079459,0.303327175036865,0.07621315615518907,0,0,0,73213000,35792000,8993000,117998000,2020
102130,Alabama,Linden City,3,3,486,6196000,1174000,3877000,1145000,0,185000,185000,138000,13000,0,3739000,1132000,4871000,6045000,0.6185277088502895,0.18726220016542597,0.19421009098428454,0,0,0,3739000,1132000,1174000,6045000,2020
102160,Alabama,Lowndes County,3,3,1281,23254000,6089000,11432000,5733000,0,557000,557000,376000,8000,0,11056000,5725000,16781000,22870000,0.4834280717096633,0.2503279405334499,0.26624398775688674,0,0,0,11056000,5725000,6089000,22870000,2020
102190,Alabama,Macon County,3,3,1862,26688000,5233000,15053000,6402000,0,554000,554000,527000,67000,0,14526000,6335000,20861000,26094000,0.5566796964819499,0.2427761171150456,0.20054418640300453,0,0,0,14526000,6335000,5233000,26094000,2020
102220,Alabama,Madison County,3,3,19478,209700000,14323000,128605000,66772000,0,3658000,3658000,5256000,724000,0,123349000,66048000,189397000,203720000,0.6054830159041822,0.3242096995876694,0.07030728450814844,0,0,0,123349000,66048000,14323000,203720000,2020
102250,Alabama,Marengo County,3,3,1018,13810000,2619000,8107000,3084000,0,301000,301000,258000,44000,0,7849000,3040000,10889000,13508000,0.5810630737340835,0.22505182114302635,0.19388510512289014,0,0,0,7849000,3040000,2619000,13508000,2020
102310,Alabama,Marion County,3,3,3280,35587000,3990000,24072000,7525000,0,644000,644000,892000,36000,0,23180000,7489000,30669000,34659000,0.6688017542341095,0.21607663233215038,0.11512161343374015,0,0,0,23180000,7489000,3990000,34659000,2020
102350,Alabama,Midfield City,3,3,1025,14836000,2361000,9249000,3226000,0,320000,320000,304000,9000,0,8945000,3217000,12162000,14523000,0.6159195758452111,0.22151070715416926,0.1625697170006197,0,0,0,8945000,3217000,2361000,14523000,2020
102370,Alabama,Mobile County,3,3,53941,609296000,92473000,347106000,169717000,199000,17071000,17270000,13907000,3270000,0,333199000,166447000,499646000,592119000,0.5627230337145067,0.28110396727684805,0.15617299900864523,0,0,0,333199000,166447000,92473000,592119000,2020
102400,Alabama,Monroe County,3,3,3307,36609000,6336000,23206000,7067000,0,839000,839000,858000,95000,0,22348000,6972000,29320000,35656000,0.62676688355396,0.19553511330491363,0.17769800314112633,0,0,0,22348000,6972000,6336000,35656000,2020
102430,Alabama,Montgomery County,3,3,28185,297123000,45395000,185651000,66077000,0,7021000,7021000,7523000,240000,0,178128000,65837000,243965000,289360000,0.6155930329001935,0.22752626486038152,0.15688070223942494,0,0,0,178128000,65837000,45395000,289360000,2020
102480,Alabama,Morgan County,3,3,7616,89038000,7447000,49424000,32167000,0,1652000,1652000,1848000,307000,0,47576000,31860000,79436000,86883000,0.5475869847956447,0.36670004488795277,0.08571297031640251,0,0,0,47576000,31860000,7447000,86883000,2020
102490,Alabama,Mountain Brook City,3,3,4367,68109000,1731000,24004000,42374000,0,950000,950000,996000,898000,0,23008000,41476000,64484000,66215000,0.3474741372800725,0.6263837499056105,0.026142112814316998,0,0,0,23008000,41476000,1731000,66215000,2020
102520,Alabama,Muscle Shoals City,3,3,2828,34620000,1823000,18564000,14233000,0,492000,492000,755000,189000,0,17809000,14044000,31853000,33676000,0.5288335906877302,0.4170329017698064,0.054133507542463474,0,0,0,17809000,14044000,1823000,33676000,2020
102550,Alabama,Oneonta City,3,3,1488,15928000,1253000,10435000,4240000,0,288000,288000,439000,33000,0,9996000,4207000,14203000,15456000,0.6467391304347826,0.27219202898550726,0.08106884057971014,0,0,0,9996000,4207000,1253000,15456000,2020
102580,Alabama,Opelika City,3,3,4616,57985000,6572000,28537000,22876000,0,1025000,1025000,1219000,155000,0,27318000,22721000,50039000,56611000,0.4825563936337461,0.401353093921676,0.11609051244457791,0,0,0,27318000,22721000,6572000,56611000,2020
102610,Alabama,Opp City,3,3,1308,14928000,1791000,9493000,3644000,0,322000,322000,569000,1000,0,8924000,3643000,12567000,14358000,0.6215350327343642,0.2537261457027441,0.12473882156289177,0,0,0,8924000,3643000,1791000,14358000,2020
102635,Alabama,Oxford City,3,3,4265,50847000,4591000,28257000,17999000,0,921000,921000,1142000,301000,0,27115000,17698000,44813000,49404000,0.5488421990122258,0.35823010282568213,0.09292769816209213,0,0,0,27115000,17698000,4591000,49404000,2020
102640,Alabama,Ozark City,3,3,2089,24462000,2831000,15151000,6480000,0,492000,492000,598000,113000,0,14553000,6367000,20920000,23751000,0.6127320954907162,0.26807292324533705,0.11919498126394679,0,0,0,14553000,6367000,2831000,23751000,2020
102650,Alabama,Pell City,3,3,4148,42697000,3480000,28231000,10986000,0,950000,950000,1110000,80000,0,27121000,10906000,38027000,41507000,0.6534078589153637,0.2627508613005035,0.08384127978413279,0,0,0,27121000,10906000,3480000,41507000,2020
102670,Alabama,Perry County,3,3,1178,15854000,3009000,9812000,3033000,0,431000,431000,349000,29000,0,9463000,3004000,12467000,15476000,0.6114629103127424,0.19410700439390025,0.19443008529335745,0,0,0,9463000,3004000,3009000,15476000,2020
102700,Alabama,Phenix City,3,3,7449,76860000,10174000,49892000,16794000,0,1499000,1499000,2074000,703000,0,47818000,16091000,63909000,74083000,0.6454652214408164,0.2172023271195821,0.13733245143960152,0,0,0,47818000,16091000,10174000,74083000,2020
102730,Alabama,Pickens County,3,3,2458,27797000,3457000,18661000,5679000,0,694000,694000,689000,58000,0,17972000,5621000,23593000,27050000,0.6643992606284658,0.2078003696857671,0.1278003696857671,0,0,0,17972000,5621000,3457000,27050000,2020
102760,Alabama,Piedmont City,3,3,1116,12658000,1687000,8000000,2971000,32000,275000,307000,325000,75000,0,7675000,2896000,10571000,12258000,0.6261217164300865,0.23625387502039485,0.13762440854951868,0,0,0,7675000,2896000,1687000,12258000,2020
