dist_id,state,district,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23
0100005,Alabama,Albertville City,38510000,7605000,15581000,61696000,0,1036000,1036000,45971000,10327000,16391000,72689000,0,1255000,1255000,40744000,13132000,18810000,72686000,0,1185000,1185000,45637000,21096000,22193000,88926000,0,1106000,1106000
0100006,Alabama,Marshall County,40493000,9259000,14705000,64457000,0,1356000,1356000,42022000,13429000,14507000,69958000,10000,1155000,1165000,43630000,24404000,18369000,86403000,0,1583000,1583000,47224000,17968000,20449000,85641000,0,1415000,1415000
0100007,Alabama,Hoover City,79328000,8918000,103002000,191248000,0,2488000,2488000,81138000,12871000,103032000,197041000,0,2659000,2659000,83774000,18644000,110121000,212539000,0,2602000,2602000,88877000,11264000,122364000,222505000,0,2569000,2569000
0100008,Alabama,Madison City,74191000,7055000,53843000,135089000,0,1952000,1952000,81850000,16719000,65808000,164377000,0,2133000,2133000,81697000,14037000,77023000,172757000,0,2203000,2203000,98331000,11266000,91951000,201548000,0,2295000,2295000
0100011,Alabama,Leeds City,13082000,2474000,9492000,25048000,0,427000,427000,16157000,4404000,10091000,30652000,0,466000,466000,14696000,5158000,10864000,30718000,116000,487000,603000,17550000,3677000,11550000,32777000,73000,492000,565000
0100012,Alabama,Boaz City,16772000,2935000,7286000,26993000,0,492000,492000,17575000,4149000,7367000,29091000,0,479000,479000,17726000,6230000,8158000,32114000,0,568000,568000,22455000,4968000,11045000,38468000,0,533000,533000
0100013,Alabama,Trussville City,29655000,1556000,26574000,57785000,0,883000,883000,33229000,4173000,32505000,69907000,0,901000,901000,34667000,4946000,29739000,69352000,0,903000,903000,36713000,3398000,33391000,73502000,0,849000,849000
0100030,Alabama,Alexander City,19619000,3937000,10665000,34221000,253000,714000,967000,19707000,7904000,12116000,39727000,102000,697000,799000,20312000,9072000,12126000,41510000,0,839000,839000,22606000,9545000,16729000,48880000,0,662000,662000
0100060,Alabama,Andalusia City,11486000,2659000,6341000,20486000,0,544000,544000,11709000,3582000,6787000,22078000,0,520000,520000,14635000,4582000,6963000,26180000,15000,520000,535000,13913000,5384000,7312000,26609000,0,499000,499000
0100090,Alabama,Anniston City,12803000,4748000,7740000,25291000,0,499000,499000,12199000,6800000,8058000,27057000,0,760000,760000,13680000,8744000,8849000,31273000,0,649000,649000,16224000,14367000,10548000,41139000,0,658000,658000
0100100,Alabama,Arab City,17425000,2582000,7158000,27165000,0,563000,563000,18653000,3620000,7333000,29606000,0,581000,581000,20533000,4021000,8655000,33209000,0,599000,599000,20673000,3849000,10618000,35140000,0,653000,653000
0100120,Alabama,Athens City,27781000,3958000,29028000,60767000,0,986000,986000,30150000,6489000,28104000,64743000,0,964000,964000,32462000,7934000,45162000,85558000,0,1105000,1105000,36600000,7321000,34296000,78217000,0,976000,976000
0100180,Alabama,Attalla City,10990000,2220000,2638000,15848000,0,465000,465000,13153000,3305000,2689000,19147000,0,465000,465000,11588000,3886000,3029000,18503000,0,419000,419000,12788000,3633000,3261000,19682000,0,436000,436000
0100185,Alabama,Saraland City,20496000,2520000,13735000,36751000,0,511000,511000,23790000,3869000,14461000,42120000,0,559000,559000,23535000,5452000,14778000,43765000,0,563000,563000,25120000,4238000,17519000,46877000,0,589000,589000
0100188,Alabama,Chickasaw City,8099000,2902000,2557000,13558000,13000,274000,287000,NA,NA,NA,NA,NA,NA,NA,18181000,5189000,3769000,27139000,0,548000,548000,19049000,6640000,3854000,29543000,0,688000,688000
0100189,Alabama,Satsuma City,10051000,1351000,4370000,15772000,0,389000,389000,10688000,2120000,5095000,17903000,0,454000,454000,11058000,2313000,4822000,18193000,0,305000,305000,12330000,2467000,5700000,20497000,0,417000,417000
0100190,Alabama,Alabaster City,40712000,5536000,31275000,77523000,42000,1151000,1193000,43008000,8147000,32592000,83747000,38000,1206000,1244000,48288000,9915000,39173000,97376000,155000,1149000,1304000,47965000,12361000,42150000,102476000,107000,1230000,1337000
0100194,Alabama,Pelham City,19789000,2835000,22277000,44901000,80000,714000,794000,22753000,4400000,23488000,50641000,138000,846000,984000,23486000,6059000,26789000,56334000,0,1023000,1023000,24883000,4200000,29665000,58748000,151000,760000,911000
0100195,Alabama,Pike Road City,12964000,1873000,5504000,20341000,82000,370000,452000,15889000,2476000,6590000,24955000,0,396000,396000,19595000,1749000,8392000,29736000,0,410000,410000,22404000,1469000,11137000,35010000,0,488000,488000
0100202,Alabama,Gulf Shores City,8202000,1976000,15631000,25809000,0,378000,378000,11205000,3564000,24609000,39378000,0,503000,503000,9240000,4240000,24785000,38265000,0,479000,479000,12235000,3319000,29522000,45076000,0,476000,476000
0100210,Alabama,Auburn City,51909000,5413000,79411000,136733000,0,1513000,1513000,56220000,10270000,78296000,144786000,10000,1634000,1644000,62862000,9925000,79121000,151908000,0,1664000,1664000,66307000,9683000,82246000,158236000,0,1798000,1798000
0100240,Alabama,Autauga County,59070000,8903000,19198000,87171000,0,1981000,1981000,58793000,16308000,20897000,95998000,0,2288000,2288000,66132000,18710000,23857000,108699000,0,2154000,2154000,72335000,20576000,29546000,122457000,0,2200000,2200000
0100270,Alabama,Baldwin County,169918000,30065000,185754000,385737000,0,6295000,6295000,176455000,42447000,221697000,440599000,0,6692000,6692000,188997000,55636000,273317000,517950000,0,6718000,6718000,217222000,47940000,268654000,533816000,0,6883000,6883000
0100300,Alabama,Barbour County,5382000,1893000,2291000,9566000,0,286000,286000,4720000,3219000,2255000,10194000,0,232000,232000,4937000,5709000,2486000,13132000,0,290000,290000,6607000,9158000,2516000,18281000,0,265000,265000
0100330,Alabama,Bessemer City,21998000,7705000,13206000,42909000,0,888000,888000,NA,NA,NA,NA,NA,NA,NA,23386000,13709000,14101000,51196000,0,921000,921000,25048000,14974000,14882000,54904000,0,1113000,1113000
0100360,Alabama,Bibb County,24028000,4996000,7043000,36067000,0,893000,893000,24078000,5523000,7848000,37449000,0,858000,858000,29347000,8528000,8699000,46574000,0,1030000,1030000,26379000,10850000,9443000,46672000,0,889000,889000
0100390,Alabama,Birmingham City,138469000,48147000,120168000,306784000,0,5122000,5122000,140113000,53353000,113190000,306656000,0,6933000,6933000,152290000,83478000,118906000,354674000,0,8877000,8877000,150830000,114771000,133961000,399562000,0,6732000,6732000
0100420,Alabama,Blount County,53544000,7261000,15810000,76615000,0,1695000,1695000,56614000,12444000,15653000,84711000,0,1787000,1787000,63060000,17782000,19737000,100579000,0,1759000,1759000,61785000,18117000,21739000,101641000,0,1861000,1861000
0100450,Alabama,Brewton City,7751000,1424000,6055000,15230000,0,261000,261000,8070000,2029000,6380000,16479000,0,279000,279000,10110000,3985000,6568000,20663000,0,289000,289000,9912000,2783000,6917000,19612000,0,289000,289000
0100480,Alabama,Bullock County,10610000,2782000,2695000,16087000,0,424000,424000,NA,NA,NA,NA,NA,NA,NA,11375000,8001000,3374000,22750000,0,385000,385000,14390000,10604000,3561000,28555000,0,494000,494000
0100510,Alabama,Butler County,20103000,5472000,6818000,32393000,0,974000,974000,20152000,8301000,7286000,35739000,0,905000,905000,21563000,10007000,9691000,41261000,0,877000,877000,26049000,13076000,10276000,49401000,0,828000,828000
0100540,Alabama,Calhoun County,58182000,9277000,22983000,90442000,0,2335000,2335000,58377000,12619000,23108000,94104000,0,2232000,2232000,63598000,17784000,25496000,106878000,0,2394000,2394000,66052000,21309000,28631000,115992000,0,2159000,2159000
0100600,Alabama,Chambers County,23616000,5154000,9339000,38109000,0,849000,849000,23081000,6956000,9486000,39523000,0,931000,931000,23919000,9462000,10220000,43601000,0,879000,879000,25685000,11066000,11748000,48499000,0,872000,872000
0100630,Alabama,Cherokee County,27087000,5447000,12794000,45328000,0,1023000,1023000,26984000,8964000,12887000,48835000,0,979000,979000,28454000,9616000,14702000,52772000,0,1071000,1071000,36777000,9695000,16587000,63059000,0,1015000,1015000
0100660,Alabama,Chilton County,50658000,8833000,13644000,73135000,0,1814000,1814000,52060000,16970000,13925000,82955000,0,1967000,1967000,57672000,19844000,15971000,93487000,0,2024000,2024000,63893000,17509000,18162000,99564000,0,2080000,2080000
0100690,Alabama,Choctaw County,8084000,3021000,6251000,17356000,0,414000,414000,7717000,3995000,6810000,18522000,0,395000,395000,8171000,4322000,7352000,19845000,0,376000,376000,7690000,5994000,7891000,21575000,0,360000,360000
0100720,Alabama,Clarke County,17317000,4254000,6110000,27681000,0,698000,698000,16623000,7306000,6597000,30526000,0,716000,716000,18866000,12258000,8482000,39606000,0,754000,754000,18672000,11292000,8000000,37964000,0,705000,705000
0100750,Alabama,Clay County,13427000,2181000,4078000,19686000,13000,489000,502000,13731000,3199000,3389000,20319000,0,517000,517000,14117000,5148000,3616000,22881000,0,559000,559000,17882000,5786000,3859000,27527000,0,500000,500000
0100780,Alabama,Cleburne County,18192000,3101000,4913000,26206000,0,702000,702000,NA,NA,NA,NA,NA,NA,NA,21444000,5011000,5940000,32395000,0,776000,776000,21667000,5948000,6323000,33938000,0,705000,705000
0100810,Alabama,Coffee County,17130000,2676000,5415000,25221000,0,482000,482000,17886000,5929000,5966000,29781000,0,624000,624000,20587000,6921000,6772000,34280000,0,624000,624000,25373000,7319000,8060000,40752000,0,814000,814000
0100840,Alabama,Colbert County,16777000,4375000,11560000,32712000,0,750000,750000,17484000,6552000,12138000,36174000,0,713000,713000,18079000,7108000,13665000,38852000,0,760000,760000,20148000,7646000,14583000,42377000,0,881000,881000
0100870,Alabama,Conecuh County,14154000,3023000,3788000,20965000,0,379000,379000,13555000,3619000,3591000,20765000,0,524000,524000,15854000,4343000,5401000,25598000,0,485000,485000,15323000,7181000,5173000,27677000,0,542000,542000
0100900,Alabama,Coosa County,5550000,1555000,3284000,10389000,122000,283000,405000,5713000,1995000,3773000,11481000,162000,271000,433000,5618000,4663000,5301000,15582000,136000,306000,442000,8141000,2953000,3775000,14869000,147000,285000,432000
0100930,Alabama,Covington County,21687000,3479000,9176000,34342000,0,771000,771000,21153000,5582000,8961000,35696000,0,765000,765000,22782000,7565000,11028000,41375000,0,806000,806000,27729000,8172000,11677000,47578000,0,802000,802000
0100960,Alabama,Crenshaw County,15116000,3658000,5357000,24131000,0,528000,528000,NA,NA,NA,NA,NA,NA,NA,17279000,6283000,5931000,29493000,0,565000,565000,19691000,7096000,6486000,33273000,0,516000,516000
0100990,Alabama,Cullman City,17975000,4573000,14518000,37066000,0,685000,685000,NA,NA,NA,NA,NA,NA,NA,22969000,6662000,17360000,46991000,0,779000,779000,22838000,6248000,20461000,49547000,0,759000,759000
0101020,Alabama,Cullman County,64460000,13160000,28331000,105951000,0,2062000,2062000,65017000,16507000,44089000,125613000,0,2141000,2141000,73957000,26891000,33843000,134691000,0,2181000,2181000,84492000,19122000,47700000,151314000,0,2222000,2222000
0101050,Alabama,Dale County,24004000,3506000,8323000,35833000,0,745000,745000,24398000,6131000,8218000,38747000,0,785000,785000,27511000,5972000,9487000,42970000,0,789000,789000,28246000,6921000,10202000,45369000,0,803000,803000
0101080,Alabama,Daleville City,7599000,1891000,2418000,11908000,0,314000,314000,8057000,3076000,2411000,13544000,0,329000,329000,9630000,4695000,2415000,16740000,0,324000,324000,9833000,3999000,3077000,16909000,0,356000,356000
0101110,Alabama,Dallas County,24012000,7292000,6897000,38201000,0,995000,995000,23632000,9683000,5810000,39125000,0,1010000,1010000,23993000,11649000,6610000,42252000,0,815000,815000,25187000,22412000,7111000,54710000,0,798000,798000
0101140,Alabama,DeKalb County,62441000,12216000,17876000,92533000,0,2121000,2121000,75064000,17157000,17818000,110039000,0,2207000,2207000,66354000,23087000,20089000,109530000,0,2069000,2069000,78019000,31724000,22324000,132067000,0,1937000,1937000
0101170,Alabama,Decatur City,54152000,11507000,48995000,114654000,0,2101000,2101000,56340000,16614000,50971000,123925000,0,2120000,2120000,62380000,18642000,54306000,135328000,0,2115000,2115000,69935000,20490000,59845000,150270000,0,2178000,2178000
0101200,Alabama,Demopolis City,14489000,2348000,5426000,22263000,0,417000,417000,14714000,4399000,5807000,24920000,0,422000,422000,16033000,6217000,6382000,28632000,0,611000,611000,16684000,5032000,8406000,30122000,0,486000,486000
0101230,Alabama,Dothan City,56056000,13804000,37142000,107002000,0,2273000,2273000,54731000,22949000,27287000,104967000,0,2308000,2308000,63928000,32178000,26635000,122741000,0,1922000,1922000,59005000,29944000,27892000,116841000,0,2777000,2777000
0101260,Alabama,Elba City,4636000,977000,1716000,7329000,100000,189000,289000,NA,NA,NA,NA,NA,NA,NA,4182000,443000,1494000,6119000,0,133000,133000,5707000,2184000,2334000,10225000,0,246000,246000
0101290,Alabama,Elmore County,72392000,20377000,29448000,122217000,0,2304000,2304000,84697000,27897000,31134000,143728000,0,2346000,2346000,76561000,25990000,34635000,137186000,0,2795000,2795000,87583000,21787000,39490000,148860000,0,2947000,2947000
0101320,Alabama,Enterprise City,44102000,7459000,18545000,70106000,0,1599000,1599000,46504000,13917000,19720000,80141000,0,1472000,1472000,50135000,14471000,22129000,86735000,0,1522000,1522000,52030000,13638000,24015000,89683000,0,1326000,1326000
0101350,Alabama,Escambia County,28938000,6488000,12775000,48201000,0,1107000,1107000,28786000,9535000,14602000,52923000,10000,1057000,1067000,30266000,12881000,22252000,65399000,0,981000,981000,33590000,13560000,14839000,61989000,0,1075000,1075000
0101380,Alabama,Etowah County,59226000,9792000,19780000,88798000,0,2062000,2062000,60926000,17462000,17448000,95836000,0,1976000,1976000,69957000,20475000,18495000,108927000,0,2109000,2109000,68679000,18831000,22353000,109863000,0,2262000,2262000
0101410,Alabama,Eufaula City,33630000,5069000,6760000,45459000,0,1070000,1070000,37551000,11904000,7127000,56582000,0,1228000,1228000,44907000,13814000,7661000,66382000,0,1311000,1311000,47480000,12512000,8048000,68040000,0,1390000,1390000
0101440,Alabama,Fairfield City,11692000,3149000,4271000,19112000,0,383000,383000,NA,NA,NA,NA,NA,NA,NA,12141000,5714000,4395000,22250000,0,334000,334000,12503000,7085000,5617000,25205000,0,441000,441000
0101470,Alabama,Fayette County,15702000,2822000,5376000,23900000,0,569000,569000,15713000,4439000,5742000,25894000,0,584000,584000,16592000,6107000,6251000,28950000,0,567000,567000,18480000,9404000,6812000,34696000,0,585000,585000
0101530,Alabama,Florence City,28992000,5544000,27817000,62353000,0,983000,983000,29651000,8773000,30020000,68444000,0,1081000,1081000,31282000,10030000,34651000,75963000,0,1073000,1073000,38555000,13817000,35895000,88267000,0,1152000,1152000
0101560,Alabama,Fort Payne City,22161000,4676000,7491000,34328000,98000,771000,869000,22919000,6110000,12003000,41032000,112000,717000,829000,24542000,8174000,8816000,41532000,0,910000,910000,27528000,8598000,14363000,50489000,0,828000,828000
0101590,Alabama,Franklin County,26886000,5726000,7737000,40349000,0,756000,756000,27575000,8195000,8789000,44559000,0,793000,793000,29993000,11108000,9773000,50874000,0,784000,784000,31454000,10633000,10955000,53042000,0,814000,814000
0101620,Alabama,Gadsden City,32606000,9349000,13167000,55122000,0,1355000,1355000,33588000,13827000,13476000,60891000,0,1389000,1389000,40081000,17709000,13276000,71066000,0,1476000,1476000,37649000,21077000,14520000,73246000,0,1245000,1245000
0101640,Alabama,Geneva City,8830000,1537000,3097000,13464000,0,321000,321000,9091000,2587000,3212000,14890000,0,272000,272000,9581000,3944000,3591000,17116000,0,302000,302000,11585000,4045000,4156000,19786000,0,385000,385000
0101660,Alabama,Geneva County,19211000,4320000,4758000,28289000,0,561000,561000,19507000,8190000,5306000,33003000,0,519000,519000,22682000,9997000,6446000,39125000,0,612000,612000,24543000,11437000,6796000,42776000,0,781000,781000
0101680,Alabama,Greene County,7363000,3226000,5618000,16207000,0,332000,332000,NA,NA,NA,NA,NA,NA,NA,7666000,4943000,6307000,18916000,0,340000,340000,8356000,6896000,6215000,21467000,0,355000,355000
0101690,Alabama,Guntersville City,11946000,1584000,9386000,22916000,0,356000,356000,14506000,3796000,9946000,28248000,0,425000,425000,12341000,4674000,10922000,27937000,0,411000,411000,13944000,3336000,13500000,30780000,0,440000,440000
0101710,Alabama,Hale County,17634000,3595000,5217000,26446000,0,652000,652000,17269000,5780000,5604000,28653000,0,650000,650000,18034000,6520000,6235000,30789000,0,726000,726000,19262000,8535000,6718000,34515000,0,778000,778000
0101720,Alabama,Haleyville City,10687000,2698000,4314000,17699000,0,591000,591000,NA,NA,NA,NA,NA,NA,NA,12363000,4420000,5300000,22083000,0,432000,432000,13821000,3719000,5547000,23087000,0,424000,424000
0101730,Alabama,Hartselle City,23496000,2587000,12647000,38730000,0,704000,704000,27130000,4899000,13586000,45615000,0,752000,752000,25864000,5167000,15046000,46077000,0,773000,773000,29983000,3733000,40687000,74403000,0,784000,784000
0101740,Alabama,Henry County,17208000,2944000,5330000,25482000,0,632000,632000,20141000,5061000,5694000,30896000,0,541000,541000,19387000,6308000,6618000,32313000,0,688000,688000,20617000,6859000,7040000,34516000,0,683000,683000
0101760,Alabama,Homewood City,22876000,3127000,63039000,89042000,0,822000,822000,25293000,4825000,37918000,68036000,0,815000,815000,23402000,5479000,41013000,69894000,0,838000,838000,27349000,4568000,46394000,78311000,0,896000,896000
0101770,Alabama,Houston County,39609000,6017000,16357000,61983000,0,1507000,1507000,40276000,13136000,17124000,70536000,0,1484000,1484000,45517000,13280000,19734000,78531000,0,1674000,1674000,54056000,15501000,23399000,92956000,0,1564000,1564000
0101800,Alabama,Huntsville City,131523000,24330000,146121000,301974000,0,5488000,5488000,137223000,65753000,144653000,347629000,0,5611000,5611000,143421000,65742000,165040000,374203000,0,8724000,8724000,164990000,60470000,200787000,426247000,0,8659000,8659000
0101830,Alabama,Jackson County,37082000,7311000,15821000,60214000,0,1307000,1307000,41250000,10707000,19551000,71508000,0,1349000,1349000,38832000,10069000,20858000,69759000,128000,1379000,1507000,44127000,17122000,22649000,83898000,208000,1266000,1474000
0101860,Alabama,Jacksonville City,10418000,1920000,4710000,17048000,0,340000,340000,10868000,2704000,5105000,18677000,0,318000,318000,12733000,4485000,5437000,22655000,0,335000,335000,14224000,3609000,6435000,24268000,53000,412000,465000
0101890,Alabama,Jasper City,17013000,2793000,10916000,30722000,0,635000,635000,17037000,4045000,11255000,32337000,0,671000,671000,17700000,5135000,12829000,35664000,0,639000,639000,18926000,7312000,12777000,39015000,0,617000,617000
0101920,Alabama,Jefferson County,233348000,40676000,122369000,396393000,0,10971000,10971000,240144000,70779000,131406000,442329000,0,11773000,11773000,249122000,84078000,132747000,465947000,0,10881000,10881000,271856000,88147000,155644000,515647000,0,11205000,11205000
0101950,Alabama,Lamar County,16032000,2461000,4610000,23103000,0,505000,505000,19361000,3998000,4622000,27981000,0,519000,519000,17780000,4070000,5617000,27467000,0,615000,615000,19702000,4572000,5838000,30112000,0,550000,550000
0101980,Alabama,Lanett City,6691000,1527000,2399000,10617000,0,267000,267000,7174000,2481000,2468000,12123000,0,275000,275000,8430000,4658000,4165000,17253000,0,293000,293000,8609000,4458000,2947000,16014000,0,293000,293000
0102010,Alabama,Lauderdale County,53846000,7270000,20765000,81881000,0,1764000,1764000,63111000,11030000,21563000,95704000,0,1911000,1911000,57462000,14263000,24984000,96709000,34000,1990000,2024000,63198000,15345000,28362000,106905000,0,1667000,1667000
0102040,Alabama,Lawrence County,33347000,7336000,11430000,52113000,0,1233000,1233000,34343000,9159000,11740000,55242000,0,1290000,1290000,37590000,12057000,16511000,66158000,0,1296000,1296000,43468000,15155000,16484000,75107000,0,1351000,1351000
0102070,Alabama,Lee County,62463000,8562000,33378000,104403000,0,2075000,2075000,62577000,16691000,36532000,115800000,0,2184000,2184000,65271000,18394000,40398000,124063000,0,2197000,2197000,75754000,21410000,44686000,141850000,0,2148000,2148000
0102100,Alabama,Limestone County,73213000,8993000,35792000,117998000,0,2390000,2390000,75917000,14914000,39665000,130496000,0,2178000,2178000,90050000,16920000,41426000,148396000,0,2650000,2650000,126807000,19026000,44015000,189848000,0,3278000,3278000
0102130,Alabama,Linden City,3739000,1174000,1132000,6045000,0,185000,185000,3986000,1367000,1168000,6521000,0,168000,168000,4462000,1680000,1490000,7632000,0,199000,199000,4405000,1967000,1848000,8220000,0,191000,191000
0102160,Alabama,Lowndes County,11056000,6089000,5725000,22870000,0,557000,557000,NA,NA,NA,NA,NA,NA,NA,13163000,8338000,5042000,26543000,0,572000,572000,12076000,15709000,7615000,35400000,0,562000,562000
0102190,Alabama,Macon County,14526000,5233000,6335000,26094000,0,554000,554000,14786000,8259000,6931000,29976000,0,507000,507000,15801000,12135000,7809000,35745000,0,468000,468000,16642000,10080000,9104000,35826000,0,424000,424000
0102220,Alabama,Madison County,123349000,14323000,66048000,203720000,0,3658000,3658000,128132000,24140000,70177000,222449000,0,4197000,4197000,136252000,29451000,83904000,249607000,0,4209000,4209000,163144000,31595000,94076000,288815000,0,4086000,4086000
0102250,Alabama,Marengo County,7849000,2619000,3040000,13508000,0,301000,301000,7626000,3022000,3191000,13839000,0,290000,290000,7935000,3682000,4004000,15621000,0,284000,284000,9266000,5782000,5020000,20068000,0,306000,306000
0102310,Alabama,Marion County,23180000,3990000,7489000,34659000,0,644000,644000,23283000,6446000,7775000,37504000,0,724000,724000,24385000,8517000,9061000,41963000,0,885000,885000,30175000,8187000,9419000,47781000,0,1027000,1027000
0102350,Alabama,Midfield City,8945000,2361000,3217000,14523000,0,320000,320000,NA,NA,NA,NA,NA,NA,NA,8081000,3501000,3544000,15126000,0,373000,373000,8581000,1854000,2513000,12948000,0,181000,181000
0102370,Alabama,Mobile County,333199000,92473000,166447000,592119000,199000,17071000,17270000,336259000,134689000,186567000,657515000,199000,17570000,17769000,361557000,183895000,194287000,739739000,199000,14077000,14276000,379723000,189331000,203335000,772389000,199000,14718000,14917000
0102400,Alabama,Monroe County,22348000,6336000,6972000,35656000,0,839000,839000,NA,NA,NA,NA,NA,NA,NA,23528000,9040000,8274000,40842000,0,859000,859000,26268000,11484000,9002000,46754000,0,780000,780000
0102430,Alabama,Montgomery County,178128000,45395000,65837000,289360000,0,7021000,7021000,180050000,86740000,72914000,339704000,0,7021000,7021000,202841000,98152000,72580000,373573000,0,7581000,7581000,212294000,133994000,81963000,428251000,0,7736000,7736000
0102480,Alabama,Morgan County,47576000,7447000,31860000,86883000,0,1652000,1652000,48968000,10271000,34996000,94235000,0,1753000,1753000,55210000,14426000,36656000,106292000,0,2113000,2113000,58372000,15630000,44501000,118503000,0,2141000,2141000
0102490,Alabama,Mountain Brook City,23008000,1731000,41476000,66215000,0,950000,950000,23670000,2285000,51807000,77762000,0,917000,917000,26990000,2680000,54175000,83845000,0,1052000,1052000,30770000,2240000,63676000,96686000,0,1069000,1069000
0102520,Alabama,Muscle Shoals City,17809000,1823000,14044000,33676000,0,492000,492000,20021000,3721000,11707000,35449000,10000,543000,553000,20624000,4582000,13553000,38759000,0,650000,650000,21988000,3927000,15923000,41838000,0,739000,739000
0102550,Alabama,Oneonta City,9996000,1253000,4207000,15456000,0,288000,288000,11170000,1823000,4165000,17158000,0,277000,277000,12534000,2643000,4761000,19938000,0,319000,319000,11756000,2573000,5498000,19827000,0,326000,326000
0102580,Alabama,Opelika City,27318000,6572000,22721000,56611000,0,1025000,1025000,28199000,9697000,24515000,62411000,10000,1144000,1154000,34399000,12357000,28584000,75340000,0,1170000,1170000,37466000,11406000,31528000,80400000,0,1215000,1215000
0102610,Alabama,Opp City,8924000,1791000,3643000,14358000,0,322000,322000,9239000,3245000,3755000,16239000,0,334000,334000,9873000,5850000,4201000,19924000,0,316000,316000,11534000,4311000,4882000,20727000,0,347000,347000
0102635,Alabama,Oxford City,27115000,4591000,17698000,49404000,0,921000,921000,26422000,6310000,20250000,52982000,0,1078000,1078000,28323000,6587000,22379000,57289000,0,1020000,1020000,29796000,10199000,24327000,64322000,0,801000,801000
0102640,Alabama,Ozark City,14553000,2831000,6367000,23751000,0,492000,492000,NA,NA,NA,NA,NA,NA,NA,17741000,7228000,6985000,31954000,0,816000,816000,17171000,6976000,7761000,31908000,0,690000,690000
0102650,Alabama,Pell City,27121000,3480000,10906000,41507000,0,950000,950000,28722000,6153000,11139000,46014000,0,985000,985000,33796000,9076000,11754000,54626000,0,1091000,1091000,31844000,9444000,16719000,58007000,0,1041000,1041000
0102670,Alabama,Perry County,9463000,3009000,3004000,15476000,0,431000,431000,8766000,4865000,2489000,16120000,0,429000,429000,10297000,6326000,2810000,19433000,0,341000,341000,10160000,7735000,3513000,21408000,0,327000,327000
0102700,Alabama,Phenix City,47818000,10174000,16091000,74083000,0,1499000,1499000,53103000,17000000,18864000,88967000,0,1553000,1553000,57598000,23986000,18698000,100282000,0,1530000,1530000,60490000,20643000,21328000,102461000,0,1490000,1490000
0102730,Alabama,Pickens County,17972000,3457000,5621000,27050000,0,694000,694000,18121000,5091000,5602000,28814000,0,701000,701000,19989000,7318000,6384000,33691000,0,675000,675000,20885000,7125000,6891000,34901000,0,646000,646000
0102760,Alabama,Piedmont City,7675000,1687000,2896000,12258000,32000,275000,307000,8996000,3076000,2885000,14957000,0,273000,273000,9159000,4287000,3557000,17003000,33000,195000,228000,9442000,2952000,3454000,15848000,0,241000,241000
0102790,Alabama,Pike County,15758000,3762000,7341000,26861000,0,607000,607000,NA,NA,NA,NA,NA,NA,NA,17354000,7534000,9347000,34235000,0,744000,744000,18349000,8149000,9836000,36334000,0,676000,676000
0102820,Alabama,Randolph County,14737000,3125000,6423000,24285000,35000,527000,562000,15294000,4339000,6187000,25820000,35000,555000,590000,15967000,6869000,6392000,29228000,35000,538000,573000,17587000,6681000,7239000,31507000,17000,512000,529000
0102850,Alabama,Roanoke City,9831000,2109000,3235000,15175000,0,336000,336000,NA,NA,NA,NA,NA,NA,NA,10599000,3651000,4288000,18538000,0,408000,408000,11471000,3643000,3840000,18954000,0,379000,379000
0102880,Alabama,Russell County,23720000,4790000,9000000,37510000,0,790000,790000,24251000,9072000,9098000,42421000,54000,807000,861000,26937000,11544000,10267000,48748000,0,900000,900000,31474000,12365000,11331000,55170000,0,829000,829000
0102910,Alabama,Russellville City,17530000,3793000,8469000,29792000,0,504000,504000,18436000,6899000,9640000,34975000,0,537000,537000,19367000,8446000,9303000,37116000,0,514000,514000,21385000,7127000,9716000,38228000,0,527000,527000
0102940,Alabama,Scottsboro City,16390000,2506000,9659000,28555000,0,690000,690000,16465000,3968000,11898000,32331000,0,806000,806000,17238000,6055000,12690000,35983000,0,833000,833000,19779000,4855000,11612000,36246000,0,651000,651000
0102970,Alabama,Selma City,20028000,7265000,6459000,33752000,0,881000,881000,19744000,9071000,6492000,35307000,10000,991000,1001000,20626000,11821000,7020000,39467000,0,1029000,1029000,21061000,17350000,8500000,46911000,0,846000,846000
0103000,Alabama,Sheffield City,6961000,2140000,4432000,13533000,0,314000,314000,6928000,3376000,4616000,14920000,0,326000,326000,7602000,4023000,5167000,16792000,0,323000,323000,9146000,3738000,5438000,18322000,126000,328000,454000
