dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23
0901200,Connecticut,3,3,East Haddam School District,996,4398000,930,4542000,960,4914000,977,5509000
0901230,Connecticut,3,3,East Hampton School District,1829,8598000,1810,8723000,1772,10484000,1756,11206000
0901260,Connecticut,3,3,East Hartford School District,6139,25732000,6001,27453000,5795,28238000,5808,32646000
0901290,Connecticut,3,3,East Haven School District,2871,12587000,2770,12644000,2838,12960000,2856,14300000
0901320,Connecticut,3,3,East Lyme School District,2611,12052000,2526,12939000,2543,14612000,2528,13221000
0901350,Connecticut,3,3,East Windsor School District,1059,7444000,1034,7326000,1018,8155000,1009,8508000
0901380,Connecticut,1,3,Eastford School District,150,824000,138,974000,142,920000,151,1012000
0901410,Connecticut,1,3,Easton School District,881,4315000,856,4531000,893,4746000,902,4326000
0901440,Connecticut,3,3,Ellington School District,2670,8173000,2619,8645000,2604,9840000,2552,10239000
0901470,Connecticut,3,3,Enfield School District,4687,19300000,4599,18496000,4518,17958000,4514,18278000
0901500,Connecticut,1,3,Essex School District,330,1298000,311,1179000,300,1385000,300,1656000
0901530,Connecticut,3,3,Fairfield School District,9407,53176000,9194,57114000,9097,58431000,9093,63792000
0901560,Connecticut,3,3,Farmington School District,4027,12952000,3971,13479000,4012,13701000,4024,15010000
0901590,Connecticut,1,3,Franklin School District,158,486000,163,589000,176,878000,186,556000
0901620,Connecticut,3,3,Glastonbury School District,5702,18156000,5623,20294000,5529,20281000,5486,22397000
0901680,Connecticut,3,3,Granby School District,1790,6304000,1719,6449000,1753,6702000,1725,8032000
0901710,Connecticut,3,3,Greenwich School District,8967,42487000,8730,46339000,8560,53850000,8469,57527000
0901740,Connecticut,3,3,Griswold School District,1765,6346000,1663,7914000,1712,9349000,1715,7929000
0901770,Connecticut,3,3,Groton School District,4227,19839000,4007,18575000,4048,19854000,4053,22006000
0901800,Connecticut,3,3,Guilford School District,3236,15392000,3075,16067000,3106,16365000,3124,17468000
0901860,Connecticut,3,3,Hamden School District,5079,36142000,4959,35835000,5043,38802000,5009,32772000
0901890,Connecticut,1,3,Hampton School District,90,493000,72,577000,73,580000,66,584000
0901920,Connecticut,3,3,Hartford School District,17358,99230000,16809,97442000,16364,98572000,15951,102294000
0901950,Connecticut,1,3,Hartland School District,157,584000,145,500000,139,555000,116,586000
0902010,Connecticut,1,3,Hebron School District,658,2483000,636,2372000,679,2706000,696,2967000
0902040,Connecticut,1,3,Kent School District,205,974000,207,1020000,212,1110000,194,1141000
0902070,Connecticut,3,3,Killingly School District,2346,10725000,2242,10072000,2267,10668000,2319,11598000
0902130,Connecticut,3,3,Lebanon School District,975,4592000,934,4462000,922,4510000,952,4514000
0902160,Connecticut,3,3,Ledyard School District,2403,8417000,2326,8876000,2426,10884000,2399,11766000
0902190,Connecticut,1,3,Lisbon School District,419,1807000,427,2051000,426,2189000,434,2465000
0902220,Connecticut,3,3,Litchfield School District,882,3391000,815,2485000,834,2494000,808,2942000
0902280,Connecticut,3,3,Madison School District,2567,13062000,2420,12818000,2386,12759000,2380,13572000
0902310,Connecticut,3,3,Manchester School District,5828,29982000,5703,26212000,5809,28938000,5786,27876000
0902340,Connecticut,1,3,Mansfield School District,1131,3749000,1037,4099000,996,4179000,1025,4181000
0902370,Connecticut,1,3,Marlborough School District,448,1567000,441,1672000,447,1634000,456,1517000
0902400,Connecticut,3,3,Meriden School District,7629,28610000,7583,29284000,7958,30175000,8028,32443000
0902490,Connecticut,3,3,Middletown School District,4447,23851000,4263,22879000,4317,24017000,4310,27136000
0902520,Connecticut,3,3,Milford School District,5521,29357000,5325,28503000,5313,28496000,5262,31952000
0902550,Connecticut,3,3,Monroe School District,3114,12029000,3160,11218000,3317,12802000,3367,13628000
0902580,Connecticut,3,3,Montville School District,1951,9938000,1866,9753000,1893,10567000,1900,11471000
0902640,Connecticut,3,3,Naugatuck School District,4172,17173000,4080,15515000,4118,17402000,4123,18714000
0902670,Connecticut,3,3,New Britain School District,9304,43718000,9051,45019000,8972,53485000,8841,57930000
0902700,Connecticut,3,3,New Canaan School District,4202,17553000,4215,17551000,4118,18237000,4149,19199000
0902730,Connecticut,3,3,New Fairfield School District,2171,8841000,2118,9496000,2110,10968000,2119,13116000
0902760,Connecticut,1,3,New Hartford School District,434,2040000,417,2295000,428,2446000,442,2658000
0902790,Connecticut,3,3,New Haven School District,19803,60705000,19215,60571000,18627,64555000,18290,69193000
0902820,Connecticut,3,3,New London School District,3384,13847000,3248,13924000,3021,15212000,2848,17233000
0902850,Connecticut,3,3,New Milford School District,3921,14636000,3705,14859000,3663,15492000,3639,17324000
0902880,Connecticut,3,3,Newington School District,3993,14831000,3950,14940000,3899,16601000,3911,18161000
0902910,Connecticut,3,3,Newtown School District,4071,17172000,3936,17546000,3931,17799000,3877,19284000
0902940,Connecticut,1,3,Norfolk School District,73,556000,80,564000,70,608000,66,639000
0902970,Connecticut,3,3,North Branford School District,1686,6020000,1600,6042000,1569,6477000,1521,6999000
0903000,Connecticut,1,3,North Canaan School District,253,1124000,248,1269000,234,1268000,238,1269000
0903030,Connecticut,3,3,North Haven School District,3147,12067000,3059,10423000,3135,13282000,3162,13146000
0903060,Connecticut,3,3,North Stonington School District,741,2437000,702,2434000,767,2561000,751,2831000
0903090,Connecticut,3,3,Norwalk School District,11610,49219000,11468,49398000,11356,50454000,11405,61433000
0903120,Connecticut,1,3,Norwich School District,3357,23113000,3196,20666000,3157,22947000,3217,25862000
0903180,Connecticut,3,3,Old Saybrook School District,1191,5238000,1070,5423000,1085,6158000,1065,6416000
0903210,Connecticut,1,3,Orange School District,1234,4178000,1232,4455000,1256,4541000,1280,4782000
0903240,Connecticut,3,3,Oxford School District,1699,7988000,1595,8099000,1678,9067000,1695,8916000
0903270,Connecticut,3,3,Plainfield School District,2144,8759000,1906,8414000,1862,9123000,1857,8331000
0903300,Connecticut,3,3,Plainville School District,2340,8269000,2245,8394000,2267,9514000,2272,9603000
0903330,Connecticut,3,3,Plymouth School District,1358,6475000,1288,6374000,1298,6835000,1292,7341000
0903360,Connecticut,1,3,Pomfret School District,382,1645000,336,1528000,359,1394000,370,1702000
0903390,Connecticut,3,3,Portland School District,1296,4699000,1266,5309000,1231,5512000,1232,6377000
0903420,Connecticut,1,3,Preston School District,433,2969000,400,3514000,423,3145000,436,3827000
0903480,Connecticut,3,3,Putnam School District,1154,5074000,1092,5327000,1121,5721000,1159,6134000
0903510,Connecticut,1,3,Redding School District,832,6461000,804,7373000,827,7375000,829,7674000
0903515,Connecticut,3,3,Regional School District 06,909,3921000,871,3903000,877,3702000,845,3799000
0903520,Connecticut,3,3,Regional School District 10,2225,8646000,2179,9204000,2153,9291000,2127,10449000
0903530,Connecticut,3,3,Regional School District 12,701,4240000,681,3541000,759,3966000,801,4252000
0903535,Connecticut,3,3,Regional School District 13,1494,7393000,1423,7377000,1341,8021000,1340,8753000
0903536,Connecticut,3,3,Regional School District 14,1583,7208000,1575,7121000,1584,7906000,1607,8735000
0903537,Connecticut,3,3,Regional School District 15,3642,19599000,3482,18366000,3508,22713000,3431,24862000
0903538,Connecticut,3,3,Regional School District 16,2068,8054000,1988,8024000,1964,8405000,1949,8336000
0903539,Connecticut,3,3,Regional School District 17,1940,9340000,1831,8886000,1770,9623000,1801,9494000
0903540,Connecticut,3,3,Regional School District 18,1287,6911000,1281,6790000,1294,7165000,1286,7013000
0903570,Connecticut,2,3,Regional School District 11,203,937000,201,886000,207,812000,220,1536000
0903600,Connecticut,2,3,Regional School District 01,356,2233000,315,2332000,339,1541000,319,2658000
0903630,Connecticut,2,3,Regional School District 04,840,3777000,817,2599000,791,3974000,727,4014000
0903660,Connecticut,2,3,Regional School District 05,2160,7945000,2151,8551000,2105,8691000,2040,8665000
0903720,Connecticut,2,3,Regional School District 07,945,4542000,904,4572000,830,4446000,807,5418000
0903750,Connecticut,2,3,Regional School District 08,1391,6454000,1276,6573000,1198,7037000,1188,7131000
0903780,Connecticut,2,3,Regional School District 09,855,4619000,827,4595000,813,5004000,768,5835000
0903810,Connecticut,3,3,Ridgefield School District,4630,18567000,4481,19671000,4472,22056000,4465,23198000
0903840,Connecticut,3,3,Rocky Hill School District,2693,8709000,2629,8863000,2525,9342000,2535,10342000
0903900,Connecticut,1,3,Salem School District,415,2084000,384,2026000,386,2312000,397,2221000
0903930,Connecticut,1,3,Salisbury School District,284,1381000,310,1456000,303,1768000,296,1860000
0903960,Connecticut,1,3,Scotland School District,106,506000,88,461000,101,580000,96,455000
0903990,Connecticut,3,3,Seymour School District,2160,7706000,2093,7905000,2058,7951000,2123,8494000
0904020,Connecticut,1,3,Sharon School District,103,547000,112,510000,96,587000,97,556000
0904050,Connecticut,3,3,Shelton School District,4578,16925000,4300,17167000,4312,19538000,4374,18989000
0904080,Connecticut,1,3,Sherman School District,274,1388000,250,1575000,261,1461000,264,1592000
0904110,Connecticut,3,3,Simsbury School District,4031,17445000,3961,18393000,4027,19143000,4054,20752000
0904140,Connecticut,3,3,Somers School District,1349,4623000,1301,4851000,1339,5508000,1337,6321000
0904170,Connecticut,3,3,South Windsor School District,4420,16819000,4437,16451000,4634,18154000,4748,18965000
0904230,Connecticut,3,3,Southington School District,6145,27689000,5984,28821000,6021,30965000,6087,33624000
0904260,Connecticut,1,3,Sprague School District,272,1347000,248,1443000,279,1555000,270,1596000
0904290,Connecticut,3,3,Stafford School District,1448,6361000,1336,6481000,1375,6672000,1390,6830000
0904320,Connecticut,3,3,Stamford School District,16113,73725000,15823,77036000,15631,83253000,15640,91759000
0904350,Connecticut,1,3,Sterling School District,360,1870000,307,1850000,329,1902000,315,1987000
0904380,Connecticut,3,3,Stonington School District,1948,10422000,1872,9936000,1797,10104000,1769,10239000
0904440,Connecticut,3,3,Stratford School District,6632,30343000,6468,31474000,6616,34575000,6511,34071000
0904470,Connecticut,3,3,Suffield School District,2109,7954000,2057,7701000,2031,7696000,2027,8016000
0904500,Connecticut,3,3,Thomaston School District,831,3404000,806,3699000,824,3834000,799,4109000
0904530,Connecticut,3,3,Thompson School District,974,5072000,954,5045000,935,5357000,901,5038000
0904560,Connecticut,3,3,Tolland School District,2323,10539000,2253,9647000,2206,11028000,2277,11074000
0904590,Connecticut,3,3,Torrington School District,3723,21574000,3572,18237000,3722,18421000,3731,17963000
0904620,Connecticut,3,3,Trumbull School District,6514,25273000,6470,24709000,6600,28054000,6613,30047000
0904680,Connecticut,3,3,Vernon School District,3096,11635000,2995,12333000,3137,11791000,3103,15366000
0904710,Connecticut,1,3,Voluntown School District,261,1261000,245,1196000,246,1335000,248,1318000
0904740,Connecticut,3,3,Wallingford School District,5526,25500000,5316,26036000,5206,29575000,5193,30389000
0904830,Connecticut,3,3,Waterbury School District,17157,65126000,16852,64113000,16369,65789000,17131,69957000
0904860,Connecticut,3,3,Waterford School District,2385,13006000,2281,12721000,2246,14128000,2222,13995000
0904890,Connecticut,3,3,Watertown School District,2701,13713000,2609,14138000,2572,14823000,2566,16487000
0904920,Connecticut,3,3,West Hartford School District,9282,43421000,8951,46885000,8930,53043000,8982,55600000
0904950,Connecticut,3,3,West Haven School District,5684,27403000,5586,26553000,5678,25432000,5832,27516000
0904980,Connecticut,3,3,Westbrook School District,664,4413000,645,4854000,628,4715000,613,4656000
0905010,Connecticut,3,3,Weston School District,2281,11961000,2266,12159000,2226,12957000,2182,13896000
0905040,Connecticut,3,3,Westport School District,5226,23642000,5247,25766000,5207,29177000,5271,30702000
0905070,Connecticut,3,3,Wethersfield School District,3550,13400000,3509,14224000,3547,14235000,3562,13920000
0905100,Connecticut,1,3,Willington School District,438,2473000,397,2468000,385,2402000,398,2468000
0905130,Connecticut,3,3,Wilton School District,3826,22310000,3679,22155000,3706,23001000,3737,24817000
0905160,Connecticut,1,3,Winchester School District,557,5049000,535,5199000,559,5435000,594,4810000
0905190,Connecticut,3,3,Windham School District,3045,11681000,3002,14058000,2921,15933000,2901,19586000
0905220,Connecticut,3,3,Windsor School District,3269,19473000,3239,18459000,3202,22141000,3251,24438000
0905250,Connecticut,3,3,Windsor Locks School District,1528,7858000,1455,7457000,1442,9357000,1468,9869000
0905280,Connecticut,3,3,Wolcott School District,2174,6829000,2138,6974000,2138,7344000,2109,8538000
0905310,Connecticut,1,3,Woodbridge School District,838,3474000,816,3268000,845,3598000,847,4256000
0905370,Connecticut,1,3,Woodstock School District,816,3137000,789,3216000,790,2905000,773,3395000
1100030,District of Columbia,3,3,District of Columbia Public Schools,50488,162799000,49388,168649000,48635,167262000,49687,230055000
1300001,Georgia,3,3,Troup County,12127,11031000,12160,12028000,12139,13905000,12280,14477000
1300060,Georgia,3,3,Appling County,3567,5886000,3469,6378000,3483,6846000,3463,7275000
1300090,Georgia,3,3,Atkinson County,1707,2124000,1648,2141000,1610,1116000,1630,1192000
1300120,Georgia,3,2,Atlanta Public Schools,52416,79437000,51012,84291000,49994,73727000,50325,85153000
1300150,Georgia,3,3,Bacon County,2110,3477000,2077,3603000,2119,3700000,2128,3925000
1300180,Georgia,3,3,Baker County,268,714000,286,587000,305,662000,300,623000
1300210,Georgia,3,3,Baldwin County,5027,7142000,4979,7100000,4856,7466000,4693,8165000
1300240,Georgia,3,3,Banks County,2750,5279000,2741,4997000,2813,5147000,2843,5408000
1300290,Georgia,3,3,Barrow County,14272,17833000,14078,17931000,14355,17112000,14882,18517000
1300330,Georgia,3,3,Bartow County,13421,21442000,13339,21497000,13607,22275000,13806,24870000
1300360,Georgia,3,3,Ben Hill County,3065,4730000,3007,4695000,3066,2667000,3003,3971000
1300390,Georgia,3,2,Berrien County,3180,3103000,3017,3217000,2995,1778000,3074,2095000
1300420,Georgia,3,2,Bibb County,21812,27733000,21373,28029000,21159,29471000,21392,31833000
1300440,Georgia,3,3,Bleckley County,2550,3602000,2545,3597000,2604,3715000,2605,3983000
1300480,Georgia,3,3,Brantley County,3455,3893000,3404,4136000,3381,4243000,3403,4628000
1300510,Georgia,3,3,Bremen City,2307,2378000,2287,2379000,2350,2218000,2355,2641000
1300540,Georgia,3,3,Brooks County,2184,2261000,2188,2145000,2114,2340000,2141,2861000
1300570,Georgia,3,3,Bryan County,9750,11272000,9716,12210000,10078,12451000,10221,13577000
1300600,Georgia,3,3,Buford City,5177,4227000,5468,4311000,5759,5057000,5847,5939000
1300630,Georgia,3,3,Bulloch County,10902,14476000,10909,14681000,11010,14492000,11050,18341000
1300660,Georgia,3,3,Burke County,4255,5128000,4192,5299000,4098,5384000,3990,6093000
1300690,Georgia,3,3,Butts County,3516,3161000,3428,3380000,3519,3695000,3564,3839000
1300720,Georgia,3,3,Calhoun City,4212,4117000,4191,4206000,4175,3230000,4135,3787000
1300750,Georgia,3,3,Calhoun County,535,795000,478,665000,470,655000,467,510000
1300780,Georgia,3,3,Camden County,9277,10739000,9127,11535000,9298,13395000,9523,15353000
1300810,Georgia,3,3,Candler County,2227,2554000,2216,2368000,2186,2612000,2201,2760000
1300840,Georgia,3,3,Carroll County,15005,20831000,14994,20386000,15345,21590000,15981,23654000
1300870,Georgia,3,3,Carrollton City,5441,5596000,5384,5558000,5495,4924000,5612,5775000
1300900,Georgia,3,3,Cartersville City,4671,5106000,4578,5390000,4477,4286000,4497,5387000
1300930,Georgia,3,3,Catoosa County,10770,19742000,10537,19601000,10613,19863000,10426,22834000
1300990,Georgia,3,3,Charlton County,1689,1852000,1656,1994000,1679,1973000,1686,2484000
1301020,Georgia,3,2,Savannah-Chatham County,37456,57645000,36502,55857000,35925,59524000,36326,66262000
1301050,Georgia,3,3,Chattahoochee County,930,1154000,870,1150000,956,1275000,970,1326000
1301080,Georgia,3,3,Chattooga County,2696,4818000,2606,4622000,2537,4372000,2575,4668000
1301110,Georgia,3,3,Cherokee County,42766,67839000,41373,66953000,42049,71098000,41891,76529000
1301140,Georgia,3,3,Chickamauga City,1283,987000,1263,998000,1267,1050000,1277,1218000
1301170,Georgia,3,3,Clarke County,13298,26199000,12507,26486000,12556,22280000,12340,25110000
1301200,Georgia,1,3,Clay County,223,246000,204,284000,201,370000,200,352000
1301230,Georgia,3,2,Clayton County,54424,60743000,52149,66581000,52335,68516000,52186,84424000
1301260,Georgia,3,3,Clinch County,1336,1651000,1310,1660000,1254,1779000,1251,1907000
1301290,Georgia,3,2,Cobb County,112097,178653000,107379,183396000,106970,191378000,106703,212519000
1301350,Georgia,3,3,Coffee County,7769,8492000,7562,8613000,7569,8782000,7538,9434000
1301380,Georgia,3,3,Colquitt County,9447,13282000,9073,13383000,8997,12971000,8830,14185000
1301410,Georgia,3,3,Columbia County,28248,28628000,28266,30383000,28683,32249000,29025,36092000
1301440,Georgia,3,3,Commerce City,1699,1830000,1721,2166000,1757,2355000,1785,2682000
1301470,Georgia,3,3,Cook County,3170,3088000,3129,3241000,3089,3126000,3096,4005000
1301500,Georgia,3,3,Coweta County,22855,28343000,22241,28268000,22694,26917000,23200,32862000
1301530,Georgia,3,3,Crawford County,1693,2482000,1643,2490000,1612,2791000,1562,2963000
1301560,Georgia,3,3,Crisp County,3922,4920000,3770,4873000,3687,4940000,3575,5649000
1301590,Georgia,3,3,Dade County,2199,3300000,2101,3509000,2025,3606000,2063,3655000
1301620,Georgia,3,3,Dalton Public Schools,7883,9989000,7783,10002000,7717,11265000,7675,12192000
1301650,Georgia,3,3,Dawson County,3640,6608000,3693,5989000,3828,6848000,3906,8080000
1301680,Georgia,3,3,City Schools of Decatur,5874,8300000,5792,9149000,5637,8891000,5655,9630000
1301710,Georgia,3,3,Decatur County,4732,4882000,4469,4853000,4433,5007000,4310,5266000
1301740,Georgia,3,2,DeKalb County,98800,180214000,93470,177718000,93473,173520000,92368,182408000
1301770,Georgia,3,3,Dodge County,3060,4811000,2955,4564000,2861,4387000,2785,5112000
1301800,Georgia,3,3,Dooly County,1225,936000,1185,1078000,1126,1012000,1110,1215000
1301830,Georgia,3,3,Dougherty County,13882,14327000,13323,13599000,13049,6678000,13043,6918000
1301860,Georgia,3,2,Douglas County,26663,37032000,25884,36539000,25890,38758000,25802,40041000
1301870,Georgia,3,3,Dublin City,2296,2670000,2298,2754000,2336,2995000,2288,2948000
1301890,Georgia,3,3,Laurens County,6598,8159000,6389,7923000,6418,8004000,6424,9161000
1301920,Georgia,3,3,Early County,1945,2660000,1787,2863000,1709,3047000,1668,3087000
1301950,Georgia,3,3,Echols County,861,858000,860,875000,874,269000,891,282000
1301980,Georgia,3,3,Effingham County,12966,16340000,13023,17410000,13585,18298000,14047,23237000
1302010,Georgia,3,3,Elbert County,3068,3840000,3011,4225000,3030,4527000,3066,4816000
1302040,Georgia,3,3,Emanuel County,4181,5353000,4077,5106000,3988,5495000,4059,5547000
1302070,Georgia,3,3,Evans County,1933,1895000,1870,2300000,1826,2376000,1818,1419000
1302100,Georgia,3,3,Fannin County,2919,5844000,2870,5844000,2819,6380000,2799,6662000
1302130,Georgia,3,3,Fayette County,20538,29786000,19912,30012000,19941,31662000,20070,36519000
1302190,Georgia,3,3,Floyd County,9539,15324000,9261,14736000,8993,15611000,8925,17160000
1302220,Georgia,3,3,Forsyth County,50544,77312000,51152,78512000,52757,85708000,54077,98796000
1302250,Georgia,3,3,Franklin County,3604,5498000,3555,5473000,3626,4975000,3619,6409000
1302280,Georgia,3,2,Fulton County,93897,151424000,90300,149064000,90355,145148000,89935,160811000
1302310,Georgia,3,3,Gainesville City,8079,6201000,7714,7848000,7799,8811000,7974,9058000
1302340,Georgia,3,3,Gilmer County,4189,5359000,4111,5352000,4130,5578000,4113,6493000
1302370,Georgia,3,3,Glascock County,557,723000,569,738000,585,889000,573,1076000
1302400,Georgia,3,3,Glynn County,13287,22172000,12793,21514000,12820,22856000,12844,25125000
1302430,Georgia,3,3,Gordon County,6612,8935000,6332,8740000,6418,8938000,6421,9632000
1302460,Georgia,3,2,Grady County,4676,4380000,4537,4114000,4484,4206000,4405,4714000
1302490,Georgia,3,2,Greene County,2650,4392000,2590,4502000,2545,4975000,2589,5375000
1302520,Georgia,3,3,Griffin-Spalding County,10207,10637000,9667,10544000,9540,7741000,9563,9338000
1302550,Georgia,3,2,Gwinnett County,180589,289902000,177401,288875000,179581,319370000,181814,352337000
1302580,Georgia,3,3,Habersham County,7006,11575000,6843,11555000,7068,13329000,7204,16077000
1302610,Georgia,3,3,Hall County,27135,38186000,26914,37297000,27105,40845000,27328,44977000
1302640,Georgia,3,3,Hancock County,783,1171000,785,1137000,726,1078000,703,1065000
1302670,Georgia,3,3,Haralson County,3345,5306000,3275,5096000,3350,5406000,3429,6070000
1302700,Georgia,3,3,Harris County,5552,5775000,5486,6012000,5489,6619000,5645,7453000
1302730,Georgia,3,3,Hart County,3559,4462000,3492,4796000,3623,5472000,3656,5544000
1302790,Georgia,3,3,Heard County,2111,2702000,2099,2558000,2207,2692000,2195,3040000
1302820,Georgia,3,3,Henry County,43009,59754000,42388,59188000,42792,61182000,43417,65452000
1302880,Georgia,3,3,Houston County,30221,42437000,29681,43679000,30243,47648000,30631,51691000
1302910,Georgia,3,3,Irwin County,1695,2350000,1652,2252000,1617,2472000,1622,2786000
1302940,Georgia,3,3,Jackson County,8305,12582000,8512,12966000,9140,13754000,9918,17302000
1302970,Georgia,3,3,Jasper County,2412,2297000,2373,2546000,2364,2809000,2573,3218000
1303000,Georgia,3,3,Jeff Davis County,3084,3050000,3069,3361000,3074,3543000,3075,3985000
1303030,Georgia,3,3,Jefferson City,4003,4563000,3960,4283000,4109,4372000,4166,5263000
1303060,Georgia,3,3,Jefferson County,2382,3389000,2286,3383000,2149,3637000,2059,3766000
1303090,Georgia,3,3,Jenkins County,1133,1325000,1114,1392000,1166,1463000,1146,1546000
1303120,Georgia,3,3,Johnson County,1096,1121000,1060,1154000,1020,1246000,1009,1370000
1303150,Georgia,3,3,Jones County,5291,6681000,5118,7210000,5121,8010000,5157,8485000
1303210,Georgia,3,3,Lamar County,2687,2945000,2705,2365000,2773,3010000,2820,3265000
1303240,Georgia,3,3,Lanier County,1710,2221000,1709,2346000,1737,1870000,1722,1857000
1303270,Georgia,3,3,Lee County,6632,8026000,6369,8382000,6310,8867000,6333,9822000
1303300,Georgia,3,3,Liberty County,10092,13567000,10099,13180000,10418,13891000,10610,14909000
1303330,Georgia,3,3,Lincoln County,1117,1447000,1136,1494000,1174,1579000,1231,1888000
1303360,Georgia,3,3,Long County,3876,4559000,3887,4535000,4099,3836000,4343,3939000
1303390,Georgia,3,3,Lowndes County,10848,12897000,10590,13184000,10645,13620000,10728,14736000
1303420,Georgia,3,3,Lumpkin County,3854,6391000,3733,6272000,3750,6758000,3749,7136000
1303450,Georgia,3,3,Macon County,1190,1104000,1147,1012000,1155,1148000,1114,1087000
1303480,Georgia,3,3,Madison County,4996,8392000,4971,12172000,4944,5786000,5077,6387000
1303510,Georgia,3,3,Marietta City,8877,12334000,8599,12400000,8690,10945000,8711,12727000
1303540,Georgia,3,3,Marion County,1367,1264000,1268,1187000,1296,1053000,1279,1163000
1303570,Georgia,3,3,McDuffie County,3635,4982000,3477,5166000,3334,5317000,3272,6038000
1303600,Georgia,3,3,McIntosh County,1328,1828000,1264,1620000,1263,1806000,1333,1980000
1303630,Georgia,3,3,Meriwether County,2480,3844000,2307,3798000,2369,4088000,2323,4172000
1303660,Georgia,3,3,Miller County,868,990000,777,1209000,740,846000,735,736000
1303690,Georgia,3,2,Mitchell County,1332,1839000,1308,1662000,1250,426000,1304,54000
1303720,Georgia,3,3,Monroe County,4152,5751000,4188,6205000,4305,6964000,4511,6862000
1303750,Georgia,3,3,Montgomery County,882,1039000,916,1133000,943,1073000,951,1200000
1303780,Georgia,3,3,Morgan County,3196,5016000,3242,5180000,3380,5417000,3514,5437000
1303840,Georgia,3,3,Murray County,7216,8992000,6886,8776000,6874,9092000,6903,9863000
1303870,Georgia,3,2,Muscogee County,31733,53812000,30757,48083000,30085,45738000,29818,51573000
1303930,Georgia,3,3,Newton County,19579,31643000,18766,30802000,18785,31659000,18661,35086000
1303960,Georgia,3,3,Oconee County,8140,8605000,8224,8692000,8423,9090000,8531,10429000
1303990,Georgia,3,3,Oglethorpe County,2131,3387000,2135,3393000,2179,2278000,2211,2509000
1304020,Georgia,3,3,Paulding County,30496,38445000,29966,38769000,31129,44457000,31518,50884000
1304050,Georgia,3,3,Peach County,3693,4325000,3644,4652000,3754,4711000,3866,5696000
1304080,Georgia,3,3,Pelham City,1429,2217000,1382,1927000,1387,2173000,1387,2596000
1304110,Georgia,3,3,Pickens County,4333,7511000,4193,7722000,4120,7308000,4124,8018000
1304140,Georgia,3,3,Pierce County,3610,4165000,3569,4365000,3566,4634000,3637,4820000
1304170,Georgia,3,3,Pike County,3370,3314000,3409,3349000,3498,3527000,3584,4295000
1304200,Georgia,3,3,Polk County,8054,9693000,7746,9950000,7854,9892000,7878,11230000
1304220,Georgia,3,3,Pulaski County,1348,1580000,1280,1579000,1234,1710000,1330,1876000
1304260,Georgia,3,3,Putnam County,3006,5011000,3022,4748000,2968,5202000,2978,5478000
1304290,Georgia,3,3,Quitman County,300,507000,287,482000,267,437000,317,649000
1304320,Georgia,3,3,Rabun County,2293,3879000,2180,3953000,2247,4004000,2270,4358000
1304350,Georgia,3,3,Randolph County,819,1250000,784,1070000,715,568000,642,379000
1304380,Georgia,3,3,Richmond County,30666,28431000,29042,28826000,29470,31418000,29589,34202000
1304410,Georgia,3,3,Rockdale County,16565,19931000,15692,20988000,15601,22390000,15734,24978000
1304440,Georgia,3,3,Rome City,6452,7955000,6319,8041000,6549,9051000,6573,10482000
1304470,Georgia,3,3,Schley County,1291,1271000,1254,1314000,1262,1381000,1231,1553000
1304500,Georgia,3,3,Screven County,2285,3033000,2142,2969000,2069,3118000,2048,3343000
1304530,Georgia,3,3,Seminole County,1350,1894000,1314,1549000,1320,1700000,1340,2013000
1304540,Georgia,3,3,Social Circle City,1798,2401000,1848,2358000,1942,2508000,1941,2810000
1304560,Georgia,3,3,Stephens County,3984,7653000,3931,7515000,3835,6566000,3840,6471000
1304590,Georgia,3,3,Stewart County,430,857000,422,853000,416,1036000,407,1035000
1304620,Georgia,3,2,Sumter County,4416,5505000,3679,4468000,3620,5015000,3630,5403000
1304650,Georgia,3,3,Talbot County,463,828000,462,692000,417,674000,408,649000
1304770,Georgia,3,3,Tattnall County,3783,4211000,3712,4285000,3604,2352000,3591,2694000
1304800,Georgia,3,3,Taylor County,1395,1864000,1320,1909000,1268,1829000,1229,2030000
1304830,Georgia,3,3,Telfair County,1694,2196000,1627,2361000,1606,1652000,1586,1767000
1304860,Georgia,3,3,Terrell County,1218,1602000,1173,1443000,1044,483000,1035,642000
1304890,Georgia,3,2,Thomas County,5832,10124000,5853,10698000,5782,11126000,5727,12785000
1304950,Georgia,3,3,Thomasville City,2796,3666000,2738,3718000,2788,2554000,2800,2568000
1304980,Georgia,3,3,Tift County,7891,7989000,7777,8279000,7623,8645000,7661,9698000
1305040,Georgia,3,3,Toombs County,2992,4204000,2889,4284000,2955,4524000,3019,5247000
1305070,Georgia,3,3,Towns County,935,1761000,944,1792000,1024,1958000,1002,2156000
1305100,Georgia,3,3,Treutlen County,1112,1468000,1098,1488000,1066,1566000,1020,1728000
1305130,Georgia,3,3,Trion City,1376,1433000,1302,1429000,1348,1553000,1327,1841000
1305190,Georgia,3,3,Turner County,1198,1886000,1167,1822000,1156,2083000,1189,2195000
1305220,Georgia,3,3,Twiggs County,785,1020000,721,950000,717,1098000,717,1232000
1305250,Georgia,3,3,Union County,2868,5514000,2905,4888000,3007,6198000,3024,6648000
1305280,Georgia,3,3,Thomaston-Upson County,4144,6162000,4044,5677000,4049,6323000,4060,7793000
