dist_id,state,schlev,agchrt,district,current_sped_exp_fy20_adjusted,state_sped_rev_fy20_adjusted,federal_sped_rev_fy20_adjusted,state_fed_sped_rev_fy20_adjusted,sped_enroll_fy20,current_sped_exp_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy23,state_sped_pp_funding_fy20,federal_sped_pp_funding_fy20,state_fed_sped_pp_funding_fy20,total_sped_pp_expenditure_fy20,state_sped_pp_funding_fy23,federal_sped_pp_funding_fy23,state_fed_sped_pp_funding_fy23,total_sped_pp_expenditure_fy23,local_sped_pp_obligation_fy20,local_sped_pp_obligation_fy23,local_sped_pp_obligation_diff
0901350,Connecticut,3,3,East Windsor School District,8672624.756,1436505.417,291262.25,1727767.667,225,8508000,1213000,631000,1844000,213,6384.468519999999,1294.4988888888888,7678.967408888889,38544.99891555555,5694.835680751174,2962.4413145539907,8657.276995305165,39943.66197183099,30866.031506666663,31286.384976525824,420.3534698591611
0901380,Connecticut,1,3,Eastford School District,960000.376,307572.936,47767.009,355339.945,39,1012000,310000,65000,375000,28,7886.4855384615385,1224.7951025641025,9111.280641025642,24615.394256410258,11071.42857142857,2321.4285714285716,13392.857142857143,36142.857142857145,15504.113615384616,22750,7245.886384615384
0901410,Connecticut,1,3,Easton School District,5027186.435,193398.134,230679.702,424077.836,142,4326000,174000,257000,431000,106,1361.958690140845,1624.5049436619718,2986.463633802817,35402.72137323943,1641.5094339622642,2424.5283018867926,4066.0377358490564,40811.32075471698,32416.257739436613,36745.28301886792,4329.025279431309
0901440,Connecticut,3,3,Ellington School District,9521945.477,2154175.601,500971.07,2655146.671,375,10239000,2188000,534000,2722000,388,5744.4682693333325,1335.9228533333333,7080.391122666667,25391.854605333334,5639.1752577319585,1376.2886597938145,7015.4639175257735,26389.17525773196,18311.463482666666,19373.711340206188,1062.2478575395216
0901470,Connecticut,3,3,Enfield School District,22485445.7,6827187.14,1492427.769,8319614.909,980,18278000,6179000,1781000,7960000,907,6966.517489795918,1522.8854785714286,8489.402968367347,22944.332346938776,6812.568908489526,1963.6163175303197,8776.185226019845,20152.14994487321,14454.929378571429,11375.964718853365,-3078.9646597180636
0901500,Connecticut,1,3,Essex School District,1512233.602,140970.929,0,140970.929,50,1656000,221000,0,221000,48,2819.41858,0,2819.41858,30244.672039999998,4604.166666666667,0,4604.166666666667,34500,27425.253459999996,29895.833333333332,2470.579873333336
0901530,Connecticut,3,3,Fairfield School District,61952645.624,6166604.357,3065243.919,9231848.276,1464,63792000,4201000,2523000,6724000,1555,4212.161446038252,2093.7458463114754,6305.907292349727,42317.38089071038,2701.6077170418007,1622.508038585209,4324.11575562701,41023.79421221865,36011.47359836065,36699.67845659164,688.2048582309872
0901560,Connecticut,3,3,Farmington School District,15089714.648,1401553.947,853980.917,2255534.864,518,15010000,1306000,1132000,2438000,512,2705.7026003861,1648.611808880309,4354.31440926641,29130.72325868726,2550.78125,2210.9375,4761.71875,29316.40625,24776.408849420848,24554.6875,-221.72134942084813
0901590,Connecticut,1,3,Franklin School District,566213.814,161941.811,46601.96,208543.771,15,556000,151000,62000,213000,21,10796.120733333333,3106.7973333333334,13902.918066666667,37747.5876,7190.476190476191,2952.3809523809523,10142.857142857143,26476.190476190477,23844.669533333334,16333.333333333334,-7511.3362
0901620,Connecticut,3,3,Glastonbury School District,21152629.644,3751457.78,1375922.869,5127380.649,709,22397000,3249000,1388000,4637000,623,5291.1957404795485,1940.6528476727785,7231.8485881523275,29834.456479548662,5215.088282504013,2227.9293739967898,7443.017656500802,35950.24077046549,22602.607891396336,28507.22311396469,5904.6152225683545
0901680,Connecticut,3,3,Granby School District,7344468.896,1412039.388,386796.268,1798835.656,275,8032000,1657000,475000,2132000,263,5134.688683636364,1406.5318836363635,6541.220567272727,26707.15962181818,6300.380228136883,1806.083650190114,8106.463878326997,30539.923954372625,20165.93905454545,22433.46007604563,2267.521021500179
0901710,Connecticut,3,3,Greenwich School District,49499436.863,1160388.804,3432234.354,4592623.158,1131,57527000,1735000,2954000,4689000,1196,1025.9847957559682,3034.689968169761,4060.674763925729,43766.08033863837,1450.6688963210702,2469.8996655518395,3920.56856187291,48099.4983277592,39705.40557471264,44178.929765886285,4473.524191173645
0901740,Connecticut,3,3,Griswold School District,7393400.954,3280777.984,453204.061,3733982.045,299,7929000,3332000,318000,3650000,278,10972.501618729097,1515.73264548495,12488.234264214047,24727.093491638796,11985.611510791367,1143.8848920863309,13129.496402877698,28521.58273381295,12238.85922742475,15392.086330935252,3153.2271035105023
0901770,Connecticut,3,3,Groton School District,23113407.111,7365439.778,1339806.35,8705246.128,855,22006000,6132000,1627000,7759000,740,8614.549447953217,1567.024970760234,10181.574418713451,27033.22469122807,8286.486486486487,2198.6486486486488,10485.135135135135,29737.837837837837,16851.65027251462,19252.7027027027,2401.0524301880796
0901800,Connecticut,3,3,Guilford School District,17932434.208,2017864.868,872621.701,2890486.569,386,17468000,1186000,867000,2053000,416,5227.629191709844,2260.677981865285,7488.30717357513,46457.083440414506,2850.9615384615386,2084.1346153846152,4935.096153846154,41990.38461538462,38968.77626683938,37055.28846153846,-1913.487805300916
0901860,Connecticut,3,3,Hamden School District,42107200.958,11726218.185,2049321.191,13775539.376,1197,32772000,10783000,2815000,13598000,1132,9796.339335839599,1712.0477786131999,11508.387114452798,35177.27732497911,9525.618374558304,2486.749116607774,12012.367491166078,28950.53003533569,23668.890210526315,16938.162544169612,-6730.727666356703
0901890,Connecticut,1,3,Hampton School District,574369.157,257475.829,46601.96,304077.789,15,584000,210000,51000,261000,13,17165.055266666666,3106.7973333333334,20271.8526,38291.27713333334,16153.846153846154,3923.076923076923,20076.923076923078,44923.07692307692,18019.42453333334,24846.153846153844,6826.729312820506
0901920,Connecticut,3,3,Hartford School District,115607812.27,55519245.046,7366604.827,62885849.873,4402,102294000,42854000,6359000,49213000,3883,12612.27738437074,1673.4677026351658,14285.745087005907,26262.565258973194,11036.31212979655,1637.651300540819,12673.963430337368,26344.06386814319,11976.820171967287,13670.10043780582,1693.2802658385335
0902010,Connecticut,1,3,Hebron School District,2892816.667,819029.447,144466.076,963495.523,88,2967000,810000,287000,1097000,74,9307.152806818181,1641.6599545454546,10948.812761363637,32872.91667045454,10945.945945945947,3878.3783783783783,14824.324324324325,40094.59459459459,21924.103909090903,25270.270270270266,3346.166361179363
0902040,Connecticut,1,3,Kent School District,1134757.726,20970.882,0,20970.882,20,1141000,21000,0,21000,22,1048.5441,0,1048.5441,56737.8863,954.5454545454545,0,954.5454545454545,51863.63636363636,55689.3422,50909.090909090904,-4780.251290909095
0902070,Connecticut,3,3,Killingly School District,12495150.525,3527768.372,914563.465,4442331.837,455,11598000,3424000,791000,4215000,452,7753.337081318681,2010.0295934065932,9763.366674725276,27461.869285714285,7575.221238938053,1750,9325.221238938053,25659.29203539823,17698.50261098901,16334.070796460177,-1364.4318145288325
0902130,Connecticut,3,3,Lebanon School District,5349905.008,1238447.087,237669.996,1476117.083,157,4514000,742000,325000,1067000,130,7888.198006369427,1513.8216305732485,9402.019636942676,34075.82807643312,5707.692307692308,2500,8207.692307692309,34723.07692307692,24673.808439490444,26515.384615384613,1841.5761758941699
0902160,Connecticut,3,3,Ledyard School District,9806217.433,3235341.073,563883.716,3799224.789,457,11766000,2891000,796000,3687000,406,7079.520947483588,1233.881216630197,8313.402164113786,21457.806199124727,7120.689655172414,1960.5911330049262,9081.28078817734,28980.295566502464,13144.40403501094,19899.014778325123,6754.610743314182
0902190,Connecticut,1,3,Lisbon School District,2105243.543,714175.037,118834.998,833010.035,87,2465000,748000,216000,964000,102,8208.908471264367,1365.9195172413795,9574.827988505747,24198.201643678163,7333.333333333333,2117.6470588235293,9450.980392156862,24166.666666666668,14623.373655172416,14715.686274509806,92.31261933739006
0902220,Connecticut,3,3,Litchfield School District,3950681.159,829514.888,320388.475,1149903.363,155,2942000,686000,606000,1292000,146,5351.70895483871,2067.0224193548383,7418.731374193548,25488.265541935485,4698.630136986301,4150.684931506849,8849.315068493152,20150.68493150685,18069.53416774194,11301.369863013699,-6768.16430472824
0902280,Connecticut,3,3,Madison School District,15217870.038,1238447.087,693204.155,1931651.242,404,13572000,968000,572000,1540000,378,3065.4630866336634,1715.8518688118813,4781.314955445545,37667.99514356436,2560.846560846561,1513.2275132275133,4074.074074074074,35904.76190476191,32886.680188118815,31830.687830687835,-1055.9923574309796
0902310,Connecticut,3,3,Manchester School District,34930499.118,9216702.639,2177476.581,11394179.22,1247,27876000,9125000,2250000,11375000,1158,7391.1007530072175,1746.1720777866879,9137.272830793905,28011.62719967923,7879.965457685665,1943.0051813471503,9822.970639032816,24072.53886010363,18874.354368885324,14249.568221070813,-4624.786147814511
0902340,Connecticut,1,3,Mansfield School District,4367768.701,2372039.764,333204.014,2705243.778,148,4181000,2081000,313000,2394000,138,16027.295702702702,2251.378472972973,18278.674175675675,29511.950682432434,15079.710144927536,2268.1159420289855,17347.82608695652,30297.101449275364,11233.27650675676,12949.275362318844,1715.998855562084
0902370,Connecticut,1,3,Marlborough School District,1825631.783,575534.206,118834.998,694369.204,54,1517000,458000,200000,658000,50,10658.040851851852,2200.648111111111,12858.688962962964,33807.99598148148,9160,4000,13160,30340,20949.307018518513,17180,-3769.3070185185134
0902400,Connecticut,3,3,Meriden School District,33332051.89,13360781.932,2707573.876,16068355.808,1834,32443000,12331000,2903000,15234000,1718,7285.050126499455,1476.3216335877864,8761.37176008724,18174.51029989095,7177.532013969732,1689.755529685681,8867.287543655413,18884.167636786962,9413.13853980371,10016.880093131549,603.7415533278399
0902490,Connecticut,3,3,Middletown School District,27787583.699,6933206.599,1325825.762,8259032.361,735,27136000,5859000,1781000,7640000,678,9432.93414829932,1803.84457414966,11236.778722448978,37806.236325170066,8641.592920353982,2626.843657817109,11268.436578171091,40023.598820059,26569.457602721086,28755.16224188791,2185.7046391668227
0902520,Connecticut,3,3,Milford School District,34202343.493,4497089.14,1738253.108,6235342.248,898,31952000,4023000,1790000,5813000,869,5007.894365256125,1935.6938841870824,6943.588249443207,38087.24219710468,4629.45914844649,2059.838895281933,6689.298043728423,36768.699654775606,31143.65394766147,30079.401611047182,-1064.2523366142887
0902550,Connecticut,3,3,Monroe School District,14014374.421,1464466.593,740971.164,2205437.757,436,13628000,1198000,738000,1936000,475,3358.8683325688075,1699.4751467889907,5058.343479357799,32143.060598623855,2522.1052631578946,1553.6842105263158,4075.7894736842104,28690.526315789473,27084.717119266057,24614.736842105263,-2469.980277160794
0902580,Connecticut,3,3,Montville School District,11578256.962,3026797.302,680388.616,3707185.918,410,11471000,2656000,659000,3315000,408,7382.432443902439,1659.4844292682928,9041.916873170732,28239.651126829267,6509.803921568628,1615.1960784313726,8125,28115.196078431374,19197.734253658535,19990.196078431374,792.4618247728395
0902640,Connecticut,3,3,Naugatuck School District,20007386.477,5610875.984,1276893.704,6887769.688,813,18714000,5414000,1411000,6825000,795,6901.446474784748,1570.5949618696186,8472.041436654366,24609.3314600246,6810.062893081761,1774.8427672955975,8584.905660377359,23539.622641509435,16137.290023370235,14954.716981132076,-1182.5730422381585
0902670,Connecticut,3,3,New Britain School District,50933612.182,22311853.399,4067186.059,26379039.458,2428,57930000,20121000,3558000,23679000,2258,9189.395963344316,1675.1178167215814,10864.513780065898,20977.59974546952,8910.983170947742,1575.730735163862,10486.713906111603,25655.447298494244,10113.085965403623,15168.73339238264,5055.647426979018
0902700,Connecticut,3,3,New Canaan School District,20450105.097,1395728.702,972815.915,2368544.617,533,19199000,1129000,1030000,2159000,502,2618.627958724203,1825.1705722326456,4443.7985309568485,38367.92701125704,2249.003984063745,2051.792828685259,4300.796812749004,38245.01992031872,33924.12848030019,33944.22310756972,20.094627269529155
0902730,Connecticut,3,3,New Fairfield School District,10300198.209,602330.333,567378.863,1169709.196,335,13116000,985000,583000,1568000,346,1798.0009940298507,1693.6682477611942,3491.669241791045,30746.860325373138,2846.8208092485547,1684.971098265896,4531.791907514451,37907.51445086705,27255.191083582093,33375.7225433526,6120.531459770504
0902760,Connecticut,1,3,New Hartford School District,2376699.96,704854.645,133980.635,838835.28,63,2658000,625000,151000,776000,61,11188.168968253969,2126.676746031746,13314.845714285715,37725.39619047619,10245.901639344262,2475.409836065574,12721.311475409837,43573.770491803276,24410.550476190474,30852.45901639344,6441.908540202967
0902790,Connecticut,3,3,New Haven School District,70724299.545,36872635.801,6975148.363,43847784.164,3415,69193000,33417000,8428000,41845000,3055,10797.257921229868,2042.503180966325,12839.761102196193,20709.89737774524,10938.461538461539,2758.756137479542,13697.21767594108,22649.09983633388,7870.136275549048,8951.8821603928,1081.7458848437527
0902820,Connecticut,3,3,New London School District,16132433.503,7311847.524,1209320.862,8521168.386,729,17233000,6710000,1842000,8552000,639,10029.96916872428,1658.876353909465,11688.845522633745,22129.538412894377,10500.782472613459,2882.629107981221,13383.411580594679,26968.70109546166,10440.692890260632,13585.289514866981,3144.596624606349
0902850,Connecticut,3,3,New Milford School District,17051657.164,2231068.835,1061359.639,3292428.474,615,17324000,2915000,1170000,4085000,601,3627.7542032520323,1725.7880308943088,5353.542234146342,27726.271811382114,4850.249584026622,1946.7554076539102,6797.004991680533,28825.29118136439,22372.729577235772,22028.28618968386,-344.4433875519135
0902880,Connecticut,3,3,Newington School District,17278841.719,4099807.431,925048.906,5024856.337,604,18161000,4074000,908000,4982000,592,6787.760647350993,1531.5379238410596,8319.298571192054,28607.353839403975,6881.756756756757,1533.7837837837837,8415.54054054054,30677.364864864863,20288.055268211923,22261.824324324323,1973.7690561124
0902910,Connecticut,3,3,Newtown School District,20006221.428,2700583.582,1078835.374,3779418.956,612,19284000,2427000,1064000,3491000,620,4412.71827124183,1762.8028986928105,6175.52116993464,32689.904294117645,3914.516129032258,1716.1290322580646,5630.645161290323,31103.225806451614,26514.383124183005,25472.58064516129,-1041.8024790217132
0902970,Connecticut,3,3,North Branford School District,7013594.98,1394563.653,505631.266,1900194.919,281,6999000,1417000,357000,1774000,237,4962.859975088968,1799.3995231316726,6762.25949822064,24959.412740213524,5978.9029535864975,1506.3291139240507,7485.232067510548,29531.645569620254,18197.153241992884,22046.413502109706,3849.260260116822
0903000,Connecticut,1,3,North Canaan School District,1309515.076,288932.152,0,288932.152,42,1269000,241000,0,241000,32,6879.336952380952,0,6879.336952380952,31178.930380952377,7531.25,0,7531.25,39656.25,24299.593428571425,32125,7825.406571428575
0903030,Connecticut,3,3,North Haven School District,14058646.283,2918447.745,678058.518,3596506.263,409,13146000,2024000,791000,2815000,418,7135.569058679707,1657.8447872860636,8793.41384596577,34373.21829584352,4842.105263157895,1892.3444976076555,6734.44976076555,31449.76076555024,25579.804449877753,24715.31100478469,-864.4934450930632
0903060,Connecticut,3,3,North Stonington School District,2839224.413,471844.845,191068.036,662912.881,80,2831000,443000,190000,633000,83,5898.0605625,2388.35045,8286.4110125,35490.3051625,5337.349397590361,2289.156626506024,7626.506024096386,34108.43373493976,27203.89415,26481.927710843374,-721.9664391566257
0903090,Connecticut,3,3,Norwalk School District,57342546.731,7357284.435,3213205.142,10570489.577,1796,61433000,6632000,3746000,10378000,1756,4096.483538418708,1789.0897227171492,5885.573261135857,31927.921342427617,3776.765375854214,2133.2574031890663,5910.02277904328,34984.62414578588,26042.34808129176,29074.601366742598,3032.253285450839
0903120,Connecticut,1,3,Norwich School District,26927777.537,8208935.254,1933981.34,10142916.594,1048,25862000,7428000,1725000,9153000,936,7832.953486641221,1845.402041984733,9678.355528625954,25694.444214694657,7935.897435897436,1842.948717948718,9778.846153846154,27630.34188034188,16016.088686068702,17851.495726495727,1835.4070404270242
0903180,Connecticut,3,3,Old Saybrook School District,6102526.662,292427.299,346019.553,638446.852,183,6416000,180000,346000,526000,172,1597.9633825136611,1890.8172295081968,3488.780612021858,33347.14022950819,1046.5116279069769,2011.6279069767443,3058.139534883721,37302.32558139535,29858.359617486334,34244.18604651163,4385.826429025299
0903210,Connecticut,1,3,Orange School District,4867574.722,1276893.704,319223.426,1596117.13,123,4782000,928000,171000,1099000,129,10381.249626016259,2595.3124065040647,12976.562032520324,39573.77822764228,7193.798449612403,1325.5813953488373,8519.37984496124,37069.767441860466,26597.216195121957,28550.387596899225,1953.1714017772683
0903240,Connecticut,3,3,Oxford School District,9306411.412,1463301.544,50097.107,1513398.651,211,8916000,1335000,517000,1852000,259,6935.078407582939,237.42704739336494,7172.505454976304,44106.21522274882,5154.440154440154,1996.1389961389962,7150.57915057915,34424.71042471042,36933.70976777252,27274.131274131272,-9659.578493641246
0903270,Connecticut,3,3,Plainfield School District,10204664.191,3768933.515,680388.616,4449322.131,375,8331000,2858000,658000,3516000,332,10050.489373333334,1814.3696426666668,11864.859016,27212.437842666666,8608.43373493976,1981.9277108433735,10590.361445783132,25093.373493975905,15347.578826666666,14503.012048192773,-844.5667784738926
0903300,Connecticut,3,3,Plainville School District,9633790.181,2293981.481,537087.589,2831069.07,333,9603000,2089000,684000,2773000,317,6888.833276276277,1612.8756426426428,8501.70891891892,28930.300843843845,6589.905362776025,2157.728706624606,8747.63406940063,30293.375394321767,20428.591924924927,21545.74132492114,1117.1493999962113
0903330,Connecticut,3,3,Plymouth School District,7543692.275,2506020.399,415922.493,2921942.892,257,7341000,2515000,483000,2998000,271,9751.05213618677,1618.375459143969,11369.427595330739,29352.888229571985,9280.442804428045,1782.2878228782288,11062.730627306273,27088.560885608855,17983.460634241244,16025.830258302582,-1957.6303759386628
0903360,Connecticut,1,3,Pomfret School District,1916505.605,690874.057,214369.016,905243.073,72,1702000,605000,280000,885000,77,9595.47301388889,2977.3474444444446,12572.820458333334,26618.133402777778,7857.142857142857,3636.3636363636365,11493.506493506493,22103.896103896102,14045.312944444444,10610.38961038961,-3434.9233340548344
0903390,Connecticut,3,3,Portland School District,5474565.251,1579806.444,249320.486,1829126.93,189,6377000,1477000,322000,1799000,230,8358.764253968253,1319.1560105820106,9677.920264550265,28965.95370899471,6421.739130434783,1400,7821.739130434783,27726.08695652174,19288.033444444445,19904.347826086956,616.3143816425109
0903420,Connecticut,1,3,Preston School District,3459030.481,836505.182,58252.45,894757.632,96,3827000,770000,158000,928000,81,8713.595645833333,606.7963541666667,9320.392,36031.567510416666,9506.172839506173,1950.6172839506173,11456.79012345679,47246.91358024691,26711.175510416666,35790.12345679012,9078.947946373453
0903480,Connecticut,3,3,Putnam School District,5911458.626,2136699.866,415922.493,2552622.359,226,6134000,1584000,482000,2066000,212,9454.424185840708,1840.3650132743364,11294.789199115045,26156.89657522124,7471.698113207547,2273.5849056603774,9745.283018867925,28933.962264150945,14862.107376106194,19188.67924528302,4326.571869176825
0903510,Connecticut,1,3,Redding School District,7527381.589,230679.702,242330.192,473009.894,158,7674000,151000,252000,403000,114,1459.9981139240506,1533.7353924050633,2993.733506329114,47641.65562658228,1324.561403508772,2210.5263157894738,3535.0877192982457,67315.78947368421,44647.92212025316,63780.70175438597,19132.779634132807
0903515,Connecticut,3,3,Regional School District 06,4568157.129,100194.214,217864.163,318058.377,139,3799000,142000,224000,366000,119,720.8216834532375,1567.3680791366905,2288.189762589928,32864.43977697841,1193.2773109243697,1882.3529411764705,3075.63025210084,31924.36974789916,30576.250014388483,28848.73949579832,-1727.510518590163
0903520,Connecticut,3,3,Regional School District 10,10073013.654,1578641.395,415922.493,1994563.888,309,10449000,1617000,442000,2059000,301,5108.871828478965,1346.0274854368934,6454.899313915857,32598.749689320386,5372.093023255814,1468.43853820598,6840.531561461794,34714.28571428572,26143.85037540453,27873.754152823924,1729.903777419393
0903530,Connecticut,3,3,Regional School District 12,4939807.76,54757.303,450873.963,505631.266,107,4252000,125000,407000,532000,106,511.7504953271028,4213.775355140187,4725.52585046729,46166.4276635514,1179.245283018868,3839.622641509434,5018.867924528302,40113.20754716981,41440.901813084114,35094.339622641506,-6346.562190442608
0903535,Connecticut,3,3,Regional School District 13,8613207.257,1320000.517,410097.248,1730097.765,273,8753000,1149000,352000,1501000,296,4835.166728937729,1502.1877216117216,6337.35445054945,31550.20973260073,3881.7567567567567,1189.1891891891892,5070.945945945946,29570.945945945947,25212.85528205128,24500,-712.8552820512814
0903536,Connecticut,3,3,Regional School District 14,8397673.192,1833787.126,447378.816,2281165.942,235,8735000,1348000,575000,1923000,240,7803.349472340426,1903.7396425531915,9707.089114893617,35734.77954042553,5616.666666666667,2395.8333333333335,8012.5,36395.833333333336,26027.690425531913,28383.333333333336,2355.6429078014226
0903537,Connecticut,3,3,Regional School District 15,22833795.351,7141750.37,1011262.532,8153012.902,666,24862000,7327000,982000,8309000,614,10723.348903903903,1518.4122102102103,12241.761114114113,34284.978004504504,11933.224755700327,1599.3485342019544,13532.57328990228,40491.85667752443,22043.21689039039,26959.283387622152,4916.066497231761
0903538,Connecticut,3,3,Regional School District 16,9383304.646,2115728.984,457864.257,2573593.241,279,8336000,2196000,447000,2643000,290,7583.25800716846,1641.0905268817203,9224.34853405018,33631.91629390681,7572.413793103448,1541.3793103448277,9113.793103448275,28744.827586206895,24407.567759856633,19631.03448275862,-4776.533277098013
0903539,Connecticut,3,3,Regional School District 17,10881557.66,1833787.126,493980.776,2327767.902,347,9494000,1945000,497000,2442000,298,5284.689123919308,1423.5757233429395,6708.264847262247,31358.955792507204,6526.845637583892,1667.7852348993288,8194.630872483222,31859.060402684565,24650.690945244958,23664.42953020134,-986.2614150436166
0903540,Connecticut,3,3,Regional School District 18,8051653.639,290097.201,319223.426,609320.627,175,7013000,406000,393000,799000,168,1657.6982914285713,1824.1338628571427,3481.8321542857143,46009.44936571429,2416.6666666666665,2339.285714285714,4755.952380952381,41744.04761904762,42527.61721142857,36988.09523809524,-5539.521973333336
0903570,Connecticut,2,3,Regional School District 11,1091650.913,19805.833,131650.537,151456.37,51,1536000,0,157000,157000,61,388.3496666666666,2581.3830784313727,2969.7327450980392,21404.919862745097,0,2573.7704918032787,2573.7704918032787,25180.32786885246,18435.18711764706,22606.55737704918,4171.37025940212
0903600,Connecticut,2,3,Regional School District 01,2601554.417,51262.156,823689.643,874951.799,66,2658000,124000,827000,951000,61,776.6993333333334,12480.146106060607,13256.84543939394,39417.49116666667,2032.7868852459017,13557.377049180328,15590.16393442623,43573.770491803276,26160.645727272728,27983.606557377047,1822.960830104319
0903630,Connecticut,2,3,Regional School District 04,4400390.073,323883.622,459029.306,782912.928,159,4014000,304000,558000,862000,156,2037.0039119496853,2886.9767672955973,4923.980679245283,27675.40926415094,1948.7179487179487,3576.923076923077,5525.641025641025,25730.76923076923,22751.428584905658,20205.128205128203,-2546.3003797774545
0903660,Connecticut,2,3,Regional School District 05,9256314.305,884272.191,463689.502,1347961.693,300,8665000,550000,507000,1057000,276,2947.57397,1545.6316733333333,4493.205643333334,30854.381016666666,1992.7536231884058,1836.9565217391305,3829.710144927536,31394.927536231884,26361.17537333333,27565.217391304348,1204.0420179710163
0903720,Connecticut,2,3,Regional School District 07,5291652.558,362330.239,0,362330.239,167,5418000,499000,0,499000,185,2169.642149700599,0,2169.642149700599,31686.542263473057,2697.2972972972975,0,2697.2972972972975,29286.486486486487,29516.90011377246,26589.18918918919,-2927.710924583269
0903750,Connecticut,2,3,Regional School District 08,7519226.246,927379.004,341359.357,1268738.361,220,7131000,331000,276000,607000,202,4215.3591090909085,1551.633440909091,5766.99255,34178.30111818182,1638.6138613861385,1366.3366336633662,3004.9504950495048,35301.9801980198,28411.308568181823,32297.0297029703,3885.721134788477
0903780,Connecticut,2,3,Regional School District 09,5381361.331,806213.908,193398.134,999612.042,125,5835000,568000,217000,785000,129,6449.7112640000005,1547.185072,7996.896336,43050.890648,4403.100775193799,1682.1705426356589,6085.271317829457,45232.558139534885,35053.994312,39147.28682170543,4093.292509705425
0903810,Connecticut,3,3,Ridgefield School District,21631464.783,2377865.009,980971.258,3358836.267,673,23198000,1941000,1141000,3082000,753,3533.231811292719,1457.6095958395247,4990.841407132244,32141.849603268944,2577.6892430278886,1515.2722443559096,4092.961487383798,30807.436918990705,27151.0081961367,26714.47543160691,-436.53276452979117
0903840,Connecticut,3,3,Rocky Hill School District,10146411.741,2379030.058,735145.919,3114175.977,345,10342000,2576000,652000,3228000,352,6895.739298550725,2130.8577362318842,9026.597034782608,29409.88910434783,7318.181818181818,1852.2727272727273,9170.454545454546,29380.68181818182,20383.29206956522,20210.227272727272,-173.06479683794896
0903900,Connecticut,1,3,Salem School District,2427962.116,673398.322,116504.9,789903.222,99,2221000,371000,130000,501000,89,6802.003252525253,1176.8171717171717,7978.8204242424235,24524.86985858586,4168.539325842697,1460.6741573033707,5629.213483146067,24955.05617977528,16546.049434343433,19325.842696629214,2779.7932622857807
0903930,Connecticut,1,3,Salisbury School District,1608932.669,11650.49,0,11650.49,30,1860000,20000,0,20000,33,388.3496666666667,0,388.3496666666667,53631.08896666667,606.060606060606,0,606.060606060606,56363.63636363636,53242.7393,55757.57575757575,2514.8364575757514
0903990,Connecticut,3,3,Seymour School District,8977867.594,3233010.975,645437.146,3878448.121,349,8494000,2657000,726000,3383000,322,9263.64176217765,1849.3901031518624,11113.031865329513,25724.548979942694,8251.552795031055,2254.658385093168,10506.211180124224,26378.88198757764,14611.517114613182,15872.670807453414,1261.153692840233
0904050,Connecticut,3,3,Shelton School District,19718454.325,3812040.328,1138252.873,4950293.201,723,18989000,4142000,731000,4873000,717,5272.531573997234,1574.3469889349929,6846.878562932227,27273.10418395574,5776.847977684798,1019.5258019525802,6796.373779637378,26483.960948396096,20426.225621023514,19687.587168758717,-738.6384522647968
0904080,Connecticut,1,3,Sherman School District,1617088.012,34951.47,74563.136,109514.606,57,1592000,165000,63000,228000,47,613.1836842105263,1308.1251929824562,1921.3088771929824,28369.965122807018,3510.6382978723404,1340.4255319148936,4851.063829787234,33872.34042553192,26448.656245614035,29021.276595744683,2572.620350130648
0904110,Connecticut,3,3,Simsbury School District,20324279.805,3318059.552,1481942.328,4800001.88,639,20752000,3710000,948000,4658000,690,5192.581458528952,2319.158572769953,7511.740031298905,31806.384671361502,5376.811594202899,1373.9130434782608,6750.724637681159,30075.36231884058,24294.644640062597,23324.63768115942,-970.0069589031773
0904140,Connecticut,3,3,Somers School District,5386021.527,1438835.515,368155.484,1806990.999,213,6321000,1122000,341000,1463000,189,6755.09631455399,1728.4295023474178,8483.525816901409,25286.48604225352,5936.507936507936,1804.2328042328043,7740.740740740741,33444.444444444445,16802.96022535211,25703.703703703704,8900.743478351593
0904170,Connecticut,3,3,South Windsor School District,19594959.131,3123496.369,828349.839,3951846.208,636,18965000,3006000,1150000,4156000,611,4911.157812893081,1302.436853773585,6213.594666666667,30809.684168238997,4919.8036006546645,1882.1603927986907,6801.963993453355,31039.279869067104,24596.08950157233,24237.31587561375,-358.77362595857994
0904230,Connecticut,3,3,Southington School District,32259041.761,6136313.083,1695146.295,7831459.378,975,33624000,5892000,1979000,7871000,956,6293.6544441025635,1738.6115846153846,8032.266028717948,33086.19667794872,6163.179916317991,2070.083682008368,8233.263598326359,35171.54811715481,25053.930649230773,26938.28451882845,1884.353869597675
0904260,Connecticut,1,3,Sprague School District,1569321.003,733980.87,95534.018,829514.888,78,1596000,686000,192000,878000,73,9410.011153846153,1224.7951025641025,10634.806256410257,20119.500038461538,9397.260273972603,2630.1369863013697,12027.397260273972,21863.013698630137,9484.693782051281,9835.616438356165,350.9226563048833
0904290,Connecticut,3,3,Stafford School District,7410876.689,2896311.814,520776.903,3417088.717,220,6830000,2623000,284000,2907000,259,13165.053699999999,2367.1677409090908,15532.221440909092,33685.80313181818,10127.413127413127,1096.5250965250966,11223.938223938225,26370.656370656372,18153.58169090909,15146.718146718147,-3006.863544190943
