dist_id,state,schlev,agchrt,district,current_sped_exp_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,sped_enroll_fy20,current_sped_exp_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy23,state_sped_pp_funding_fy20,federal_sped_pp_funding_fy20,state_fed_sped_pp_funding_fy20,total_sped_pp_expenditure_fy20,state_sped_pp_funding_fy23,federal_sped_pp_funding_fy23,state_fed_sped_pp_funding_fy23,total_sped_pp_expenditure_fy23,local_sped_pp_obligation_fy20,local_sped_pp_obligation_fy23,local_sped_pp_obligation_diff
0100600,Alabama,3,3,Chambers County,4237000,0,849000,849000,622,4633000,0,872000,872000,507,0,1364.951768488746,1364.951768488746,6811.897106109324,0,1719.921104536489,1719.921104536489,9138.067061143984,5446.945337620578,7418.145956607495,1971.2006189869162
0100630,Alabama,3,3,Cherokee County,3660000,0,1023000,1023000,518,4472000,0,1015000,1015000,499,0,1974.903474903475,1974.903474903475,7065.6370656370655,0,2034.0681362725452,2034.0681362725452,8961.92384769539,5090.733590733591,6927.855711422845,1837.1221206892542
0100660,Alabama,3,3,Chilton County,5895000,0,1814000,1814000,850,7430000,0,2080000,2080000,911,0,2134.1176470588234,2134.1176470588234,6935.294117647059,0,2283.205268935236,2283.205268935236,8155.872667398463,4801.176470588235,5872.667398463227,1071.490927874992
0100690,Alabama,3,3,Choctaw County,1307000,0,414000,414000,161,1382000,0,360000,360000,129,0,2571.4285714285716,2571.4285714285716,8118.012422360249,0,2790.6976744186045,2790.6976744186045,10713.178294573643,5546.583850931677,7922.480620155038,2375.896769223361
0100720,Alabama,3,3,Clarke County,2213000,0,698000,698000,290,2889000,0,705000,705000,292,0,2406.896551724138,2406.896551724138,7631.0344827586205,0,2414.3835616438355,2414.3835616438355,9893.835616438357,5224.137931034482,7479.452054794521,2255.3141237600394
0100750,Alabama,3,3,Clay County,2012000,13000,489000,502000,222,2175000,0,500000,500000,209,58.55855855855856,2202.7027027027025,2261.261261261261,9063.063063063064,0,2392.3444976076553,2392.3444976076553,10406.698564593302,6801.801801801803,8014.354066985647,1212.5522651838437
0100810,Alabama,3,3,Coffee County,2189000,0,482000,482000,273,3120000,0,814000,814000,332,0,1765.5677655677655,1765.5677655677655,8018.315018315018,0,2451.8072289156626,2451.8072289156626,9397.590361445784,6252.747252747253,6945.783132530121,693.0358797828685
0100840,Alabama,3,3,Colbert County,3436000,0,750000,750000,456,4084000,0,881000,881000,478,0,1644.7368421052631,1644.7368421052631,7535.087719298245,0,1843.0962343096235,1843.0962343096235,8543.933054393305,5890.350877192982,6700.836820083681,810.4859428906993
0100870,Alabama,3,3,Conecuh County,1388000,0,379000,379000,181,1602000,0,542000,542000,150,0,2093.9226519337017,2093.9226519337017,7668.508287292818,0,3613.3333333333335,3613.3333333333335,10680,5574.585635359116,7066.666666666666,1492.08103130755
0100900,Alabama,3,3,Coosa County,904000,122000,283000,405000,124,1314000,147000,285000,432000,137,983.8709677419355,2282.2580645161293,3266.1290322580644,7290.322580645161,1072.992700729927,2080.29197080292,3153.284671532847,9591.240875912408,4024.1935483870966,6437.956204379561,2413.7626559924647
0100930,Alabama,3,3,Covington County,2672000,0,771000,771000,462,3206000,0,802000,802000,430,0,1668.8311688311687,1668.8311688311687,5783.549783549784,0,1865.1162790697674,1865.1162790697674,7455.813953488372,4114.718614718615,5590.697674418605,1475.97905969999
0101020,Alabama,3,3,Cullman County,9515000,0,2062000,2062000,1501,11067000,0,2222000,2222000,1534,0,1373.750832778148,1373.750832778148,6339.107261825449,0,1448.5006518904825,1448.5006518904825,7214.4719687092565,4965.356429047301,5765.971316818774,800.6148877714722
0101050,Alabama,3,3,Dale County,2007000,0,745000,745000,273,2517000,0,803000,803000,336,0,2728.937728937729,2728.937728937729,7351.648351648351,0,2389.8809523809523,2389.8809523809523,7491.071428571428,4622.710622710622,5101.190476190476,478.4798534798538
0101080,Alabama,3,3,Daleville City,1177000,0,314000,314000,139,1402000,0,356000,356000,155,0,2258.9928057553957,2258.9928057553957,8467.625899280576,0,2296.7741935483873,2296.7741935483873,9045.161290322581,6208.633093525181,6748.387096774194,539.7540032490133
0101110,Alabama,3,3,Dallas County,3481000,0,995000,995000,446,3144000,0,798000,798000,349,0,2230.9417040358744,2230.9417040358744,7804.932735426009,0,2286.532951289398,2286.532951289398,9008.595988538682,5573.991031390135,6722.063037249283,1148.0720058591487
0101140,Alabama,3,3,DeKalb County,6760000,0,2121000,2121000,1053,8141000,0,1937000,1937000,989,0,2014.2450142450143,2014.2450142450143,6419.753086419753,0,1958.5439838220425,1958.5439838220425,8231.54701718908,4405.508072174739,6273.003033367037,1867.4949611922975
0101170,Alabama,3,3,Decatur City,11688000,0,2101000,2101000,1212,13667000,0,2178000,2178000,1183,0,1733.4983498349834,1733.4983498349834,9643.564356435643,0,1841.0819949281488,1841.0819949281488,11552.831783601014,7910.06600660066,9711.749788672865,1801.6837820722048
0101200,Alabama,3,3,Demopolis City,1688000,0,417000,417000,146,2096000,0,486000,486000,141,0,2856.1643835616437,2856.1643835616437,11561.643835616438,0,3446.808510638298,3446.808510638298,14865.248226950354,8705.479452054795,11418.439716312056,2712.960264257261
0101230,Alabama,3,3,Dothan City,9256000,0,2273000,2273000,1324,10789000,0,2777000,2777000,1309,0,1716.7673716012084,1716.7673716012084,6990.936555891239,0,2121.466768525592,2121.466768525592,8242.169595110772,5274.16918429003,6120.70282658518,846.5336422951505
0101290,Alabama,3,3,Elmore County,13257000,0,2304000,2304000,1540,14935000,0,2947000,2947000,1538,0,1496.1038961038962,1496.1038961038962,8608.441558441558,0,1916.1248374512354,1916.1248374512354,9710.663198959688,7112.337662337663,7794.538361508453,682.2006991707904
0101320,Alabama,3,3,Enterprise City,5002000,0,1599000,1599000,589,5416000,0,1326000,1326000,581,0,2714.7707979626484,2714.7707979626484,8492.359932088286,0,2282.2719449225474,2282.2719449225474,9321.85886402754,5777.589134125637,7039.5869191049915,1261.997784979354
0101350,Alabama,3,3,Escambia County,3580000,0,1107000,1107000,543,3944000,0,1075000,1075000,530,0,2038.6740331491712,2038.6740331491712,6593.001841620626,0,2028.301886792453,2028.301886792453,7441.509433962264,4554.327808471455,5413.207547169811,858.879738698356
0101380,Alabama,3,3,Etowah County,7217000,0,2062000,2062000,1059,8630000,0,2262000,2262000,1230,0,1947.119924457035,1947.119924457035,6814.919735599622,0,1839.0243902439024,1839.0243902439024,7016.260162601626,4867.799811142587,5177.235772357723,309.43596121513656
0101410,Alabama,3,3,Eufaula City,2362000,0,1070000,1070000,795,2679000,0,1390000,1390000,860,0,1345.9119496855346,1345.9119496855346,2971.069182389937,0,1616.2790697674418,1616.2790697674418,3115.1162790697676,1625.1572327044023,1498.8372093023258,-126.32002340207646
0101470,Alabama,3,3,Fayette County,2343000,0,569000,569000,278,2357000,0,585000,585000,298,0,2046.7625899280577,2046.7625899280577,8428.057553956834,0,1963.0872483221476,1963.0872483221476,7909.395973154363,6381.294964028777,5946.308724832215,-434.98623919656166
0101530,Alabama,3,3,Florence City,4678000,0,983000,983000,588,5753000,0,1152000,1152000,612,0,1671.7687074829932,1671.7687074829932,7955.78231292517,0,1882.3529411764705,1882.3529411764705,9400.32679738562,6284.013605442176,7517.97385620915,1233.9602507669733
0101560,Alabama,3,3,Fort Payne City,2165000,98000,771000,869000,225,2786000,0,828000,828000,277,435.55555555555554,3426.6666666666665,3862.222222222222,9622.222222222223,0,2989.169675090253,2989.169675090253,10057.761732851986,5760,7068.5920577617335,1308.5920577617335
0101590,Alabama,3,3,Franklin County,3951000,0,756000,756000,543,5067000,0,814000,814000,537,0,1392.2651933701657,1392.2651933701657,7276.2430939226515,0,1515.828677839851,1515.828677839851,9435.754189944135,5883.977900552486,7919.925512104284,2035.9476115517982
0101620,Alabama,3,3,Gadsden City,5220000,0,1355000,1355000,750,6283000,0,1245000,1245000,656,0,1806.6666666666667,1806.6666666666667,6960,0,1897.8658536585365,1897.8658536585365,9577.743902439024,5153.333333333333,7679.878048780488,2526.544715447155
0101640,Alabama,3,3,Geneva City,1195000,0,321000,321000,141,1264000,0,385000,385000,158,0,2276.595744680851,2276.595744680851,8475.17730496454,0,2436.7088607594937,2436.7088607594937,8000,6198.581560283688,5563.291139240506,-635.2904210431825
0101660,Alabama,3,3,Geneva County,2303000,0,561000,561000,412,2932000,0,781000,781000,413,0,1361.6504854368932,1361.6504854368932,5589.805825242718,0,1891.0411622276029,1891.0411622276029,7099.273607748184,4228.155339805825,5208.232445520582,980.0771057147567
0101690,Alabama,3,3,Guntersville City,1374000,0,356000,356000,137,1767000,0,440000,440000,181,0,2598.5401459854015,2598.5401459854015,10029.197080291971,0,2430.939226519337,2430.939226519337,9762.430939226519,7430.656934306569,7331.491712707182,-99.16522159938722
0101710,Alabama,3,3,Hale County,1803000,0,652000,652000,198,2135000,0,778000,778000,187,0,3292.929292929293,3292.929292929293,9106.060606060606,0,4160.427807486631,4160.427807486631,11417.112299465241,5813.131313131313,7256.684491978611,1443.5531788472981
0101730,Alabama,3,3,Hartselle City,3546000,0,704000,704000,500,4519000,0,784000,784000,537,0,1408,1408,7092,0,1459.9627560521415,1459.9627560521415,8415.270018621974,5684,6955.307262569832,1271.3072625698323
0101740,Alabama,3,3,Henry County,2532000,0,632000,632000,331,2946000,0,683000,683000,326,0,1909.3655589123866,1909.3655589123866,7649.546827794562,0,2095.0920245398775,2095.0920245398775,9036.80981595092,5740.181268882176,6941.717791411043,1201.5365225288679
0101760,Alabama,3,3,Homewood City,5727000,0,822000,822000,316,7599000,0,896000,896000,309,0,2601.26582278481,2601.26582278481,18123.41772151899,0,2899.6763754045305,2899.6763754045305,24592.233009708736,15522.151898734179,21692.556634304205,6170.404735570026
0101770,Alabama,3,3,Houston County,7022000,0,1507000,1507000,819,8132000,0,1564000,1564000,855,0,1840.04884004884,1840.04884004884,8573.870573870574,0,1829.2397660818713,1829.2397660818713,9511.111111111111,6733.821733821734,7681.87134502924,948.0496112075061
0101800,Alabama,3,3,Huntsville City,25850000,0,5488000,5488000,3151,30004000,0,8659000,8659000,3039,0,1741.6693113297365,1741.6693113297365,8203.744842907014,0,2849.292530437644,2849.292530437644,9872.98453438631,6462.075531577277,7023.692003948667,561.61647237139
0101830,Alabama,3,3,Jackson County,4024000,0,1307000,1307000,653,5258000,208000,1266000,1474000,732,0,2001.531393568147,2001.531393568147,6162.327718223583,284.1530054644809,1729.5081967213114,2013.6612021857923,7183.060109289618,4160.796324655436,5169.398907103825,1008.6025824483886
0101860,Alabama,3,3,Jacksonville City,1784000,0,340000,340000,214,2196000,53000,412000,465000,252,0,1588.785046728972,1588.785046728972,8336.44859813084,210.31746031746033,1634.920634920635,1845.2380952380952,8714.285714285714,6747.663551401869,6869.047619047618,121.38406764574938
0101890,Alabama,3,3,Jasper City,2445000,0,635000,635000,375,2581000,0,617000,617000,380,0,1693.3333333333333,1693.3333333333333,6520,0,1623.6842105263158,1623.6842105263158,6792.105263157895,4826.666666666667,5168.421052631579,341.7543859649122
0101920,Alabama,3,3,Jefferson County,46853000,0,10971000,10971000,5185,49229000,0,11205000,11205000,4877,0,2115.911282545805,2115.911282545805,9036.25843780135,0,2297.5189665778144,2297.5189665778144,10094.115234775476,6920.347155255546,7796.596268197662,876.249112942116
0101950,Alabama,3,3,Lamar County,1749000,0,505000,505000,380,2399000,0,550000,550000,364,0,1328.9473684210527,1328.9473684210527,4602.631578947368,0,1510.989010989011,1510.989010989011,6590.659340659341,3273.684210526316,5079.67032967033,1805.986119144014
0101980,Alabama,3,3,Lanett City,912000,0,267000,267000,122,1253000,0,293000,293000,119,0,2188.5245901639346,2188.5245901639346,7475.4098360655735,0,2462.18487394958,2462.18487394958,10529.411764705883,5286.885245901639,8067.226890756303,2780.341644854664
0102010,Alabama,3,3,Lauderdale County,7427000,0,1764000,1764000,1068,7751000,0,1667000,1667000,1131,0,1651.685393258427,1651.685393258427,6954.119850187266,0,1473.9168877099912,1473.9168877099912,6853.227232537577,5302.434456928839,5379.310344827586,76.87588789874735
0102040,Alabama,3,3,Lawrence County,4487000,0,1233000,1233000,767,5165000,0,1351000,1351000,820,0,1607.561929595828,1607.561929595828,5850.0651890482395,0,1647.560975609756,1647.560975609756,6298.780487804878,4242.503259452412,4651.219512195123,408.7162527427108
0102070,Alabama,3,3,Lee County,12082000,0,2075000,2075000,1375,14700000,0,2148000,2148000,1394,0,1509.090909090909,1509.090909090909,8786.90909090909,0,1540.8895265423243,1540.8895265423243,10545.19368723099,7277.818181818181,9004.304160688665,1726.4859788704844
0102100,Alabama,3,3,Limestone County,9971000,0,2390000,2390000,1273,13239000,0,3278000,3278000,1968,0,1877.4548311076198,1877.4548311076198,7832.678711704635,0,1665.6504065040651,1665.6504065040651,6727.134146341464,5955.2238805970155,5061.483739837398,-893.7401407596171
0102190,Alabama,3,3,Macon County,1823000,0,554000,554000,176,2129000,0,424000,424000,187,0,3147.7272727272725,3147.7272727272725,10357.954545454546,0,2267.379679144385,2267.379679144385,11385.026737967915,7210.227272727274,9117.64705882353,1907.4197860962558
0102220,Alabama,3,3,Madison County,19949000,0,3658000,3658000,2404,24356000,0,4086000,4086000,2433,0,1521.630615640599,1521.630615640599,8298.252911813644,0,1679.4081381011097,1679.4081381011097,10010.68639539663,6776.6222961730455,8331.27825729552,1554.6559611224748
0102250,Alabama,3,3,Marengo County,998000,0,301000,301000,148,1179000,0,306000,306000,139,0,2033.7837837837837,2033.7837837837837,6743.243243243243,0,2201.438848920863,2201.438848920863,8482.01438848921,4709.45945945946,6280.575539568346,1571.1160801088863
0102310,Alabama,3,3,Marion County,2441000,0,644000,644000,449,3136000,0,1027000,1027000,436,0,1434.2984409799556,1434.2984409799556,5436.52561247216,0,2355.5045871559632,2355.5045871559632,7192.660550458716,4002.2271714922044,4837.155963302753,834.9287918105483
0102370,Alabama,3,3,Mobile County,62084000,199000,17071000,17270000,8360,63714000,199000,14718000,14917000,7768,23.803827751196174,2041.9856459330144,2065.7894736842104,7426.315789473684,25.61791967044284,1894.6961894953656,1920.3141091658085,8202.11122554068,5360.526315789473,6281.797116374872,921.2708005853983
0102430,Alabama,3,3,Montgomery County,29593000,0,7021000,7021000,2928,29688000,0,7736000,7736000,2496,0,2397.882513661202,2397.882513661202,10106.898907103825,0,3099.358974358974,3099.358974358974,11894.23076923077,7709.016393442623,8794.871794871795,1085.8554014291722
0102480,Alabama,3,3,Morgan County,8095000,0,1652000,1652000,1057,8669000,0,2141000,2141000,1062,0,1562.9139072847681,1562.9139072847681,7658.467360454116,0,2016.0075329566855,2016.0075329566855,8162.900188323917,6095.553453169347,6146.892655367232,51.33920219788433
0102490,Alabama,3,3,Mountain Brook City,7476000,0,950000,950000,484,9565000,0,1069000,1069000,513,0,1962.809917355372,1962.809917355372,15446.280991735537,0,2083.820662768031,2083.820662768031,18645.22417153996,13483.471074380166,16561.40350877193,3077.932434391765
0102520,Alabama,3,3,Muscle Shoals City,2363000,0,492000,492000,338,2862000,0,739000,739000,322,0,1455.621301775148,1455.621301775148,6991.12426035503,0,2295.031055900621,2295.031055900621,8888.198757763976,5535.502958579882,6593.1677018633545,1057.6647432834725
0102550,Alabama,3,3,Oneonta City,889000,0,288000,288000,125,1138000,0,326000,326000,118,0,2304,2304,7112,0,2762.7118644067796,2762.7118644067796,9644.06779661017,4808,6881.355932203391,2073.3559322033907
0102580,Alabama,3,3,Opelika City,3374000,0,1025000,1025000,517,4116000,0,1215000,1215000,525,0,1982.5918762088975,1982.5918762088975,6526.112185686654,0,2314.285714285714,2314.285714285714,7840,4543.520309477756,5525.714285714286,982.19397623653
0102610,Alabama,3,3,Opp City,1232000,0,322000,322000,224,1539000,0,347000,347000,174,0,1437.5,1437.5,5500,0,1994.2528735632184,1994.2528735632184,8844.827586206897,4062.5,6850.574712643678,2788.074712643678
0102635,Alabama,3,3,Oxford City,3723000,0,921000,921000,546,4185000,0,801000,801000,541,0,1686.8131868131868,1686.8131868131868,6818.681318681319,0,1480.5914972273567,1480.5914972273567,7735.674676524954,5131.868131868132,6255.083179297597,1123.215047429465
0102650,Alabama,3,3,Pell City,3828000,0,950000,950000,451,4963000,0,1041000,1041000,541,0,2106.430155210643,2106.430155210643,8487.80487804878,0,1924.2144177449168,1924.2144177449168,9173.752310536045,6381.374722838138,7249.537892791128,868.1631699529898
0102670,Alabama,3,3,Perry County,1392000,0,431000,431000,208,1143000,0,327000,327000,118,0,2072.1153846153848,2072.1153846153848,6692.307692307692,0,2771.186440677966,2771.186440677966,9686.440677966102,4620.192307692308,6915.254237288136,2295.0619295958286
0102700,Alabama,3,3,Phenix City,4693000,0,1499000,1499000,707,6699000,0,1490000,1490000,744,0,2120.2263083451203,2120.2263083451203,6637.9066478076375,0,2002.6881720430108,2002.6881720430108,9004.032258064517,4517.680339462517,7001.344086021506,2483.6637465589893
0102730,Alabama,3,3,Pickens County,2436000,0,694000,694000,353,2876000,0,646000,646000,341,0,1966.0056657223795,1966.0056657223795,6900.849858356941,0,1894.4281524926687,1894.4281524926687,8434.017595307918,4934.844192634561,6539.58944281525,1604.7452501806883
0102760,Alabama,3,3,Piedmont City,785000,32000,275000,307000,159,884000,0,241000,241000,146,201.25786163522014,1729.559748427673,1930.817610062893,4937.106918238994,0,1650.6849315068494,1650.6849315068494,6054.7945205479455,3006.289308176101,4404.109589041096,1397.8202808649953
0102820,Alabama,3,3,Randolph County,1804000,35000,527000,562000,304,2061000,17000,512000,529000,304,115.13157894736842,1733.5526315789473,1848.6842105263158,5934.210526315789,55.921052631578945,1684.2105263157894,1740.1315789473683,6779.605263157895,4085.5263157894733,5039.473684210527,953.9473684210534
0102880,Alabama,3,3,Russell County,2514000,0,790000,790000,427,2609000,0,829000,829000,421,0,1850.1170960187353,1850.1170960187353,5887.587822014051,0,1969.1211401425178,1969.1211401425178,6197.149643705463,4037.4707259953157,4228.028503562945,190.55777756762927
0102910,Alabama,3,3,Russellville City,1352000,0,504000,504000,212,1654000,0,527000,527000,255,0,2377.3584905660377,2377.3584905660377,6377.358490566037,0,2066.6666666666665,2066.6666666666665,6486.274509803921,3999.9999999999995,4419.607843137255,419.6078431372557
0102940,Alabama,3,3,Scottsboro City,2598000,0,690000,690000,298,2533000,0,651000,651000,265,0,2315.4362416107383,2315.4362416107383,8718.120805369128,0,2456.603773584906,2456.603773584906,9558.490566037735,6402.68456375839,7101.8867924528295,699.2022286944393
0102970,Alabama,3,3,Selma City,2660000,0,881000,881000,303,2749000,0,846000,846000,292,0,2907.5907590759075,2907.5907590759075,8778.877887788778,0,2897.2602739726026,2897.2602739726026,9414.383561643835,5871.287128712871,6517.123287671233,645.8361589583619
0103000,Alabama,3,3,Sheffield City,1168000,0,314000,314000,170,1564000,126000,328000,454000,166,0,1847.0588235294117,1847.0588235294117,6870.588235294118,759.0361445783133,1975.9036144578313,2734.9397590361446,9421.686746987953,5023.529411764706,6686.7469879518085,1663.2175761871022
0103030,Alabama,3,3,Shelby County,31614000,0,3770000,3770000,2288,37981000,0,4802000,4802000,2503,0,1647.7272727272727,1647.7272727272727,13817.307692307691,0,1918.4978026368358,1918.4978026368358,15174.190970834998,12169.58041958042,13255.693168198162,1086.112748617743
0103062,Alabama,3,3,St Clair County,9115000,0,1930000,1930000,1437,11268000,0,2687000,2687000,1410,0,1343.0758524704245,1343.0758524704245,6343.075852470424,0,1905.6737588652481,1905.6737588652481,7991.489361702128,5000,6085.815602836879,1085.8156028368794
